N	3gram	Ircho_Kome_3	Problemy
1	то же время	4	12
2	в то же	4	12
3	с самого начала	4	8
4	в отношении к	1	7
5	и т п	3	6
6	по отношению к	3	5
7	и в то	1	5
8	во всяком случае	3	5
9	с точки зрения	3	4
10	бы то ни	2	4
11	то ни было	2	4
12	его отношение к	1	4
13	в самом деле	6	3
14	по крайней мере	1	3
15	в конце концов	2	3
16	и в самом	3	3
17	с другой стороны	2	3
18	и к тому	1	2
19	подобно тому как	1	2
20	в этом случае	2	2
21	и не может	1	2
22	вместе с тем	3	2
23	в отличие от	1	2
24	он и не	2	2
25	как мы знаем	1	2
26	и в этом	1	2
27	о том что	4	2
28	так и в	1	2
29	тем не менее	3	2
30	друг с другом	1	2
31	к тому же	4	2
32	именно потому что	2	2
33	и т д	1	2
34	если бы он	3	1
35	может быть с	1	1
36	так и не	1	1
37	хотя и не	2	1
38	и в своей	1	1
39	и для самого	1	1
40	и в отношении	1	1
41	в том же	1	1
42	сих пор еще	1	1
43	так что он	1	1
44	у меня в	1	1
45	себе в этом	1	1
46	как можно скорее	1	1
47	не было и	1	1
48	между собой две	1	1
49	до сих пор	9	1
50	что он не	2	1
51	таким образом на	1	1
52	он должен быть	1	1
53	в этом отношении	2	1
54	за то что	1	1
55	не зная о	1	1
56	и нуждается в	1	1
57	несмотря на то	1	1
58	к тому что	1	1
59	на этот раз	2	1
60	и все его	1	1
61	но при этом	1	1
62	пор еще не	1	1
63	на месте преступления	3	1
64	и с этой	2	1
65	в этот момент	1	1
66	то что он	1	1
67	отношения к нему	1	1
68	не могла не	1	1
69	потому что с	1	1
70	нет ни одного	1	1
71	и не хочет	1	1
72	в свою очередь	6	1
73	он нисколько не	1	1
74	и не должен	1	1
75	все равно что	1	1
76	и остается в	1	1
77	думают что он	1	1
78	но все же	2	1
79	можно сказать что	1	1
80	на то что	1	1
81	вопрос о том	1	1
82	жизнь в которой	1	1
83	как бы в	1	1
84	это я тебе	1	1
85	вовсе не является	1	1
86	для того чтобы	6	1
87	лицом к лицу	1	1
88	в том что	9	1
89	что и в	2	1
90	в конце третьего	1	1
