N	3gram	Bakhtin_Fr_1	KulturaY
1	в том что	6	10
2	с точки зрения	3	8
3	для того чтобы	1	8
4	в самом деле	1	7
5	с другой стороны	1	7
6	во всяком случае	1	5
7	не только в	1	4
8	не может быть	1	4
9	большей или меньшей	4	3
10	в этом отношении	3	3
11	в большей или	4	3
12	или меньшей степени	4	3
13	в связи с	1	3
14	то же время	1	3
15	в то же	1	3
16	потому что он	1	2
17	и пр но	1	2
18	на самом деле	2	2
19	языка но и	1	2
20	на этот вопрос	2	2
21	то или иное	1	2
22	и вовсе не	2	2
23	может быть только	1	2
24	в отличие от	4	2
25	и в том	2	2
26	в свое время	2	2
27	слова и выражения	1	2
28	но все же	2	2
29	можно сказать что	1	2
30	в узком смысле	2	2
31	просто новое слово	1	1
32	сих пор еще	3	1
33	он так и	1	1
34	чуть ли не	1	1
35	дело в том	2	1
36	и не для	1	1
37	в настоящее время	1	1
38	одна из основных	1	1
39	и раньше в	1	1
40	в частности и	1	1
41	и не только	1	1
42	сущности может быть	1	1
43	но все это	1	1
44	до сих пор	4	1
45	в своей книге	2	1
46	можно говорить о	1	1
47	но это не	1	1
48	это вовсе не	1	1
49	у других писателей	1	1
50	не могла бы	1	1
51	и в области	1	1
52	в наши дни	1	1
53	главным образом в	1	1
54	и у других	2	1
55	и в других	2	1
56	и в частности	2	1
57	в значительной степени	2	1
58	все это в	1	1
59	сами по себе	1	1
60	не потому что	1	1
61	с одной стороны	2	1
62	и здесь мы	1	1
63	типы и в	1	1
64	в известном смысле	1	1
65	не могут быть	1	1
66	в последнее время	1	1
67	в свете которых	1	1
68	все более и	1	1
69	но не только	1	1
70	выражения и не	1	1
71	все подобного рода	1	1
72	и еще не	3	1
73	и пр и	1	1
74	убедиться в этом	1	1
75	смысле но это	1	1
76	то что мы	1	1
77	самом деле на	1	1
78	в сущности не	1	1
79	более и более	1	1
80	и прежде всего	3	1
81	это в сущности	1	1
82	к тому чтобы	1	1
83	в большинстве случаев	2	1
84	в вопросе о	1	1
85	тех или иных	1	1
86	в узком и	1	1
87	пр и пр	1	1
88	все это только	1	1
89	не получили у	1	1
90	к тому же	1	1
