N	3gram	Tiupa_Vved_1	Myshleni
1	в этом случае	1	14
2	в том что	3	13
3	по отношению к	7	5
4	то же самое	1	5
5	в данном случае	6	5
6	с одной стороны	5	5
7	не может быть	3	4
8	о том что	4	4
9	и тем самым	2	4
10	на то что	1	4
11	по своей природе	2	4
12	состоит в том	2	3
13	одной стороны и	1	3
14	что у нее	1	3
15	в этом отношении	4	3
16	мы не можем	1	3
17	в первом случае	1	3
18	тем не менее	3	3
19	во втором случае	1	3
20	содержит в себе	1	3
21	можно сказать что	1	3
22	но и не	1	3
23	как и в	2	3
24	как мы видели	2	3
25	на самом деле	3	2
26	в отличие от	2	2
27	из того что	1	2
28	в сущности говоря	1	2
29	в той мере	2	2
30	оба эти момента	1	2
31	едва ли не	2	2
32	в слове но	1	2
33	в этом и	1	2
34	мере в какой	2	2
35	в свою очередь	4	2
36	в конечном счете	1	2
37	у нее есть	1	2
38	друг от друга	1	2
39	той мере в	2	2
40	благодаря тому что	1	2
41	этом и состоит	1	1
42	ни о каких	1	1
43	что иное как	1	1
44	по сути дела	1	1
45	имеет место в	1	1
46	выражается в слове	1	1
47	мы должны были	1	1
48	подобно тому как	2	1
49	речи хотя и	1	1
50	в том числе	1	1
51	в соответствии с	6	1
52	в этом смысле	1	1
53	в том же	1	1
54	в живой речи	1	1
55	только по отношению	1	1
56	в зависимости от	1	1
57	как мы увидим	1	1
58	вследствие того что	1	1
59	друг на друга	1	1
60	по аналогии с	1	1
61	том числе и	1	1
62	заключает в себе	1	1
63	можно было бы	2	1
64	здесь не в	1	1
65	здесь как и	1	1
66	может быть не	3	1
67	если бы мы	1	1
68	не только в	2	1
69	который в свою	1	1
70	в высшей степени	2	1
71	но при этом	2	1
72	тем же самым	1	1
73	и в этом	1	1
74	но и оно	1	1
75	он может и	1	1
76	с другой стороны	1	1
77	прежде всего на	1	1
78	как по своей	1	1
79	само по себе	1	1
80	в этом направлении	1	1
81	имеет место слияние	1	1
82	как и для	1	1
83	во всяком случае	1	1
84	на этом пути	1	1
85	вместо того чтобы	1	1
86	как бы не	1	1
87	мы увидим ниже	1	1
88	то что мы	1	1
89	несет на себе	1	1
90	это мы должны	1	1
91	той или иной	2	1
92	и вследствие этого	2	1
93	не что иное	1	1
94	в то же	4	1
95	мы имеем дело	3	1
96	двух или трех	1	1
