N	2gram	Savitsky_E_1	Problema
1	то что	6	42
2	вовсе не	6	35
3	то есть	6	33
4	и в	37	32
5	и не	14	31
6	не есть	2	29
7	в этом	12	19
8	не менее	1	19
9	не только	18	17
10	потому что	3	16
11	в себе	9	15
12	по себе	4	15
13	в виде	5	15
14	а не	2	15
15	но в	14	14
16	у нас	1	14
17	может быть	6	14
18	как бы	6	14
19	что мы	1	13
20	в нем	1	13
21	и тем	3	13
22	при помощи	2	13
23	сказать что	4	13
24	том что	6	12
25	что в	21	12
26	так и	10	12
27	а именно	2	12
28	и т	1	11
29	также и	7	11
30	есть нечто	1	11
31	так как	7	11
32	о том	3	11
33	и даже	6	11
34	если мы	1	11
35	то же	15	10
36	отнюдь не	9	10
37	в этой	2	10
38	т д	1	10
39	об этом	1	10
40	прежде всего	9	10
41	нет ничего	1	10
42	но не	5	9
43	того чтобы	6	9
44	и это	1	9
45	и что	2	9
46	но и	14	9
47	по своему	7	9
48	в данном	3	9
49	это есть	1	9
50	что же	2	9
51	в том	11	9
52	так же	9	9
53	в таком	3	9
54	и о	1	8
55	и ее	1	8
56	и на	6	8
57	все эти	1	8
58	на то	6	8
59	для того	6	8
60	было бы	8	8
61	в своей	8	8
62	когда мы	1	8
63	есть только	1	8
64	данном случае	2	8
65	как нечто	1	8
66	не может	9	8
67	но это	1	8
68	во всех	6	7
69	всех этих	1	7
70	в них	3	7
71	как мы	5	7
72	никогда не	3	7
73	того что	7	7
74	только в	9	7
75	тем что	3	7
76	и все	2	7
77	во всяком	3	7
78	и то	2	6
79	есть не	2	6
80	говорить о	1	6
81	но как	2	6
82	за пределы	1	6
83	и как	2	6
84	в самом	4	6
85	и если	2	6
86	при этом	1	6
87	в то	16	6
88	таким образом	2	6
89	в его	2	6
90	этом смысле	3	6
91	то и	1	6
92	как это	4	6
93	хотя и	2	6
94	она есть	1	5
95	в своем	14	5
96	не являются	1	5
97	то в	4	5
98	далеко не	2	5
99	с тем	3	5
100	в котором	2	5
101	можно ли	3	5
102	связи с	1	5
103	в сознании	1	5
104	той или	4	5
105	можно сказать	4	5
106	для нас	4	5
107	есть в	2	5
108	в других	2	5
109	или иной	4	5
110	не является	3	5
111	тем более	4	5
112	мы должны	2	5
113	в их	11	4
114	литературы и	1	4
115	с которыми	1	4
116	в истории	2	4
117	как в	3	4
118	чем больше	2	4
119	входит в	1	4
120	мы говорили	1	4
121	не в	5	4
122	тому что	1	4
123	тем самым	5	4
124	и притом	4	4
125	казалось бы	1	4
126	действительности но	1	4
