N	3gram	Propp_Russ_1	Komedia
1	в том что	15	9
2	и т п	1	5
3	в то время	1	5
4	в одном из	1	4
5	и т д	9	4
6	по отношению к	1	3
7	в этом отношении	1	3
8	после того как	2	3
9	о том что	4	3
10	из всего этого	1	2
11	по меньшей мере	1	2
12	во второй половине	1	2
13	в первой половине	1	2
14	т е в	1	2
15	как и в	1	2
16	во всяком случае	1	2
17	мы можем судить	1	2
18	у нас в	1	2
19	или может быть	1	2
20	на то что	1	2
21	можно судить по	1	2
22	к этому же	2	1
23	том что в	6	1
24	и один из	1	1
25	что иное как	2	1
26	хотя и не	1	1
27	и во время	1	1
28	можем судить по	1	1
29	время от времени	1	1
30	состоит в том	8	1
31	на себя внимание	1	1
32	подобно тому как	1	1
33	же как и	1	1
34	и не только	1	1
35	собой и все	1	1
36	или совсем не	1	1
37	вместе с тем	6	1
38	как будто бы	1	1
39	можно говорить о	1	1
40	независимо от того	1	1
41	можно было бы	1	1
42	что и те	1	1
43	приводит к выводу	1	1
44	в первые годы	1	1
45	и у других	1	1
46	в это время	2	1
47	так же как	1	1
48	в данном случае	1	1
49	обращает на себя	1	1
50	не только в	1	1
51	как видно из	1	1
52	сделать вывод что	1	1
53	по своему происхождению	1	1
54	в отличие от	1	1
55	во время сатурналий	1	1
56	i так как	1	1
57	могут быть использованы	2	1
58	и в дальнейшем	1	1
59	и в том	1	1
60	потому что они	1	1
61	бросается в глаза	1	1
62	в тех случаях	1	1
63	не означает что	1	1
64	народ и его	1	1
65	можно сделать вывод	1	1
66	ни в одном	1	1
67	не что иное	2	1
68	что именно с	1	1
69	к этому времени	1	1
70	совершенно очевидно что	1	1
71	тех случаях когда	1	1
72	в большинстве случаев	2	1
73	как мы уже	1	1
74	из составных частей	1	1
75	к тому что	4	1
76	тем не менее	3	1
77	как мы видели	1	1
78	одном из своих	1	1
79	мы уже знаем	1	1
80	этого слова с	1	1
81	так как он	1	1
