N	3gram	Losev_Prob_3	Problema
1	не может быть	5	11
2	но отнюдь не	1	7
3	с точки зрения	2	6
4	в отличие от	2	5
5	в данном случае	7	4
6	в художественном произведении	1	4
7	с другой стороны	5	4
8	на самом деле	2	3
9	в самом деле	1	3
10	бы то ни	4	3
11	можно было бы	3	3
12	с одной стороны	1	3
13	художественное произведение в	1	3
14	в том что	9	3
15	в то же	4	3
16	тем не менее	10	3
17	в чем не	2	2
18	можно сказать что	2	2
19	то же самое	7	2
20	момент художественного произведения	1	2
21	на первый план	2	2
22	но и в	2	2
23	ни в чем	2	2
24	то или иное	2	2
25	и в частности	2	2
26	то ни было	3	2
27	не только в	2	2
28	есть таким образом	1	2
29	то есть чисто	1	2
30	того или иного	3	2
31	конечно и не	1	2
32	так и в	1	2
33	сказать и о	1	2
34	художественном произведении как	1	2
35	и тем самым	2	2
36	впервые делает возможным	1	2
37	той или иной	8	2
38	для того чтобы	1	2
39	формы и содержания	1	2
40	и может быть	1	1
41	чего бы то	2	1
42	что иное как	4	1
43	к целому ряду	1	1
44	точка зрения на	1	1
45	художественное произведение как	1	1
46	как бы они	1	1
47	хотя и не	2	1
48	образом и в	1	1
49	произведения и его	1	1
50	иметь в виду	1	1
51	а вовсе не	2	1
52	далеко не все	1	1
53	в настоящее время	2	1
54	в том и	1	1
55	имеют дело с	1	1
56	о том как	2	1
57	имеется в виду	4	1
58	то что является	2	1
59	во что бы	1	1
60	до сих пор	2	1
61	в таких случаях	2	1
62	в ней как	1	1
63	сами по себе	6	1
64	и не к	1	1
65	при этом в	1	1
66	на самом же	4	1
67	не было бы	3	1
68	но несмотря на	1	1
69	с тем что	1	1
70	строгом смысле слова	1	1
71	с самим собою	1	1
72	и за пределы	2	1
73	на то что	1	1
74	может быть и	3	1
75	не имели бы	1	1
76	широком смысле слова	2	1
77	и не в	1	1
78	и тем не	3	1
79	отнюдь не является	2	1
80	что бы то	1	1
81	и закон их	1	1
82	то время как	4	1
83	первый план в	1	1
84	не что иное	4	1
85	если бы мы	1	1
86	себе и не	1	1
87	едва ли кто-нибудь	1	1
88	таким образом и	1	1
89	самом деле и	1	1
90	и в его	3	1
91	смысле этого слова	1	1
92	как мы это	1	1
93	то ни стало	1	1
94	и в этом	6	1
95	не есть ни	3	1
96	по сравнению с	2	1
97	и как бы	2	1
98	отметить что содержание	1	1
99	выходит и за	1	1
100	необходимо подчеркнуть что	1	1
101	в связи с	7	1
102	при созерцании художественного	1	1
103	в нем не	1	1
104	в том смысле	3	1
105	у нас в	2	1
106	только в его	1	1
107	произведении как о	1	1
108	то есть являются	1	1
109	содержание может быть	1	1
110	и не столь	1	1
111	произведения в которых	1	1
112	самом же деле	4	1
113	не чем иным	1	1
114	по себе не	1	1
115	хотя бы только	1	1
116	есть не что	4	1
117	художественного произведения в	1	1
118	смысле слова и	3	1
119	таким образом в	1	1
120	чем иным как	1	1
121	равно как и	1	1
122	смысле слова но	1	1
123	том смысле что	3	1
124	в то время	4	1
125	и нисколько не	1	1
126	это и есть	1	1
127	художественного произведения но	1	1
128	та или иная	3	1
129	ясно что в	2	1
130	и т д	13	1
131	не обходится без	1	1
132	то есть в	3	1
133	она как бы	1	1
134	к выводу что	1	1
135	созерцании художественного произведения	1	1
136	которые могут быть	1	1
137	к тому что	1	1
138	мы можем назвать	1	1
139	в первом случае	1	1
140	к вопросу о	1	1
141	художественное произведение и	1	1
142	как и в	1	1
143	которых идет речь	1	1
144	не нуждается в	1	1
145	на этот вопрос	1	1
146	дело в том	3	1
147	все это можно	1	1
148	мы еще не	1	1
