N	2gram	Vygotskiy__4	Psycholo
1	в том	42	37
2	и в	20	32
3	и что	8	22
4	том что	35	21
5	потому что	12	21
6	таким образом	25	21
7	то что	15	21
8	что в	19	20
9	может быть	12	18
10	так же	11	18
11	точки зрения	24	17
12	что и	9	17
13	не может	6	17
14	самом деле	7	16
15	что она	1	16
16	того чтобы	7	14
17	то же	16	13
18	в этом	24	13
19	при этом	12	13
20	для того	5	13
21	что он	6	13
22	в самом	6	12
23	заключается в	18	12
24	не только	15	12
25	по себе	1	12
26	с и	1	12
27	если мы	10	12
28	так как	10	12
29	на то	5	11
30	было бы	8	11
31	с тем	6	11
32	в основе	17	11
33	когда он	3	10
34	с точки	11	10
35	но и	9	10
36	же точно	1	10
37	как и	9	10
38	и не	8	10
39	как в	5	9
40	никогда не	5	9
41	что при	2	9
42	тем что	7	9
43	что все	3	9
44	в своих	1	9
45	на деле	3	8
46	с таким	3	8
47	той же	6	8
48	что это	2	8
49	не в	4	8
50	не менее	3	8
51	дело с	1	8
52	того что	10	8
53	в сущности	4	7
54	совершенно ясно	1	7
55	что они	14	7
56	и как	9	7
57	говорит что	3	7
58	все эти	5	7
59	ясно что	2	7
60	такой же	2	7
61	и его	5	7
62	к тому	6	7
63	можно было	6	7
64	только в	10	7
65	мы знаем	1	7
66	а не	7	7
67	сказать что	6	7
68	что если	2	6
69	в этой	3	6
70	целый ряд	5	6
71	он не	1	6
72	если бы	5	6
73	формы и	3	6
74	те же	6	6
75	о том	5	6
76	все время	4	6
77	тот же	9	6
78	к психологии	1	6
79	как бы	7	6
80	художественное произведение	1	6
81	же самое	7	6
82	на самом	1	5
83	и на	6	5
84	только на	2	5
85	на все	3	5
86	далеко не	2	5
87	сейчас же	2	5
88	все это	1	5
89	в то	1	5
90	в ней	2	5
91	и даже	1	5
92	до сих	1	5
93	вслед за	2	5
94	отнюдь не	3	5
95	он говорит	2	5
96	сих пор	1	5
97	как раз	1	5
98	этом отношении	7	5
99	ту же	2	4
100	же как	6	4
101	едва ли	2	4
102	мы имеем	2	4
103	столь же	3	4
104	в чем	3	4
105	с этим	5	4
106	все же	5	4
107	в действительности	5	4
108	с той	2	4
109	в целом	11	4
110	и те	4	4
111	в нем	2	4
112	к одному	6	4
113	одной и	5	4
114	и по	1	4
115	том случае	1	4
116	и с	4	4
117	и тем	8	4
118	в данном	2	4
119	знаем что	1	4
120	и той	4	4
121	образом и	1	4
122	которые в	4	4
123	и более	7	4
124	сущности говоря	1	4
125	тому что	4	4
126	не имеет	2	4
127	того как	2	4
128	ничего не	1	4
129	как она	1	4
130	в сознании	4	4
131	что на	2	4
132	и для	4	4
133	могут быть	7	4
134	тем не	1	4
135	утверждать что	1	4
136	и это	2	4
137	данном случае	2	4
138	и когда	3	4
139	и сам	1	4
140	и поэтому	3	4
141	никак не	2	4
142	между тем	9	4
143	которые мы	3	4
144	в языке	2	4
145	говорит он	5	4
146	мы видим	10	4
147	из них	4	4
148	от того	3	4
149	как это	9	4
150	наряду с	3	4
151	указывает что	1	4
152	с этой	4	4
153	случае если	1	4
154	а в	2	4
155	совершенно не	3	4
156	из этого	1	4
157	например в	1	3
158	отношении к	1	3
159	и то	10	3
160	приходит к	3	3
161	мы не	1	3
162	а другой	2	3
163	время как	1	3
164	и он	2	3
165	столько же	1	3
166	которое он	1	3
167	во всех	1	3
168	но как	2	3
169	а только	3	3
170	если оно	1	3
171	относится к	1	3
172	которые не	2	3
173	как говорит	2	3
174	что именно	1	3
175	и к	5	3
176	но в	3	3
177	та же	1	3
178	главным образом	1	3
179	состоит в	4	3
180	не как	1	3
181	то как	2	3
182	на этом	3	3
183	к которым	2	3
184	показывает что	2	3
185	и сейчас	1	3
186	в своей	7	3
187	в их	12	3
188	представление о	1	3
189	в которых	1	3
190	но он	1	3
191	том чтобы	2	3
192	не могли	1	3
193	в отношении	10	3
194	что с	4	3
195	тогда когда	8	3
196	мы можем	5	3
197	и отношений	3	3
198	видим что	2	3
199	во всем	3	3
200	в каком	2	3
201	не могут	3	3
202	и другой	3	3
203	указывает на	2	3
204	которого мы	1	3
205	в виду	3	3
206	то время	1	3
207	и совершенно	1	3
208	так и	5	3
209	том виде	2	3
210	мы в	2	3
211	для этого	1	3
212	образом в	1	3
213	с другой	12	3
214	мы должны	11	3
215	значит что	2	3
216	один из	3	3
217	и так	1	3
218	действительной жизни	1	3
219	и ее	1	3
220	так что	3	3
221	в нашей	2	3
222	что не	1	3
223	каким образом	1	3
224	и других	3	3
225	и их	1	3
226	представить себе	2	3
227	в конце	1	3
228	может служить	2	3
229	тому как	2	3
230	в частности	5	3
231	ни на	1	3
232	по своему	4	3
233	видит в	1	3
234	по существу	3	3
235	это значит	2	3
236	в смысле	4	3
