N	2gram	Medvedev_F_1	Myslijsy
1	потому что	1	49
2	для нас	1	31
3	и в	24	24
4	в душе	2	23
5	может быть	14	23
6	в сознании	1	23
7	то что	8	20
8	и не	20	19
9	в том	6	18
10	а не	10	18
11	что в	4	16
12	не только	7	15
13	по себе	5	15
14	при этом	5	13
15	в слове	1	13
16	не в	8	13
17	было бы	6	13
18	то же	10	12
19	но не	3	12
20	не может	16	12
21	мы не	3	11
22	таким образом	13	11
23	вместе с	2	11
24	если бы	4	11
25	что и	2	11
26	только в	2	11
27	тогда как	1	10
28	как в	8	10
29	в себе	3	10
30	для него	3	10
31	так что	1	10
32	так как	1	10
33	в звуке	1	10
34	независимо от	4	9
35	в нем	14	9
36	вовсе не	10	9
37	но и	7	9
38	как бы	6	9
39	и на	8	8
40	а только	2	8
41	в этом	15	8
42	более или	6	8
43	том что	1	8
44	или менее	6	8
45	могут быть	1	8
46	под влиянием	2	8
47	а в	6	8
48	в чем	1	7
49	во всех	5	7
50	с этим	2	7
51	как и	11	7
52	всяком случае	4	7
53	или же	3	7
54	не могут	1	7
55	прежде всего	22	7
56	сами по	2	7
57	того что	5	7
58	во всяком	4	7
59	и т	12	6
60	между двумя	1	6
61	что если	1	6
62	и как	3	6
63	тем не	1	6
64	в то	9	6
65	не имеет	1	6
66	связи с	3	6
67	есть только	1	6
68	свою очередь	6	6
69	между тем	2	6
70	не можем	2	6
71	в одном	2	6
72	с другой	5	6
73	не было	3	6
74	в ряду	2	6
75	этого слова	3	6
76	не есть	2	6
77	в свою	8	6
78	только как	2	6
79	по поводу	1	6
80	что они	1	5
81	все остальные	1	5
82	все же	3	5
83	на то	1	5
84	и уже	1	5
85	не от	2	5
86	не менее	11	5
87	с ним	2	5
88	так и	18	5
89	с другими	4	5
90	бы ни	5	5
91	слова в	1	5
92	из них	1	5
93	от того	2	5
94	в них	3	5
95	что не	1	5
96	и их	10	5
97	приводит в	1	5
98	же в	3	5
99	в которой	4	5
100	а между	1	4
101	нам кажется	1	4
102	в самом	5	4
103	еще не	6	4
104	одним словом	5	4
105	внутренняя форма	1	4
106	но в	5	4
107	уже не	2	4
108	из этих	1	4
109	как он	1	4
110	так сказать	3	4
111	главным образом	4	4
112	и если	2	4
113	в нее	1	4
114	с тем	2	4
115	такой же	1	4
116	в котором	1	4
117	место в	7	4
118	сих пор	6	4
119	между прочим	1	4
120	они не	3	4
121	тем самым	3	4
122	одна из	2	4
123	от их	2	4
124	должны быть	5	4
125	определенное место	2	4
126	и сами	1	4
127	так в	1	4
128	никогда не	4	4
129	и что	2	4
130	для самого	1	4
131	предмета и	1	4
132	что он	3	4
133	с одной	4	4
134	до сих	6	4
135	влияние на	3	4
136	там где	1	4
137	с а	1	4
138	это последнее	3	4
139	что оно	1	4
140	себе не	1	4
141	например в	1	3
142	той же	1	3
143	чем более	1	3
144	но даже	1	3
145	же что	1	3
146	при таких	1	3
147	в создании	2	3
148	если в	1	3
149	со стороны	5	3
150	хотя и	1	3
151	в целом	6	3
152	думать что	3	3
153	их отношения	3	3
154	что без	1	3
155	т д	8	3
156	слова а	1	3
157	не как	4	3
158	оно должно	3	3
159	так например	3	3
160	могла бы	2	3
161	и может	4	3
162	его не	2	3
163	на все	3	3
164	его в	3	3
165	это не	2	3
166	и тем	1	3
167	далеко не	1	3
168	и тогда	1	3
169	в эту	2	3
170	в этих	1	3
171	себе в	1	3
172	ни было	2	3
173	бы быть	2	3
174	в ней	10	3
175	мысли в	2	3
176	и притом	1	3
177	на него	2	3
178	оно не	4	3
179	если мы	2	3
180	языка и	1	3
181	не с	2	3
182	мог бы	1	3
183	в словах	1	3
184	от них	1	3
185	которые мы	1	3
186	и во	1	3
187	в языке	1	3
188	вслед за	1	3
189	не так	2	3
190	т п	4	3
191	что на	1	3
192	мысли об	2	3
193	что для	1	3
194	одной стороны	4	3
195	а от	1	3
196	в самой	2	3
197	смысле этого	3	3
198	но это	3	3
199	к другим	2	3
200	и для	1	3
201	и от	7	3
202	и все	6	3
203	только что	1	3
204	одною из	4	3
205	как на	4	3
206	также что	1	2
207	самом деле	6	2
208	на самом	7	2
209	самый предмет	2	2
210	и есть	1	2
211	чего не	1	2
212	отношения к	6	2
213	не во	1	2
214	вопрос о	2	2
215	с его	4	2
216	тем как	1	2
217	совсем не	1	2
218	что язык	1	2
219	значение и	3	2
220	с которыми	1	2
221	по отношению	4	2
222	в общем	3	2
223	за пределы	2	2
224	сама по	2	2
225	его на	1	2
226	общего с	1	2
227	бы при	1	2
228	в действительности	2	2
229	нельзя в	1	2
230	все эти	6	2
231	в нашем	2	2
232	как оно	1	2
233	сказать в	1	2
234	время и	1	2
235	перестает быть	3	2
236	всех этих	3	2
237	состоит в	1	2
238	но вместе	1	2
239	и по	1	2
240	на этом	1	2
241	но все	2	2
242	в каждом	3	2
243	в другом	1	2
244	может стать	1	2
245	в жизни	3	2
246	этого не	1	2
247	мы знаем	1	2
248	должно быть	11	2
249	что такое	2	2
250	остается только	1	2
251	не столько	1	2
252	как совокупность	1	2
253	он представляется	1	2
254	но он	1	2
255	не должно	1	2
256	для нее	1	2
257	тому что	1	2
258	и его	10	2
259	сказать что	1	2
260	самого начала	1	2
261	были и	1	2
262	но только	1	2
263	того чтобы	1	2
264	же время	8	2
265	этих последних	1	2
266	к ней	2	2
267	на природу	1	2
268	во всем	2	2
269	и чувства	1	2
270	у нас	5	2
271	к таким	1	2
272	во все	1	2
273	его с	2	2
274	как для	1	2
275	и это	2	2
276	с самого	1	2
277	что у	1	2
278	было в	1	2
279	движения и	1	2
280	и здесь	6	2
281	связь между	1	2
282	движения в	1	2
283	эти последние	1	2
284	этом смысле	1	2
285	в формах	4	2
286	один из	3	2
287	мы видим	1	2
288	кроме этого	1	2
289	а это	1	2
290	не дает	2	2
291	и других	3	2
292	друг друга	4	2
293	нужно знать	1	2
294	но что	1	2
295	у него	1	2
296	связано с	1	2
297	к которому	2	2
298	а с	1	2
299	содержание его	1	2
300	между ними	3	2
301	у человека	1	2
302	ничем не	3	2
303	не на	2	2
304	зависит от	1	2
305	при определении	1	2
306	в связи	4	2
307	так же	4	2
308	ко всем	2	2
309	и потому	9	2
310	как это	6	2
311	его содержание	2	2
312	внутренней формы	1	2
313	влияния на	2	2
314	не дают	1	2
315	она есть	2	2
316	этой последней	4	2
317	быть только	1	2
318	все это	9	2
319	слова но	1	2
320	из себя	1	2
321	всем этом	1	2
322	в его	23	2
323	или в	1	2
324	бы в	3	2
325	касается до	1	2
326	не непосредственно	1	2
327	хотя бы	5	2
328	отношении к	2	2
329	другой стороны	1	2
330	даже и	2	2
331	к этому	1	2
332	этим только	1	1
333	ту же	1	1
334	отношение к	3	1
335	чтобы не	2	1
336	и действительно	1	1
337	связи между	1	1
338	представляем себе	1	1
339	он может	1	1
340	тех же	2	1
341	быть выведены	1	1
342	что смысл	1	1
343	а непосредственно	1	1
344	и до	5	1
345	должна быть	7	1
346	мы уже	1	1
347	от всякой	2	1
348	тех действий	1	1
349	и само	1	1
350	что между	1	1
351	которую мы	1	1
352	содержания в	1	1
353	единство и	2	1
354	этом не	1	1
355	происходит это	1	1
356	перейти к	2	1
357	только это	1	1
358	какие в	1	1
359	тело а	1	1
360	от друга	2	1
361	они были	2	1
362	мы и	1	1
363	последней в	2	1
364	всех сторон	1	1
365	эти средства	1	1
366	в отличие	1	1
367	на их	2	1
368	бы то	3	1
369	но конечно	1	1
370	в ее	8	1
371	могло быть	1	1
372	вне связи	1	1
373	характер они	1	1
374	в сторону	1	1
375	для других	2	1
376	отличие от	1	1
377	друг от	2	1
378	и чем	3	1
379	только путем	1	1
380	один и	1	1
381	в истории	4	1
382	самое понятие	2	1
383	если она	1	1
384	с чисто	1	1
385	для всех	1	1
386	стороны и	4	1
387	как к	3	1
388	очень трудно	1	1
389	ней в	1	1
390	однако не	2	1
391	перед нами	1	1
392	этого еще	1	1
393	применении к	2	1
394	и понимания	1	1
395	и наконец	3	1
396	другу и	1	1
397	дальнейшем развитии	1	1
398	и свою	5	1
399	этой цели	1	1
400	от этого	2	1
401	в этот	1	1
402	о самом	1	1
403	то в	1	1
404	бы и	1	1
405	именно того	2	1
406	мы получаем	1	1
407	он в	2	1
408	за этим	1	1
409	только на	5	1
410	с их	1	1
411	остановиться на	2	1
412	нами в	1	1
413	его и	2	1
414	было дано	1	1
415	иначе и	1	1
416	не приводит	3	1
417	с движением	1	1
418	человек не	3	1
419	роли в	3	1
420	сам предмет	1	1
421	не следует	1	1
422	по-видимому не	1	1
423	есть одна	1	1
424	он не	3	1
425	и легко	1	1
426	свою собственную	1	1
427	этого нельзя	1	1
428	он должен	3	1
429	к одному	1	1
430	том чтобы	2	1
431	из виду	2	1
432	знания а	1	1
433	еще мало	1	1
434	какое бы	1	1
435	чтобы в	1	1
436	свою силу	1	1
437	приходим к	1	1
438	его от	1	1
439	прежде чем	2	1
440	мы их	1	1
441	последнее слово	1	1
442	то ни	3	1
443	так называемым	2	1
444	как они	1	1
445	связанных с	1	1
446	и с	8	1
447	с каким-либо	1	1
448	лишь в	8	1
449	входит в	6	1
450	искусство не	1	1
451	к природе	1	1
452	между отдельными	1	1
453	вопрос и	1	1
454	ни в	2	1
455	выраженную в	1	1
456	его частей	1	1
457	сознание только	1	1
458	мы видели	2	1
459	жизни но	2	1
460	форма и	1	1
461	общем не	1	1
462	или вообще	1	1
463	меняется в	1	1
464	можно сказать	1	1
465	таким же	2	1
466	никаких оснований	1	1
467	можно найти	1	1
468	а как	2	1
469	в такой	1	1
470	и без	1	1
471	с точки	13	1
472	в их	11	1
473	свою область	3	1
474	что нужно	1	1
475	значение то	1	1
476	знаем что	1	1
477	для всякого	2	1
478	значение для	2	1
479	внутренней речи	1	1
480	представляется человеку	1	1
481	почти совершенно	2	1
482	совершенно иначе	1	1
483	не понимает	1	1
484	такую же	1	1
485	друг другу	1	1
