N	3gram	Losev_Prob_2	Problemy
1	в этом смысле	5	10
2	в то же	4	9
3	в том что	4	6
4	и в этом	3	5
5	в зависимости от	1	5
6	в конце концов	7	5
7	на самом деле	2	4
8	между тем как	1	4
9	не может быть	3	4
10	что она не	1	3
11	подобно тому как	2	3
12	как раз и	4	3
13	сами по себе	2	3
14	в этом отношении	1	3
15	во всяком случае	10	3
16	само по себе	2	3
17	с другой стороны	5	3
18	но все же	1	2
19	человека но не	1	2
20	в самом деле	2	2
21	он может быть	1	2
22	до сих пор	4	2
23	и не может	1	2
24	и в то	1	2
25	хотя бы и	3	2
26	бы то ни	2	2
27	только то что	3	2
28	но это не	1	2
29	в данном случае	5	2
30	не только в	2	2
31	что может быть	1	2
32	но и не	2	2
33	можно было бы	2	2
34	а в то	1	2
35	и входит в	1	2
36	которая как раз	1	1
37	и есть то	2	1
38	тот же самый	1	1
39	же это за	1	1
40	и как можно	1	1
41	прямо сказать что	1	1
42	же как и	1	1
43	то ни стало	1	1
44	быть прежде всего	1	1
45	а вовсе не	1	1
46	он не может	1	1
47	тем или другим	1	1
48	как нам кажется	1	1
49	и теоретические проблемы	1	1
50	то же самое	5	1
51	нам кажется что	1	1
52	сразу и одновременно	1	1
53	в этом случае	7	1
54	том что это	1	1
55	во что бы	1	1
56	ничем не отличается	2	1
57	как таковой и	1	1
58	то и другое	1	1
59	а так как	1	1
60	то что в	1	1
61	что в нем	1	1
62	с самим собою	1	1
63	не отличается от	1	1
64	точно так же	3	1
65	как мы уже	1	1
66	ведь если бы	1	1
67	для литературоведа и	1	1
68	может быть только	2	1
69	по крайней мере	6	1
70	всяком случае не	2	1
71	есть то что	2	1
72	так и в	1	1
73	может быть и	2	1
74	и в частности	3	1
75	что бы то	1	1
76	то время как	1	1
77	какой бы то	1	1
78	так же как	1	1
79	в одно время	1	1
80	не потому что	1	1
81	того что он	1	1
82	тем что он	1	1
83	то ни было	1	1
84	это прежде всего	1	1
85	на первый взгляд	1	1
86	себе и в	2	1
87	то и здесь	1	1
88	как один из	1	1
89	в обычном смысле	1	1
90	как будто бы	5	1
91	в известном смысле	1	1
92	конце концов не	1	1
93	и соответствующие им	1	1
94	не тем что	1	1
95	перед нами в	1	1
96	единое и цельное	1	1
97	можно прямо сказать	1	1
98	это слово в	1	1
99	но уже не	2	1
100	вовсе еще не	1	1
101	что же это	1	1
102	не совпадает с	2	1
103	о том что	14	1
104	того или иного	5	1
105	а в том	1	1
106	более или менее	4	1
107	друг к другу	2	1
108	конце концов как	1	1
109	не существовало бы	1	1
110	имеем в виду	2	1
111	заключается в том	2	1
112	в то время	1	1
113	но в них	1	1
114	это и есть	2	1
115	та или иная	2	1
116	и независимо от	2	1
117	с самого начала	2	1
118	не только не	2	1
119	ни одна из	1	1
120	но даже в	1	1
121	имеет значение только	1	1
122	можно сказать что	3	1
123	в настоящее время	16	1
124	мы имеем в	1	1
125	или может быть	1	1
126	как и сам	1	1
127	может быть самым	2	1
128	не будет и	1	1
129	сама по себе	4	1
130	обычном смысле слова	1	1
131	для того чтобы	2	1
132	в себе в	2	1
133	она является принципом	1	1
134	именно тем что	1	1
135	и только в	1	1
136	и т д	6	1
137	но при условии	1	1
