N	2gram	Potebnia_M_3	Analitik
1	тогда как	2	19
2	в этом	10	18
3	не только	21	16
4	и в	30	16
5	так и	11	15
6	как и	10	14
7	но и	19	12
8	и не	15	12
9	том что	18	12
10	в том	32	12
11	при этом	3	10
12	могут быть	3	10
13	а не	15	10
14	как бы	3	10
15	в этой	2	9
16	лишь в	1	9
17	ничего не	1	9
18	и даже	2	9
19	то есть	34	9
20	в целом	3	8
21	в данном	1	8
22	и т.п	1	8
23	особенно в	1	7
24	к тому	7	7
25	в сочетании	1	7
26	о том	2	7
27	в себе	16	7
28	то что	18	7
29	в самом	8	6
30	и на	3	6
31	но в	1	6
32	в мире	1	6
33	говорить о	3	6
34	может быть	28	6
35	с другой	7	6
36	данном случае	1	5
37	с одной	7	5
38	того же	1	4
39	так у	2	4
40	по преимуществу	1	4
41	в поле	1	4
42	в сущности	1	4
43	столь же	4	4
44	но не	7	4
45	по отношению	5	4
46	за пределы	2	4
47	как в	10	4
48	в своем	5	4
49	хотя и	1	4
50	тому же	1	4
51	то же	23	4
52	не с	1	4
53	и тем	5	4
54	тем самым	7	4
55	для него	9	4
56	точки зрения	2	4
57	не в	15	4
58	только не	2	4
59	не менее	5	4
60	можно сказать	3	4
61	во всех	1	4
62	только в	21	4
63	и его	4	4
64	уже не	6	4
65	в сознании	15	4
66	у него	2	4
67	одной стороны	3	4
68	не может	6	4
69	все это	4	4
70	в один	4	4
71	отношению к	5	4
72	я и	3	3
73	и то	8	3
74	едва ли	1	3
75	в их	2	3
76	ему в	2	3
77	ответ на	3	3
78	что касается	1	3
79	на его	2	3
80	и если	2	3
81	подобно тому	2	3
82	несмотря на	2	3
83	в эту	1	3
84	место в	3	3
85	не столько	2	3
86	тем не	3	3
87	по крайней	5	3
88	на себе	1	3
89	как о	2	3
90	сводится к	1	3
91	тем что	7	3
92	этом отношении	2	3
93	что на	1	3
94	ни о	3	3
95	как мы	7	3
96	в результате	1	3
97	если бы	12	3
98	в словах	3	3
99	и т.д	1	3
100	одного из	1	3
101	что и	13	3
102	крайней мере	5	3
103	и все	3	3
104	одной из	2	3
105	с ними	1	3
106	так что	7	3
107	есть в	3	3
108	я в	1	3
109	из них	6	3
110	при всей	1	3
111	только на	3	3
112	со стороны	3	3
113	именно в	3	3
114	было бы	9	3
115	в речи	2	3
116	тому как	5	3
117	этого слова	11	3
118	или в	3	3
119	бы в	2	3
120	прежде всего	3	3
121	а в	12	3
122	не знает	3	3
123	в действительности	5	3
124	по поводу	4	3
125	с самим	1	3
126	отношения к	1	2
127	таком случае	2	2
128	художественного произведения	5	2
129	и до	2	2
130	из его	1	2
131	той же	2	2
132	а как	2	2
133	я как	5	2
134	из своих	1	2
135	и он	1	2
136	еще не	5	2
137	он был	1	2
138	отличие от	1	2
139	и я	1	2
140	о жизни	1	2
141	себе не	4	2
142	не дано	1	2
143	на то	2	2
144	не следует	5	2
145	он не	4	2
146	переходит от	1	2
147	что она	3	2
148	таким образом	14	2
149	что все	3	2
150	них не	1	2
151	это было	3	2
152	за собою	2	2
153	по себе	16	2
154	скучно и	1	2
155	в этих	1	2
156	в своей	2	2
157	или точнее	1	2
158	в котором	4	2
159	с точки	1	2
160	стало быть	1	2
161	но эта	1	2
162	речи в	1	2
163	и наоборот	4	2
164	в устах	1	2
165	даже в	2	2
166	в таких	1	2
167	она не	2	2
168	что с	2	2
169	в то	10	2
170	не имеет	6	2
171	на котором	2	2
172	на него	3	2
173	же время	5	2
174	так например	2	2
175	и эстетическим	1	2
176	в нас	2	2
177	языка и	2	2
178	те же	6	2
179	того и	1	2
180	на которую	1	2
181	это только	1	2
182	с ним	6	2
183	что в	17	2
184	в произведении	3	2
185	никак не	3	2
186	другому в	1	2
187	его в	3	2
188	собственно говоря	2	2
189	между тем	9	2
190	в его	4	2
191	того что	18	2
192	один из	4	2
193	целого и	1	2
194	себя в	1	2
195	в поэзии	1	2
196	не есть	17	2
197	а то	1	2
198	ни с	1	2
199	одно из	5	2
200	или даже	1	2
201	в одном	2	2
202	вовсе не	7	2
203	уже и	1	2
204	вслед за	3	2
205	превращается в	1	2
206	может ли	1	2
207	на этот	1	2
208	его как	1	2
209	была бы	4	2
210	и слово	6	2
211	с людьми	1	2
212	вместе с	12	2
213	так же	3	2
214	к своему	2	2
215	в двух	1	2
216	от своего	1	2
217	сказать что	5	2
218	другой стороны	4	2
219	все что	4	2
220	к этому	3	2
221	на лице	1	2
222	в таком	3	2
223	и наиболее	1	1
224	же нам	2	1
225	а между	2	1
226	ко всем	2	1
227	слова которые	1	1
228	и т	5	1
229	самом деле	2	1
230	значении этого	1	1
231	в первом	3	1
232	отношения между	1	1
233	действительности и	3	1
234	намек на	1	1
235	по его	1	1
236	мы уже	2	1
237	их и	1	1
238	есть не	7	1
239	со всех	1	1
240	бы уже	1	1
241	на первом	1	1
242	между его	2	1
243	до такой	1	1
244	отдельно в	1	1
245	не вполне	1	1
246	из того	2	1
247	самой своей	1	1
248	всех сторон	1	1
249	быть в	1	1
250	упускать из	2	1
251	миф о	1	1
252	в чем	3	1
253	же самые	1	1
254	сказать и	1	1
255	так для	1	1
256	совсем не	1	1
257	то он	2	1
258	тех же	1	1
259	я так	1	1
260	не все	4	1
261	очевидно что	5	1
262	а и	4	1
263	тут же	2	1
264	ограниченного числа	1	1
265	сама по	2	1
266	один и	1	1
267	и должны	1	1
268	бы для	1	1
269	его я	3	1
270	независимо от	5	1
271	так называемая	1	1
272	из уст	1	1
273	в художественном	1	1
274	фигуры в	1	1
275	этой стороны	2	1
276	в приведенном	2	1
277	в противном	1	1
278	на человека	2	1
279	когда он	1	1
280	и наконец	2	1
281	и тот	2	1
282	его к	2	1
283	тем же	4	1
284	имеет в	1	1
285	более или	3	1
286	при чтении	1	1
287	со своей	2	1
288	в которой	3	1
289	бы с	1	1
290	другого как	1	1
291	так или	2	1
292	все эти	1	1
293	восприятия как	1	1
294	бы не	4	1
295	из этих	9	1
296	более в	1	1
297	которые в	1	1
298	но без	2	1
299	еще один	1	1
300	что даже	4	1
301	свободы но	1	1
302	говорит не	1	1
303	как он	1	1
304	в наших	1	1
305	но на	1	1
306	так сказать	2	1
307	быть только	4	1
308	наш взгляд	1	1
309	что вообще	2	1
310	с чем	1	1
311	бы от	1	1
312	в нем	9	1
313	внутренняя форма	15	1
314	время и	2	1
315	речи то	1	1
316	имело бы	1	1
317	идеи и	2	1
318	к одному	5	1
319	не к	4	1
320	не как	2	1
321	почти то	2	1
322	в силу	3	1
323	из виду	2	1
324	об отношении	4	1
325	что одно	1	1
326	свое время	1	1
327	настоящего времени	1	1
328	то самое	1	1
329	на наш	1	1
330	и по	4	1
331	о таком	1	1
332	в каждом	3	1
333	мысль об	2	1
334	нам остается	1	1
335	об этом	2	1
336	слова или	1	1
337	времени и	1	1
338	от такой	2	1
339	необходимой для	1	1
340	входит в	2	1
341	заключается в	1	1
342	в глазах	1	1
343	это не	1	1
344	то все	1	1
345	каждого из	2	1
346	эту минуту	1	1
347	в объеме	1	1
348	в жизни	1	1
349	только одно	1	1
350	ни в	2	1
351	в них	5	1
352	все равно	4	1
353	далеко не	4	1
354	этого не	3	1
