N	3gram	Vygotskiy__1	formyVre
1	с точки зрения	18	8
2	для того чтобы	15	7
3	не только в	1	5
4	в том же	1	4
5	то же время	2	4
6	в то же	2	4
7	как мы уже	1	4
8	друг с другом	4	4
9	в том числе	1	3
10	и в то	1	3
11	но и в	1	3
12	к вопросу о	1	3
13	и в этом	1	3
14	в том что	15	3
15	и т д	1	3
16	в другом месте	6	2
17	а следовательно и	1	2
18	прежде всего в	2	2
19	то же самое	3	2
20	на первый план	2	2
21	до сих пор	4	2
22	том числе и	1	2
23	потому что они	1	2
24	в этом отношении	4	2
25	это значит что	1	2
26	друг от друга	3	2
27	тем более что	1	2
28	во все стороны	1	2
29	мы будем говорить	1	1
30	и пр и	1	1
31	другой стороны в	1	1
32	на самом деле	1	1
33	как и к	1	1
34	есть прежде всего	2	1
35	но не на	1	1
36	том что он	2	1
37	все больше и	1	1
38	еще не были	1	1
39	должно быть по	1	1
40	как и все	1	1
41	говорит он что	2	1
42	в конце концов	1	1
43	что он не	1	1
44	в отличие от	1	1
45	наряду с этим	1	1
46	как мы увидим	1	1
47	то что в	1	1
48	же самое время	1	1
49	будем говорить особо	1	1
50	с другом в	2	1
51	для чего не	1	1
52	значении этого слова	1	1
53	по самому своему	1	1
54	но и как	1	1
55	с этой точки	1	1
56	вместе с тем	5	1
57	только для того	1	1
58	одно и то	2	1
59	так как он	2	1
60	то время как	4	1
61	отличают его от	1	1
62	как и в	1	1
63	в данном случае	2	1
64	о которых мы	1	1
65	таким образом и	2	1
66	с одной стороны	8	1
67	тем что как	1	1
68	и то же	2	1
69	по сравнению с	5	1
70	одну из этих	1	1
71	ни для чего	1	1
72	наши задачи не	1	1
73	которая в свою	2	1
74	все более и	2	1
75	и строго говоря	1	1
76	в наши задачи	2	1
77	с другой стороны	9	1
78	все стороны мы	1	1
79	вместо того чтобы	2	1
80	не может быть	5	1
81	связанные с этой	1	1
82	этой точки зрения	1	1
83	с другом с	1	1
84	во всех своих	1	1
85	так и эти	1	1
86	что он видел	1	1
87	и как бы	1	1
88	с помощью этих	1	1
89	в то время	5	1
90	и вместе с	1	1
91	в свою очередь	3	1
92	о том что	6	1
93	в одном из	2	1
94	с самого начала	8	1
95	более и более	2	1
96	может показаться что	1	1
97	но все же	1	1
98	ключ к этому	1	1
99	можно сказать что	4	1
100	их развитие и	1	1
101	а вместе с	1	1
102	больше и больше	1	1
103	все эти особенности	1	1
104	переносится в другую	1	1
105	к тому что	3	1
106	первый план выступает	1	1
107	между словом и	1	1
108	пр и пр	1	1
109	мы наблюдаем в	1	1
110	той или иной	1	1
