N	2gram	Vinokur_Ku_1	Myslijsy
1	потому что	23	49
2	для нас	2	31
3	и в	24	24
4	может быть	13	23
5	в сознании	1	23
6	то что	9	20
7	и не	12	19
8	в том	30	18
9	а не	8	18
10	что в	17	16
11	не только	10	15
12	по себе	2	15
13	того же	4	14
14	при этом	6	13
15	в слове	2	13
16	не в	11	13
17	было бы	15	13
18	то же	8	12
19	но не	5	12
20	мы можем	1	12
21	не может	7	12
22	таким образом	12	11
23	вместе с	7	11
24	если бы	9	11
25	что и	4	11
26	что мы	1	11
27	только в	11	11
28	тогда как	2	10
29	как в	4	10
30	звука и	1	10
31	в себе	3	10
32	для него	1	10
33	тогда когда	6	10
34	так что	4	10
35	так как	9	10
36	в нем	4	9
37	вовсе не	10	9
38	то и	2	9
39	но и	6	9
40	как бы	7	9
41	точно так	1	9
42	и на	4	8
43	а только	8	8
44	в этом	14	8
45	более или	3	8
46	том что	21	8
47	или менее	3	8
48	в одно	1	8
49	могут быть	1	8
50	под влиянием	3	8
51	а в	5	8
52	в чем	1	7
53	во всех	1	7
54	с этим	4	7
55	как и	2	7
56	между собою	2	7
57	всяком случае	5	7
58	того как	4	7
59	или же	1	7
60	не могут	2	7
61	прежде всего	9	7
62	сами по	1	7
63	тем что	8	7
64	того что	9	7
65	во всяком	5	7
66	и т	33	6
67	что если	2	6
68	и как	2	6
69	в состоянии	2	6
70	и того	2	6
71	одного и	2	6
72	тем не	4	6
73	в то	2	6
74	не имеет	2	6
75	связи с	7	6
76	есть только	1	6
77	свою очередь	3	6
78	между тем	5	6
79	и только	1	6
80	в одном	3	6
81	с другой	7	6
82	не было	3	6
83	этого слова	3	6
84	не есть	4	6
85	в свою	3	6
86	только как	1	6
87	человеческой речи	1	5
88	если б	2	5
89	столь же	1	5
90	что они	4	5
91	все же	12	5
92	уже в	3	5
93	бы не	1	5
94	на то	4	5
95	есть не	1	5
96	и уже	1	5
97	не менее	7	5
98	по крайней	5	5
99	с ним	5	5
100	так и	7	5
101	по мере	3	5
102	о том	9	5
103	а потому	5	5
104	крайней мере	5	5
105	тот же	2	5
106	звуков и	2	5
107	слова в	1	5
108	из них	4	5
109	от того	1	5
110	в них	7	5
111	для того	16	5
112	в природе	1	5
113	что не	5	5
114	и их	1	5
115	только для	1	5
116	же в	4	5
117	в которой	6	5
118	в самом	10	4
119	еще не	5	4
120	внутренняя форма	2	4
121	но в	2	4
122	уже не	8	4
123	из этих	4	4
124	как он	1	4
125	так сказать	5	4
126	главным образом	1	4
127	и если	3	4
128	а вместе	1	4
129	то все	1	4
130	с тем	5	4
131	в котором	3	4
132	том смысле	1	4
133	сих пор	4	4
134	между прочим	2	4
135	они не	3	4
136	тем самым	4	4
137	образом в	1	4
138	одна из	1	4
139	таким путем	1	4
140	мере того	3	4
141	должны быть	2	4
142	и сами	2	4
143	в некоторых	1	4
144	никогда не	2	4
145	к языку	5	4
146	и что	5	4
147	для самого	1	4
148	что он	6	4
149	с одной	1	4
150	указания на	1	4
151	и вместе	1	4
152	в других	1	4
153	до сих	4	4
154	влияние на	1	4
