N	2gram	Propp_Isto_7	slovoVRo
1	и в	24	41
2	в нем	6	30
3	и т	17	28
4	т п	1	23
5	во всех	7	17
6	не только	21	16
7	и не	4	16
8	точки зрения	4	16
9	но и	11	16
10	а не	8	15
11	то же	8	14
12	и на	2	14
13	в то	2	14
14	и его	3	14
15	может быть	14	14
16	и др	2	14
17	не может	14	14
18	в его	1	13
19	в этом	12	12
20	как бы	4	12
21	так и	5	11
22	в большинстве	1	10
23	все эти	2	9
24	таким образом	7	9
25	как в	12	8
26	но в	5	8
27	на его	2	8
28	в предмете	1	8
29	с точки	1	8
30	как мы	3	8
31	в особенности	2	8
32	или в	8	8
33	прежде всего	2	8
34	отношение к	5	7
35	все же	9	7
36	в своей	1	7
37	не в	9	7
38	вовсе не	4	7
39	с ним	5	7
40	все они	1	7
41	того же	2	6
42	при этом	4	6
43	это не	10	6
44	в них	3	6
45	к своему	1	6
46	оно не	1	6
47	только в	6	6
48	большинстве случаев	1	6
49	и даже	3	6
50	по своим	3	6
51	а в	10	6
52	и к	1	5
53	в самом	2	5
54	он в	2	5
55	т д	16	5
56	далеко не	1	5
57	все это	8	5
58	в основе	2	5
59	со своим	4	5
60	к нему	7	5
61	как его	1	5
62	с другой	9	5
63	еще более	1	5
64	ту же	1	4
65	одним из	1	4
66	в ней	1	4
67	еще не	8	4
68	с его	3	4
69	перед нами	2	4
70	и наконец	3	4
71	в которой	2	4
72	но именно	1	4
73	всех этих	6	4
74	в каждом	1	4
75	и с	1	4
76	входит в	1	4
77	как и	6	4
78	автора и	1	4
79	в их	4	4
80	лежит в	2	4
81	ничего не	5	4
82	все его	2	4
83	один из	7	4
84	ли он	4	4
85	с одной	5	4
86	рядом с	1	4
87	одной стороны	5	4
88	и все	6	4
89	там где	5	4
90	и потому	1	4
91	и формы	1	4
92	и от	2	4
93	кроме того	3	4
94	здесь в	1	4
95	и часто	1	4
96	другой стороны	8	4
97	почти всегда	2	3
98	в зависимости	1	3
99	эта форма	3	3
100	зависимости от	1	3
101	данном случае	3	3
102	в своем	1	3
103	более или	1	3
104	из этих	3	3
105	его но	1	3
106	связанные с	2	3
107	он пользуется	1	3
108	вообще не	2	3
109	и сам	1	3
110	и может	1	3
111	его в	3	3
112	было бы	2	3
113	он не	6	3
114	или менее	1	3
115	и ее	2	3
116	от его	1	3
117	которые в	1	3
118	не должно	1	3
119	а иногда	1	3
120	она не	2	3
121	никогда не	4	3
122	в разных	1	3
123	и здесь	12	3
124	не могут	2	3
125	в других	4	3
126	к тому	1	3
127	и этим	3	3
128	но здесь	2	3
129	формы и	1	3
130	о том	9	3
131	и во	1	3
132	нем и	1	3
133	в него	1	3
134	того что	6	3
135	в том	7	3
136	бы ни	1	3
137	в качестве	3	3
138	конечно не	2	3
139	из них	2	3
140	так как	8	3
141	друг друга	2	3
142	у него	10	3
143	именно в	1	3
144	по всей	1	3
145	смысла и	1	3
146	но оно	2	3
147	с этим	2	3
148	влияния на	1	3
149	в данном	4	3
150	и там	2	3
151	по существу	4	3
152	с этой	6	3
153	как только	2	3
154	в основном	2	3
155	при всем	1	3
156	хотя бы	1	3
157	одной из	4	3
158	с ними	1	3
159	из этого	1	3
160	в свое	1	3
161	но эти	1	3
162	не должны	1	2
163	например в	3	2
164	связана с	1	2
165	в чисто	1	2
166	в котором	2	2
167	мы уже	4	2
168	а как	1	2
169	мы не	4	2
170	же как	4	2
171	время как	2	2
172	мы и	1	2
173	и то	1	2
174	в прямой	2	2
175	между собой	1	2
176	по своему	1	2
177	в ее	2	2
178	он может	4	2
179	но не	6	2
180	что они	3	2
181	сих пор	3	2
182	своему предмету	1	2
183	хотя и	3	2
184	от этой	1	2
185	от этого	1	2
186	в целом	1	2
187	или во	1	2
188	в известном	1	2
189	нами в	2	2
190	эпохи и	1	2
191	не могла	1	2
192	и по	3	2
193	всех своих	1	2
194	те же	1	2
195	на ту	2	2
196	на все	1	2
197	действительно не	1	2
198	том что	10	2
199	в эту	1	2
200	в этих	13	2
201	и той	1	2
202	но он	2	2
203	друг другу	1	2
204	не его	2	2
205	вместе со	2	2
206	тому что	2	2
207	дело не	5	2
208	из него	1	2
209	для нас	6	2
210	в сознании	1	2
211	ему не	1	2
212	на протяжении	1	2
213	мы все	1	2
214	оно может	1	2
215	и о	2	2
216	но по	2	2
217	то время	2	2
218	так в	4	2
219	на том	2	2
220	можно было	1	2
221	не с	1	2
222	из одного	3	2
223	в другом	1	2
224	можно сказать	1	2
225	а также	1	2
226	их основе	1	2
227	здесь не	2	2
228	мы видим	10	2
