N	2gram	Bakhtin_fo_1	Komedia
1	и в	50	26
2	v в	1	14
3	и не	14	14
4	и его	16	12
5	к тому	3	12
6	так и	12	12
7	тому же	2	11
8	может быть	11	11
9	в том	9	11
10	в этом	25	10
11	на протяжении	1	10
12	но и	8	10
13	том что	4	9
14	если бы	5	9
15	вместе с	3	9
16	что в	5	9
17	ясно что	2	8
18	было бы	2	8
19	и на	8	7
20	не только	9	7
21	на себя	2	7
22	что и	3	7
23	из них	1	7
24	еще не	5	6
25	в своем	4	6
26	о том	1	6
27	в нем	24	6
28	в доме	1	6
29	таким образом	11	6
30	в то	9	6
31	того чтобы	5	6
32	потому что	4	6
33	и здесь	1	6
34	наряду с	5	6
35	во время	1	6
36	то что	6	6
37	в которой	2	5
38	античной литературы	4	5
39	с его	9	5
40	что он	1	5
41	так что	1	5
42	в истории	2	5
43	независимо от	1	5
44	с этим	6	5
45	для того	5	5
46	ни в	8	5
47	с тем	3	5
48	и с	4	5
49	один из	3	5
50	действующих лиц	1	5
51	в качестве	3	5
52	к этому	3	5
53	уже в	2	4
54	в отрывках	1	4
55	хотя и	3	4
56	в самом	8	4
57	что это	1	4
58	в целом	2	4
59	из этих	1	4
60	с их	2	4
61	это было	1	4
62	в них	4	4
63	как и	8	4
64	в этих	3	4
65	место в	2	4
66	это слово	1	4
67	как мы	14	4
68	его в	3	4
69	комедии и	1	4
70	в его	13	4
71	только в	4	4
72	до нас	5	4
73	же в	3	4
74	в начале	3	4
75	так как	6	4
76	у него	6	4
77	прежде всего	15	4
78	мира в	3	4
79	в частности	6	4
80	все же	6	4
81	и для	4	4
82	и от	1	4
83	одной из	3	4
84	точки зрения	5	4
85	например в	6	3
86	тех же	2	3
87	в котором	4	3
88	то же	11	3
89	в их	6	3
90	той же	2	3
91	вопрос о	2	3
92	того же	8	3
93	это время	7	3
94	в ней	4	3
95	во всех	6	3
96	но не	5	3
97	по отношению	3	3
98	как в	6	3
99	что касается	1	3
100	но в	10	3
101	со своей	3	3
102	в этой	1	3
103	как он	2	3
104	друг другу	2	3
105	но все	5	3
106	человека в	17	3
107	в каждом	1	3
108	могла бы	1	3
109	по всему	1	3
110	при всем	1	3
111	не имеет	4	3
112	в самой	2	3
113	же время	9	3
114	к концу	3	3
115	связи с	6	3
116	и сам	1	3
117	то время	4	3
118	в образе	5	3
119	и поэтому	1	3
120	из дому	1	3
121	себя в	1	3
122	для всех	2	3
123	и их	8	3
124	никто не	2	3
125	друг друга	3	3
126	мы можем	1	3
127	тем что	2	3
128	даже не	2	3
129	здесь в	2	3
130	не было	7	3
131	о чем	1	3
132	в связи	5	3
133	из которых	1	3
134	в тех	1	3
135	отношению к	5	3
136	да и	3	3
137	все это	4	3
138	или в	3	3
139	в положение	1	3
140	для нас	2	3
141	а в	3	3
142	в своей	2	3
143	жизни и	8	3
144	том числе	4	3
145	не может	6	3
146	и т	8	2
147	одним из	1	2
148	и есть	1	2
149	и за	1	2
150	мы имеем	1	2
151	мы не	3	2
152	из самых	1	2
153	время как	5	2
154	не вполне	1	2
155	в виду	3	2
156	и был	1	2
157	он был	1	2
158	есть для	1	2
159	в ее	6	2
160	и другие	5	2
161	отличие от	2	2
162	тут же	1	2
163	отнюдь не	5	2
164	и я	1	2
165	идет о	1	2
166	самом начале	1	2
167	имеет в	2	2
168	от этого	2	2
169	бы и	1	2
170	в нашем	2	2
171	по которым	1	2
172	роль в	9	2
173	в философии	1	2
174	не следует	1	2
175	он не	5	2
176	и еще	2	2
177	об этом	2	2
178	это не	6	2
179	в это	2	2
180	чем в	2	2
181	в один	1	2
182	не более	1	2
183	по всем	2	2
184	всяком случае	1	2
185	были известны	1	2
186	в отличие	2	2
187	которые в	1	2
188	не в	5	2
189	в конце	9	2
190	вовсе не	13	2
191	одна из	2	2
192	в одном	3	2
193	место во	1	2
194	что их	1	2
195	в какой-то	3	2
196	и после	1	2
197	не столь	2	2
198	не является	2	2
199	с другом	1	2
200	всего в	1	2
201	и это	4	2
202	с самого	2	2
203	так в	1	2
204	похож на	1	2
205	в мире	1	2
206	с собой	1	2
207	в построении	1	2
208	в состав	1	2
209	или на	1	2
210	времени в	7	2
211	и во	7	2
212	и все	6	2
213	мы понимаем	1	2
214	нем не	3	2
215	достаточно назвать	1	2
216	войны в	1	2
217	наконец в	1	2
218	в античной	1	2
219	даже на	1	2
220	также в	1	2
221	и дает	3	2
222	философии и	1	2
223	тот же	1	2
224	с ними	1	2
225	одних и	2	2
226	и ее	3	2
227	с одной	3	2
228	и у	5	2
229	является не	1	2
230	по случаю	1	2
231	одно из	3	2
232	т п	8	2
233	не для	2	2
234	отношение к	2	2
235	в других	9	2
236	рядом с	2	2
237	нет и	2	2
238	и к	2	2
239	случая и	2	2
240	до сих	3	2
241	с другой	2	2
242	и тех	2	2
243	этого времени	2	2
244	дошедших до	1	2
245	одной стороны	2	2
246	а на	1	2
247	с которым	1	2
248	что из	1	2
249	если не	1	2
250	для этой	1	2
251	мы находим	2	2
252	по своему	1	2
253	в течение	2	2
254	в той	4	2
255	в ранних	1	2
256	как бы	2	2
257	друг с	1	2
258	сих пор	3	2
259	бы в	1	2
260	еще более	3	2
261	хотя бы	2	2
262	от всех	1	2
263	этим объясняется	1	2
264	во всяком	3	2
265	и шире	1	1
266	отношения к	3	1
267	сюжетных мотивов	1	1
268	самом деле	1	1
269	по его	1	1
270	не происходит	1	1
271	которыми он	2	1
272	на первый	1	1
273	сравнению с	2	1
274	для своего	1	1
275	этого нет	1	1
276	до него	1	1
277	та же	1	1
278	обходится без	1	1
279	брак в	2	1
280	такое положение	1	1
281	из сказанного	1	1
282	в сущности	3	1
283	судьба но	2	1
284	они были	2	1
285	видели как	1	1
286	же что	2	1
287	и быта	1	1
288	собой в	1	1
289	между собой	4	1
290	первый план	1	1
291	все эти	9	1
292	не был	1	1
293	время в	6	1
294	в различных	2	1
295	в чем	2	1
296	время он	1	1
297	дому чтобы	1	1
298	что люди	1	1
299	не без	2	1
300	даже со	1	1
301	значение и	3	1
302	свою жизнь	1	1
303	с совершенно	1	1
304	в греческих	1	1
305	бы себя	1	1
306	известны в	1	1
307	в свои	1	1
308	стороны он	1	1
309	и нет	2	1
310	это был	1	1
311	однако не	1	1
312	тех случаях	1	1
313	в полном	1	1
314	могла обойтись	1	1
315	не являются	2	1
316	этой войны	1	1
317	один ряд	1	1
318	тем же	1	1
319	гораздо более	1	1
320	с нею	1	1
321	жизни в	8	1
322	не приходится	1	1
323	из жизни	1	1
324	только два	2	1
325	если мы	2	1
326	сил в	1	1
327	в себе	3	1
328	отношений с	1	1
329	не могла	1	1
330	не имеют	3	1
331	от греческого	2	1
332	главным образом	1	1
333	сказать в	1	1
334	в античном	1	1
335	время и	4	1
336	сами эти	1	1
337	игра с	1	1
338	и более	1	1
339	его от	2	1
340	к выводу	1	1
341	в человеческую	2	1
342	в основу	3	1
343	является время	1	1
344	в другом	1	1
345	самим собой	2	1
346	входит в	3	1
347	в соответствии	2	1
348	нам по	1	1
349	по себе	2	1
350	с радостью	1	1
351	в жизни	6	1
352	от отца	1	1
353	с последующим	1	1
354	но уже	1	1
355	люди не	1	1
356	самый характер	1	1
357	соединение в	1	1
358	соответствии с	2	1
359	классические греческие	1	1
360	и определяет	1	1
361	попадает в	2	1
362	и уже	3	1
363	которой он	1	1
364	от государства	1	1
365	ни с	2	1
366	выражение в	2	1
367	автора и	2	1
368	и тогда	1	1
369	не больше	1	1
370	его образ	1	1
371	в эту	1	1
372	их самих	1	1
373	и при	1	1
374	таким же	1	1
375	нас не	1	1
376	дошедший до	1	1
377	из которой	1	1
378	и новый	1	1
379	не столько	1	1
380	они уже	1	1
381	его лежит	1	1
382	должны были	1	1
383	стояла в	1	1
384	значение для	1	1
385	образом и	1	1
386	другом и	1	1
387	нам в	1	1
388	их в	3	1
389	вещей и	1	1
390	том же	2	1
391	для нее	1	1
392	вместе со	1	1
393	от дороги	1	1
394	почве и	1	1
395	бросить свой	1	1
396	о последней	1	1
397	и очень	1	1
398	с точки	2	1
399	случае в	1	1
400	три типа	1	1
401	власть в	1	1
402	но они	3	1
403	с которой	1	1
404	этого же	1	1
405	правда в	1	1
406	здесь на	4	1
407	на себе	1	1
408	как о	1	1
409	в основе	5	1
410	та или	1	1
411	никогда не	2	1
412	самой жизни	1	1
413	ничего не	9	1
414	в разных	5	1
415	бытовой комедии	1	1
416	к типу	1	1
417	и является	2	1
418	углом зрения	2	1
419	буквальном смысле	2	1
420	здесь же	1	1
421	так называемый	2	1
422	из того	1	1
423	эти три	1	1
424	в помине	2	1
425	этот образ	2	1
426	в каком	2	1
427	в хронологическом	1	1
428	и некоторые	1	1
429	в трагедии	2	1
430	к себе	4	1
431	вошли в	1	1
432	отличается от	1	1
433	числе и	2	1
434	как почти	1	1
435	его с	1	1
436	бы он	1	1
437	той или	2	1
438	для его	1	1
439	частной жизни	23	1
440	они и	1	1
441	из себя	1	1
442	для грека	2	1
443	должен быть	1	1
444	для себя	7	1
445	дошедшие до	1	1
446	приходит к	1	1
447	на основе	2	1
448	его поступки	1	1
449	общественное значение	1	1
450	в себя	1	1
451	в пределах	5	1
452	приводит к	1	1
453	менелай и	1	1
454	на очень	1	1
455	произведения и	1	1
456	если они	2	1
457	времени и	10	1
458	было в	1	1
459	в последующих	1	1
460	здесь нет	3	1
461	в социальном	1	1
462	вокруг этого	1	1
463	по сравнению	2	1
464	разного рода	2	1
465	жизнь и	4	1
466	в эпоху	1	1
