N	2gram	Bakhtin_Fr_3	VeschiIm
1	не может	3	33
2	не только	13	31
3	может быть	9	29
4	и не	13	28
5	и в	40	26
6	то что	5	24
7	и есть	3	23
8	и т	1	21
9	а не	5	20
10	и следовательно	3	15
11	в смысле	1	15
12	только в	3	14
13	по себе	1	13
14	и что	1	13
15	того что	1	13
16	есть не	1	12
17	все же	2	12
18	в себя	1	12
19	что это	1	12
20	было бы	4	12
21	и ее	2	12
22	но и	11	12
23	сказать что	3	12
24	таким образом	10	11
25	с нею	2	11
26	то же	7	10
27	есть нечто	1	10
28	в ней	4	10
29	как бы	3	10
30	потому что	2	10
31	предполагает что	1	9
32	бы то	1	9
33	в самом	6	9
34	то ни	1	9
35	и с	8	9
36	в том	8	9
37	что не	1	9
38	еще и	2	9
39	прежде всего	16	9
40	ни было	1	9
41	что иное	1	8
42	иное как	1	8
43	сущности и	1	8
44	в себе	3	8
45	смысл и	1	8
46	и это	2	8
47	ничего не	1	8
48	но это	3	8
49	не что	1	8
50	также и	4	7
51	в этом	15	7
52	его в	1	7
53	с другими	1	7
54	том что	4	7
55	в то	6	7
56	что оно	1	7
57	в свете	3	7
58	и их	1	7
59	так как	4	7
60	как раз	5	7
61	есть и	2	7
62	что они	1	6
63	и как	3	6
64	но в	8	6
65	бы и	1	6
66	это есть	2	6
67	одно и	1	6
68	точки зрения	2	6
69	с ним	1	6
70	ее не	2	6
71	отличается от	1	6
72	можно было	3	6
73	должно быть	1	6
74	и только	1	6
75	так что	1	6
76	ни с	1	6
77	для него	5	6
78	но что	1	6
79	относится к	1	6
80	быть только	1	6
81	в результате	1	6
82	жизни и	4	6
83	что в	12	6
84	того же	2	5
85	это и	2	5
86	и до	8	5
87	ведь и	1	5
88	и тут	1	5
89	в сущности	9	5
90	но не	2	5
91	необходимо и	1	5
92	отнюдь не	1	5
93	это не	2	5
94	с тем	1	5
95	не в	1	5
96	в отношении	1	5
97	не менее	2	5
98	одна из	3	5
99	у нас	4	5
100	свою очередь	1	5
101	в ее	3	5
102	должны быть	2	5
103	если бы	3	5
104	для этого	3	5
105	другими словами	3	5
106	еще не	3	5
107	что для	2	5
108	ни от	2	5
109	и для	5	5
110	а в	3	5
111	в свою	1	5
112	собственном смысле	1	4
113	мы не	2	4
114	в их	4	4
115	во всех	6	4
116	нет и	1	4
117	его на	1	4
118	с этим	2	4
119	в своем	7	4
120	есть ее	1	4
121	на почве	1	4
122	как и	11	4
123	с точки	1	4
124	и более	1	4
125	на себе	1	4
126	слово и	1	4
127	же время	6	4
128	и о	4	4
129	только то	1	4
130	о том	4	4
131	с другой	2	4
132	судить о	1	4
133	что и	3	4
134	быть и	1	4
135	из них	4	4
136	тем что	3	4
137	со всем	2	4
138	и даже	4	4
139	как же	1	4
140	и потому	4	4
141	в данном	4	4
142	с полной	1	4
143	и все	9	4
144	между ними	3	4
145	самом деле	3	3
146	отношения к	1	3
147	с в	2	3
148	мы имеем	1	3
149	но даже	1	3
150	момент в	2	3
151	себе не	1	3
152	в нем	5	3
153	подобно тому	1	3
154	на этом	2	3
155	могла бы	1	3
156	было в	1	3
157	несмотря на	1	3
158	значит не	1	3
159	нисколько не	1	3
160	отрыве от	1	3
161	в своей	6	3
162	нельзя и	1	3
163	не понимает	3	3
164	все это	4	3
165	их в	3	3
166	как о	2	3
167	и притом	1	3
168	ее с	1	3
169	в основе	5	3
170	само по	1	3
171	того чтобы	4	3
172	ему не	2	3
173	вещей в	1	3
174	и самое	3	3
175	в собственном	1	3
176	и сам	2	3
177	понимание и	1	3
178	так и	3	3
179	и вообще	1	3
180	можно сказать	2	3
181	но когда	1	3
182	один из	4	3
183	в отрыве	1	3
