N	3gram	Bakhtin_Fr_5	Istorich
1	вместе с тем	1	6
2	о том что	1	4
3	в связи с	5	4
4	мы видим что	2	4
5	тем не менее	1	4
6	так же как	4	3
7	но вместе с	1	3
8	не может быть	2	3
9	после того как	1	3
10	для того чтобы	6	3
11	потому что он	3	2
12	по отношению к	1	2
13	его в себя	1	2
14	о том как	2	2
15	же как и	2	2
16	он не может	1	2
17	с представлением о	2	2
18	до сих пор	3	2
19	в это время	1	2
20	в особенности в	1	2
21	в данном случае	2	2
22	мы видели что	1	2
23	но это не	1	2
24	и таким образом	1	2
25	друг с другом	2	2
26	в том что	6	2
27	как и в	1	2
28	что и в	1	2
29	на самом деле	4	1
30	в том числе	4	1
31	он не только	2	1
32	и целый ряд	1	1
33	он это сделал	1	1
34	с точки зрения	2	1
35	что он не	1	1
36	в отличие от	2	1
37	по своему содержанию	1	1
38	том числе и	2	1
39	совершенно так же	2	1
40	и в средневековой	1	1
41	то же время	9	1
42	даже в его	1	1
43	только для того	1	1
44	две стороны одного	1	1
45	не ясна и	1	1
46	в ту же	1	1
47	что под нами?	1	1
48	во всех этих	1	1
49	потому что в	1	1
50	не только для	2	1
51	мы проследили только	1	1
52	в одном случае	1	1
53	мы уже говорили	2	1
54	целый ряд других	1	1
55	в то время	2	1
56	в свою очередь	1	1
57	выйти из нее	1	1
58	хотя бы в	2	1
59	в самом деле	1	1
60	можно сказать что	2	1
61	связи с проблемой	1	1
62	не было ни	1	1
63	что во время	1	1
64	видим что в	1	1
65	в то же	9	1
66	когда во время	1	1
67	здесь как и	2	1
68	на другой день	1	1
69	только тогда когда	1	1
70	как мы видели	4	1
