N	3gram	Tiupa_Hudo_1	Vladivir
1	в том что	6	9
2	в связи с	3	8
3	во всяком случае	1	6
4	тем не менее	3	6
5	что же касается	2	5
6	в письме к	1	4
7	в это время	1	4
8	содержит в себе	1	4
9	более или менее	1	3
10	с точки зрения	3	3
11	в отличие от	1	3
12	в то же	8	3
13	не в том	2	3
14	в конце концов	1	3
15	так или иначе	2	3
16	то же время	8	3
17	о том что	9	3
18	на то что	2	2
19	том что он	1	2
20	можно было бы	4	2
21	в славянском базаре	1	2
22	в данном случае	1	2
23	не только в	2	2
24	него и в	1	2
25	в свою очередь	1	2
26	он уже не	1	2
27	л н толстого	4	2
28	а в том	1	2
29	во второй половине	2	2
30	не может не	1	1
31	и в конце	1	1
32	насколько мне известно	1	1
33	не было ни	1	1
34	прежде всего на	1	1
35	та же самая	1	1
36	на свои вопросы	1	1
37	до сих пор	2	1
38	обыкновенной человеческой жизни	1	1
39	сам он в	1	1
40	и в то	1	1
41	а также в	1	1
42	прежде всего его	1	1
43	с ним в	1	1
44	в этом отношении	3	1
45	в частности к	1	1
46	а в конце	1	1
47	в следующем году	1	1
48	до известной степени	1	1
49	но в то	3	1
50	в первый раз	1	1
51	в высшей степени	1	1
52	а также и	1	1
53	в том как	1	1
54	к одному из	1	1
55	в первую очередь	2	1
56	не может быть	2	1
57	в свое время	1	1
58	ничего не было	1	1
59	то что я	1	1
60	ничего общего с	1	1
61	того что он	1	1
62	связи с этим	2	1
63	может не вызвать	1	1
64	с самого начала	1	1
65	в самом деле	4	1
66	но все же	1	1
67	за то что	1	1
68	в этом смысле	1	1
69	также и о	1	1
70	в него и	1	1
71	как нам представляется	1	1
72	ведь все дело	1	1
73	этот не может	1	1
74	пока еще не	1	1
75	и т д	3	1
76	не исключая и	1	1
