N	3gram	Berdyaev_O_1	Problemy
1	в том что	1	6
2	и в этом	2	5
3	в романах достоевского	3	5
4	не может быть	2	4
5	само по себе	1	3
6	в этом отношении	1	3
7	во всяком случае	1	3
8	записок из подполья	5	2
9	бы он ни	1	2
10	из подполья и	3	2
11	этого мира в	1	2
12	и не может	1	2
13	как бы в	1	2
14	он ни был	1	2
15	да ведь это	1	2
16	в самом деле	1	2
17	что говорит достоевский	1	1
18	одно из самых	1	1
19	он и не	1	1
20	достоевского нельзя найти	1	1
21	месте и в	1	1
22	о том что	1	1
23	он не только	1	1
24	что же это	2	1
25	друг с другом	1	1
26	в одном месте	1	1
27	к творчеству достоевского	1	1
28	по сравнению с	1	1
29	из подполья но	1	1
30	одном месте и	1	1
31	она и не	1	1
32	в другом месте	1	1
33	и никогда не	2	1
34	у самого достоевского	1	1
35	нему как к	1	1
36	достоевского не было	1	1
37	потому что у	1	1
38	обычном смысле слова	1	1
39	или лучше сказать	1	1
40	своего творчества достоевский	1	1
41	дмитрия и ивана	1	1
42	к нему как	1	1
43	и больше всего	1	1
44	в одно время	1	1
45	у достоевского нельзя	1	1
46	достоевский прежде всего	2	1
47	друг к другу	1	1
48	как будто бы	1	1
49	то что в	1	1
50	в своих романах	1	1
51	самой жизни а	1	1
52	и есть та	1	1
53	может быть назван	1	1
54	не могут быть	2	1
55	в противоречии с	1	1
56	достоевский как художник	1	1
57	в обычном смысле	1	1
58	жизни а не	1	1
59	у него в	5	1
60	для того чтобы	3	1
61	и мыслей в	1	1
62	а не только	1	1
63	не в том	1	1
64	у достоевского всегда	1	1
65	же это за	2	1
66	из романов достоевского	1	1
67	в самой жизни	1	1
68	и в одно	1	1
69	а вовсе не	1	1
70	достоевского и в	1	1
71	хотя и не	1	1
72	жизни не есть	1	1
