N	3gram	Bakhtin_Pr_4	Narrotol
1	в том что	2	8
2	в данном случае	1	6
3	не только в	1	6
4	по отношению к	5	5
5	в отличие от	3	5
6	с одной стороны	1	5
7	о том что	2	4
8	к тому же	1	4
9	к себе самому	3	3
10	но при этом	1	3
11	той или иной	2	3
12	то же время	5	3
13	можно сказать что	2	3
14	в то же	5	3
15	к тому что	1	3
16	от первого лица	1	3
17	по своей природе	2	2
18	хотя и не	2	2
19	с точки зрения	9	2
20	но и в	2	2
21	и не может	7	2
22	к себе и	1	2
23	так же как	1	2
24	в себе самом	2	2
25	не может быть	8	2
26	времени и пространства	1	2
27	как бы в	3	2
28	воспринимает ее как	1	1
29	а между тем	1	1
30	не может не	1	1
31	одной стороны и	1	1
32	при всей ее	1	1
33	в той или	1	1
34	лишь то что	1	1
35	прежде всего на	1	1
36	и в жизни	1	1
37	иметь в виду	1	1
38	одним и тем	1	1
39	как бы не	1	1
40	более или менее	3	1
41	отношению к себе	1	1
42	в этом последнем	1	1
43	в самом деле	4	1
44	в этом смысле	2	1
45	никак не может	1	1
46	как раз и	3	1
47	по сравнению с	1	1
48	и к себе	1	1
49	хотя оно и	1	1
50	и в то	1	1
51	не входит в	1	1
52	и так или	1	1
53	в строгом смысле	2	1
54	и все что	1	1
55	того и другого	2	1
56	вместо того чтобы	1	1
57	можно было бы	2	1
58	на этот вопрос	2	1
59	до сих пор	8	1
60	не могли бы	1	1
61	так или иначе	1	1
62	не могло быть	1	1
63	но и внутренняя	1	1
64	и тем же	1	1
65	в том или	1	1
66	в связи с	1	1
67	в нем не	1	1
68	не только к	1	1
69	не исключает возможности	1	1
70	себе и к	1	1
71	во всяком случае	1	1
72	и в других	2	1
73	здесь не только	1	1
74	пространство и время	1	1
75	но они не	1	1
76	так и в	1	1
77	перед нами простой	1	1
78	то есть в	4	1
79	не в его	1	1
80	никогда не бывает	1	1
81	не сводятся к	1	1
82	даже не столько	1	1
83	самим собой в	1	1
84	в большинстве случаев	8	1
85	на пороге его	1	1
86	в процессе перехода	1	1
87	которое могло бы	1	1
