N	3gram	Bakhtin_Fr_2	Analitik
1	в том что	1	7
2	по отношению к	1	7
3	с другой стороны	3	5
4	о том что	3	5
5	как и в	1	4
6	до известной степени	1	3
7	то же время	6	3
8	не только не	1	3
9	в то же	6	3
10	в этом отношении	3	3
11	дело в том	1	2
12	подобно тому как	2	2
13	так и его	1	2
14	с точки зрения	5	2
15	одной и той	1	2
16	в значительной степени	2	2
17	с одной стороны	3	2
18	во всяком случае	2	2
19	в свое время	3	2
20	и прежде всего	1	2
21	можно сказать что	2	2
22	и той же	1	2
23	к однозначности и	1	1
24	не могла не	1	1
25	то есть не	1	1
26	на самом деле	1	1
27	одной из этих	1	1
28	и в особенности	1	1
29	в этом случае	1	1
30	как если бы	1	1
31	до сих пор	4	1
32	же время в	1	1
33	и т.п все	1	1
34	выходит далеко за	1	1
35	при этом что	1	1
36	одна из существеннейших	1	1
37	таким образом в	1	1
38	этом отношении он	1	1
39	именно в этом	1	1
40	они могут быть	1	1
41	в том чтобы	1	1
42	все это по	1	1
43	далеко не всегда	1	1
44	не только в	5	1
45	с целым рядом	1	1
46	так и в	1	1
47	не могут быть	1	1
48	лично для себя	1	1
49	для него самого	1	1
50	так и на	2	1
51	для того чтобы	1	1
52	не только как	1	1
53	лишь в самом	1	1
54	один и тот	1	1
55	в тех случаях	1	1
56	того или иного	1	1
57	не может быть	4	1
58	о чем свидетельствует	1	1
59	и теперь в	1	1
60	то есть в	1	1
61	в пределах одной	2	1
62	не нуждается в	1	1
63	и вступает в	1	1
64	с этого момента	1	1
65	тех случаях когда	1	1
66	в большинстве случаев	1	1
67	и тот же	1	1
