N	2gram	Tiupa_Anal_3	Psycholo
1	то что	2	44
2	и в	18	33
3	в этом	14	28
4	как бы	10	25
5	потому что	1	24
6	для того	1	23
7	том что	12	22
8	того чтобы	1	22
9	может быть	9	22
10	что в	9	21
11	в том	9	21
12	о том	6	20
13	что он	4	20
14	как это	3	14
15	таким образом	4	13
16	то есть	10	13
17	и не	12	13
18	все это	3	13
19	сказать что	2	13
20	самом деле	2	12
21	в самом	5	12
22	было бы	3	12
23	к тому	6	12
24	и все	2	12
25	он не	6	11
26	говорит что	1	10
27	на то	1	10
28	что она	2	10
29	если бы	1	10
30	в его	7	10
31	не может	2	10
32	то же	3	9
33	в этой	6	9
34	по себе	4	9
35	как раз	7	9
36	в конце	5	8
37	как будто	1	8
38	для этого	1	8
39	вместе с	2	8
40	в своем	4	7
41	раз в	1	7
42	не только	22	7
43	в нем	2	7
44	так что	1	7
45	и только	1	7
46	когда он	2	7
47	на самом	1	6
48	в сущности	5	6
49	в ней	2	6
50	что они	3	6
51	перед нами	4	6
52	все эти	2	6
53	в себе	2	6
54	и вот	2	6
55	точки зрения	3	6
56	в самой	1	6
57	когда мы	2	6
58	никак не	1	6
59	это не	2	6
60	у него	1	6
61	а не	9	6
62	что мы	2	6
63	мы должны	1	6
64	шекспира и	4	6
65	как на	1	6
66	это и	2	5
67	мы уже	1	5
68	мы не	3	5
69	в целом	3	5
70	и на	4	5
71	о смерти	3	5
72	с этим	3	5
73	все же	4	5
74	и как	4	5
75	о ее	1	5
76	и может	1	5
77	как и	14	5
78	никогда не	5	5
79	и его	13	5
80	мы будем	1	5
81	казалось бы	1	5
82	с ним	1	5
83	заключается в	1	5
84	вовсе не	1	5
85	мы можем	2	5
86	связь с	2	5
87	разговора с	1	5
88	из этого	1	5
89	и есть	1	4
90	той же	5	4
91	я не	1	4
92	говорит о	2	4
93	с именем	1	4
94	том чтобы	1	4
95	могла бы	2	4
96	не будет	3	4
97	видит что	1	4
98	это было	1	4
99	с тем	2	4
100	в своей	1	4
101	как все	1	4
102	с точки	2	4
103	одна из	2	4
104	на него	1	4
105	а в	10	4
106	у нас	1	4
107	как мы	1	4
108	и о	1	4
109	что у	1	4
110	жизнь и	3	4
111	об этом	2	4
112	того что	1	4
113	этот вопрос	1	4
114	только в	2	4
115	и так	1	4
116	себя в	4	4
117	в жизни	2	4
118	по поводу	3	4
119	что не	3	4
120	целым рядом	1	4
121	в частности	12	4
122	с этой	1	4
123	совершенно не	2	4
124	жизни и	1	4
125	ее в	1	4
126	к этому	3	4
127	в таком	1	4
128	речь идет	1	3
129	например в	2	3
130	идет о	1	3
131	и до	1	3
132	что если	1	3
133	говорить о	3	3
134	как я	1	3
135	и он	2	3
136	слова как	1	3
137	но не	7	3
138	сама по	2	3
139	как в	3	3
140	от этого	1	3
141	не можем	1	3
142	та же	1	3
143	какой бы	1	3
144	здесь мы	1	3
145	его в	3	3
146	этого слова	2	3
147	далеко не	4	3
