N	2gram	Tiupa_Anal_3	Morfolog
1	может быть	9	52
2	таким образом	4	20
3	представляет собой	5	17
4	не может	2	17
5	могут быть	2	15
6	с этим	3	14
7	и в	18	13
8	в этом	14	13
9	и др	1	12
10	перед нами	4	11
11	связи с	1	11
12	чаще всего	1	11
13	то же	3	9
14	мы имеем	5	9
15	так и	14	9
16	этом случае	1	9
17	не всегда	3	9
18	прежде всего	5	9
19	а не	9	9
20	в связи	1	9
21	и не	12	9
22	а затем	1	8
23	что и	5	8
24	с другой	7	8
25	в результате	5	8
26	вопрос о	1	7
27	в качестве	12	7
28	в тех	2	7
29	все же	4	7
30	но если	1	7
31	но не	7	6
32	это не	2	6
33	подобно тому	3	6
34	не могут	1	6
35	и здесь	2	6
36	а также	2	6
37	в форме	2	6
38	в том	9	6
39	а в	10	6
40	мы не	3	5
41	во всех	2	5
42	не все	1	5
43	тому как	2	5
44	то что	2	5
45	в ходе	1	5
46	далеко не	4	5
47	не менее	4	5
48	потому что	1	5
49	в поле	1	5
50	иногда в	1	5
51	вслед за	1	5
52	один из	2	5
53	как бы	10	5
54	и другие	1	5
55	то мы	1	4
56	если в	3	4
57	как в	3	4
58	хотя и	2	4
59	и как	4	4
60	не только	22	4
61	на его	2	4
62	об этом	2	4
63	его в	3	4
64	было бы	3	4
65	вовсе не	1	4
66	как и	14	4
67	несмотря на	2	4
68	точки зрения	3	4
69	с точки	2	4
70	тем не	2	4
71	ничего не	3	4
72	тем что	2	4
73	очень часто	1	4
74	как мы	1	4
75	могла бы	2	4
76	составным частям	1	4
77	по отношению	7	4
78	случае не	1	4
79	и затем	1	4
80	другой стороны	5	4
81	там где	2	4
82	на пути	2	4
83	а если	1	4
84	отношению к	7	4
85	героя в	1	4
86	что в	9	4
87	начинается с	1	3
88	связана с	1	3
89	получает в	1	3
90	самом деле	2	3
91	на самом	1	3
92	в первом	2	3
93	и для	2	3
94	между собой	1	3
95	вступают в	1	3
96	независимо от	1	3
97	но в	2	3
98	к чему	1	3
99	в целом	3	3
100	в пределах	4	3
101	и по	2	3
102	а по	1	3
103	входит в	2	3
104	в один	1	3
105	том что	12	3
106	в то	3	3
107	в сущности	5	3
108	на него	1	3
109	того чтобы	1	3
110	в бою	1	3
111	в живых	1	3
112	если бы	1	3
113	но и	13	3
114	он не	6	3
115	во втором	4	3
116	и ее	2	3
117	в начале	6	3
118	связывается с	1	3
119	мы можем	2	3
120	не является	5	3
121	что они	3	3
122	этого момента	1	3
123	из которых	1	3
124	но это	1	3
125	это уже	1	3
126	мы должны	1	3
127	же в	2	3
128	пока же	2	3
129	героя и	4	3
130	первом случае	1	3
131	как это	3	2
132	тем же	1	2
133	а с	1	2
134	герой не	1	2
135	тех случаях	1	2
136	как уже	2	2
137	и к	4	2
138	то в	2	2
139	та же	1	2
140	как то	1	2
141	право на	1	2
142	из его	1	2
143	отдельных случаях	1	2
144	чего следует	1	2
145	состоит в	4	2
146	развитию и	1	2
147	в нее	1	2
148	в другом	1	2
149	мы уже	1	2
150	большинстве случаев	1	2
151	это было	1	2
152	и иных	1	2
153	за ней	1	2
154	с тем	2	2
155	и тогда	1	2
156	для него	6	2
157	однако в	5	2
158	а а	5	2
159	все эти	2	2
160	с теми	1	2
161	одна из	2	2
162	всех пяти	1	2
163	и его	13	2
164	к себе	1	2
165	для того	1	2
166	оно не	1	2
167	здесь не	3	2
168	не с	2	2
169	с героем	2	2
170	является в	1	2
171	с этого	1	2
172	о том	6	2
173	с одной	2	2
174	можно сказать	4	2
175	так если	1	2
176	если например	1	2
177	путь к	3	2
178	и только	1	2
179	с последующей	1	2
180	с предыдущей	1	2
181	того что	1	2
182	герой в	1	2
183	можно отметить	2	2
184	хотя бы	1	2
185	идет по	1	2
186	этот вопрос	1	2
187	что он	4	2
188	только в	2	2
189	себя в	4	2
190	уже не	5	2
191	вопроса о	2	2
192	в большинстве	2	2
193	от других	1	2
194	д как	1	2
195	его и	1	2
196	этим же	1	2
197	из двух	1	2
198	нарушение запрета	1	2
199	себя и	1	2
200	в дар	1	2
201	не знает	1	2
202	сказать что	2	2
203	что мы	2	2
204	в частности	12	2
205	вступает с	1	2
206	незадолго до	1	2
207	одной стороны	2	2
208	есть и	1	2
209	нам еще	1	2
210	или с	1	2
211	случаях когда	1	2
212	в отдельных	1	2
213	от него	1	2
214	не от	2	2
215	одной из	1	2
216	в свое	2	2
217	к этому	3	2
218	во сне	3	2
219	после чего	2	2
220	по законам	1	1
221	например в	2	1
222	таком случае	1	1
223	утверждение что	1	1
224	применении к	1	1
225	дело обстоит	1	1
226	многих отношениях	1	1
227	говорилось выше	1	1
228	в доме	1	1
229	уже по	2	1
230	он ничего	1	1
231	есть не	2	1
232	элементы и	1	1
233	на первом	1	1
234	он как	1	1
235	что иное	1	1
236	оно есть	1	1
237	ему в	1	1
238	принадлежит и	1	1
239	он был	1	1
240	жениться на	1	1
241	тем как	1	1
242	там и	1	1
243	непосредственно после	1	1
244	это бывает	1	1
245	мы будем	1	1
246	но как	3	1
247	ответ на	3	1
248	тогда как	20	1
249	отношение к	1	1
250	отличие от	2	1
251	в гости	1	1
252	более чем	2	1
253	его не	3	1
254	в рамках	3	1
255	для всех	2	1
256	что касается	3	1
257	в полном	1	1
258	мысль о	3	1
259	говорит что	1	1
260	спасении от	1	1
261	по пути	4	1
262	и был	1	1
263	имеет в	1	1
264	не такое	2	1
265	со своей	8	1
266	втором случае	1	1
267	к другому	1	1
268	он идет	1	1
269	тут и	1	1
270	из этих	3	1
271	не в	6	1
272	в этой	6	1
273	и тот	1	1
274	во многих	1	1
275	мнение что	1	1
276	на то	1	1
277	что каждая	1	1
278	что она	2	1
279	время и	1	1
280	всех этих	1	1
281	свою собственную	1	1
282	и вот	2	1
283	ни были	1	1
284	его можно	1	1
285	по его	3	1
286	в каждом	3	1
287	здесь мы	1	1
288	однако все	1	1
289	и может	1	1
290	героя при	1	1
291	с другими	1	1
292	три дня	1	1
293	от одного	1	1
294	ко второму	3	1
295	мы однако	1	1
296	все другие	1	1
297	они по	1	1
298	отличать от	1	1
299	даже в	2	1
300	в итоге	4	1
301	из первых	1	1
302	из нее	1	1
303	нет в	1	1
304	о которых	2	1
305	отказываться от	1	1
306	и герой	1	1
307	характерно что	1	1
308	их поступки	1	1
309	он обращается	1	1
310	работу в	1	1
311	и становится	1	1
312	л из	1	1
313	не выдерживает	1	1
314	в наши	1	1
315	и их	1	1
316	или точнее	2	1
317	как все	1	1
318	наконец даже	1	1
319	это делает	1	1
320	в их	6	1
321	этому же	1	1
322	не столько	3	1
323	ср кто	1	1
324	самого героя	1	1
325	могло бы	1	1
326	бы мы	1	1
327	этих персонажей	2	1
328	для данного	1	1
329	при этом	11	1
330	теми же	1	1
331	все это	3	1
332	целое то	3	1
333	не должно	3	1
334	бы быть	1	1
335	для нее	1	1
336	то с	1	1
337	что мотив	1	1
338	лишь к	1	1
339	а от	1	1
340	со сказкой	1	1
341	встреча с	1	1
342	уже происходит	1	1
343	принадлежат к	1	1
344	в основе	1	1
345	не вызывает	1	1
346	функцию в	1	1
347	дело не	3	1
348	с некоторой	1	1
349	под углом	1	1
350	же время	3	1
351	этих двух	1	1
352	или как	1	1
353	можно усмотреть	1	1
354	она хочет	1	1
355	как на	1	1
356	углом зрения	2	1
357	у кого	1	1
358	и делает	1	1
359	тему в	1	1
360	у нас	1	1
361	в момент	2	1
362	встречается в	1	1
363	уже было	1	1
364	частности как	1	1
365	к тому	6	1
366	той или	3	1
367	не есть	4	1
368	все еще	1	1
369	что при	1	1
370	в применении	1	1
371	того кому	1	1
372	то она	1	1
373	с ее	3	1
374	данном случае	3	1
375	новую одежду	1	1
376	самим героем	1	1
377	него самого	1	1
378	всей своей	1	1
379	приводит к	4	1
380	роль в	3	1
381	в глаза	2	1
382	те же	2	1
383	о возвращении	1	1
384	здесь как	1	1
385	достигает своей	1	1
386	мог бы	1	1
387	во второй	7	1
388	иное как	1	1
389	они принадлежат	1	1
390	как было	1	1
391	того или	1	1
392	если с	1	1
393	в его	7	1
394	а потому	1	1
395	во всей	1	1
396	целого а	1	1
397	встречается лишь	1	1
398	другими в	1	1
399	д и	1	1
400	о его	2	1
401	отца не	1	1
402	с ними	1	1
403	сына в	1	1
404	говорить о	3	1
405	сына и	1	1
406	нередко случается	1	1
