N	2gram	Vygotskiy__1	Tragedij
1	и в	31	18
2	в этом	12	9
3	не только	13	8
4	и с	2	7
5	и на	1	7
6	может быть	22	7
7	как бы	5	7
8	и не	16	7
9	но в	3	6
10	и его	7	6
11	что он	7	6
12	у него	4	6
13	то же	5	5
14	все же	5	5
15	что это	6	5
16	это не	1	5
17	как и	16	5
18	несмотря на	5	5
19	в то	5	5
20	так и	3	5
21	не может	17	5
22	к жизни	2	5
23	я не	1	4
24	еще не	1	4
25	в себе	4	4
26	в целом	5	4
27	в этой	3	4
28	в нем	2	4
29	об этом	1	4
30	том что	16	4
31	что я	4	4
32	и что	8	4
33	но и	2	4
34	и даже	6	4
35	прежде всего	4	4
36	так же	12	4
37	но это	3	4
38	все это	8	4
39	что в	23	4
40	и все	5	4
41	то что	32	4
42	что образ	2	3
43	в мире	1	3
44	своего рода	1	3
45	отнюдь не	6	3
46	как в	9	3
47	в своем	3	3
48	и как	2	3
49	при этом	19	3
50	то есть	26	3
51	должно быть	1	3
52	тем самым	2	3
53	что с	2	3
54	о чем	2	3
55	в поле	1	3
56	с ним	2	3
57	к нему	2	3
58	в его	6	3
59	один из	4	3
60	уже в	3	3
61	для него	1	3
62	никто не	1	3
63	в конце	3	3
64	как будто	5	3
65	как это	4	3
66	в первом	1	2
67	из самых	1	2
68	что эти	3	2
69	а как	1	2
70	никогда не	8	2
71	и то	2	2
72	столь же	4	2
73	с его	1	2
74	отношение к	2	2
75	отличие от	4	2
76	так что	5	2
77	как говорит	2	2
78	она как	2	2
79	перед нами	1	2
80	говорит что	5	2
81	имеет в	2	2
82	в самом	11	2
83	бы и	2	2
84	то и	2	2
85	по словам	1	2
86	и лучше	1	2
87	он не	3	2
88	что она	6	2
89	но все	1	2
90	что все	3	2
91	его в	2	2
92	знает что	1	2
93	в это	1	2
94	ни в	9	2
95	с тем	3	2
96	поведение в	1	2
97	в отличие	3	2
98	что говорит	1	2
99	вопрос о	3	2
100	одном из	2	2
101	не в	11	2
102	что этот	1	2
103	одна из	4	2
104	в русском	2	2
105	не могут	3	2
106	его за	1	2
107	к тому	4	2
108	и это	3	2
109	но при	1	2
110	в ее	5	2
111	не за	1	2
112	раз он	1	2
113	как у	1	2
114	ничего не	2	2
115	и здесь	2	2
116	о том	7	2
117	в глаза	1	2
118	что и	13	2
119	бросается в	1	2
120	в том	30	2
121	гораздо важнее	1	2
122	который в	3	2
123	по мнению	2	2
124	и ее	1	2
125	уже не	2	2
126	не так	1	2
127	в известной	1	2
128	в одном	2	2
129	говорит о	2	2
130	до конца	6	2
131	в рассказе	1	2
132	под влиянием	3	2
133	было в	1	2
134	с первого	1	2
135	для искусства	1	2
136	писатель не	1	2
137	о его	1	2
138	она должна	2	2
139	еще раз	1	2
140	потому что	10	2
141	личности и	1	2
142	в частности	3	2
143	только о	2	2
144	этим объясняется	1	2
145	по поводу	2	2
146	в таком	3	2
147	точно так	3	2
148	ту же	2	1
149	и т	26	1
150	например в	3	1
151	человека и	2	1
152	начала является	1	1
153	он показывает	1	1
154	и др	1	1
155	самом деле	9	1
156	это и	3	1
157	на деле	3	1
158	и есть	5	1
159	от самого	1	1
160	должна быть	3	1
161	и могут	1	1
162	той же	3	1
163	вместо того	1	1
164	ему в	1	1
165	свой роман	1	1
166	в виду	4	1
167	из ее	1	1
168	играет чрезвычайно	1	1
169	в сцене	1	1
170	в ней	1	1
171	относит к	1	1
172	литературы и	1	1
173	представляет собой	2	1
174	между собой	1	1
175	быть в	2	1
176	в чем	2	1
177	во всех	1	1
178	мысль что	3	1
179	на другой	1	1
180	но не	3	1
181	но как	2	1
182	в голове	2	1
183	значение и	1	1
184	с совершенно	2	1
185	тогда как	1	1
186	некоторые черты	1	1
187	за пределы	1	1
188	сильнее и	1	1
189	это говорит	1	1
190	чем же	1	1
191	материалом для	1	1
192	в центре	1	1
193	что именно	1	1
194	мысль о	1	1
195	и наконец	1	1
196	и хотя	1	1
197	роль играет	1	1
198	то в	1	1
199	в которой	4	1
200	при создании	1	1
201	это тот	1	1
202	и создается	1	1
203	только один	1	1
204	как он	2	1
205	человек не	1	1
206	и если	4	1
207	что без	1	1
208	идей и	1	1
209	и еще	1	1
210	к одному	1	1
211	не к	1	1
212	что нужно	1	1
213	и по	3	1
214	таким образом	20	1
215	а затем	1	1
216	конечно в	1	1
217	и чтобы	1	1
218	на все	1	1
219	заключается в	7	1
220	совершенно иная	1	1
221	этом романе	1	1
222	а это	1	1
223	ни разу	1	1
224	в них	2	1
225	он же	2	1
226	положение для	1	1
227	тот самый	1	1
228	которой он	1	1
229	и вне	1	1
230	с такой	1	1
231	ведет к	1	1
232	же мысль	3	1
233	обратимся к	1	1
234	но я	1	1
235	есть такая	1	1
236	но если	1	1
237	и при	1	1
238	в своей	3	1
239	как искусство	1	1
240	взгляд на	1	1
241	в такой	2	1
242	во времена	1	1
243	в котором	4	1
244	а чтобы	1	1
245	черты но	1	1
246	представление о	3	1
247	в черновиках	1	1
248	по самой	2	1
249	понятно что	1	1
250	сама собой	1	1
251	должны были	1	1
252	стало быть	2	1
253	и вот	3	1
254	но создает	1	1
255	над ними	1	1
256	тем не	2	1
257	не могли	1	1
258	с такими	1	1
259	по себе	9	1
260	тому что	4	1
261	эту сцену	1	1
262	не менее	2	1
263	вплоть до	1	1
264	что эта	3	1
265	она не	5	1
266	самого начала	1	1
267	считает что	1	1
268	на котором	1	1
269	того как	1	1
270	но только	3	1
271	только не	3	1
272	это мы	2	1
273	этими словами	2	1
274	или как	2	1
275	говорит в	1	1
276	показал что	1	1
277	для нас	5	1
278	и теперь	2	1
279	связи с	1	1
280	что на	3	1
281	в области	11	1
282	ли это	2	1
283	перед ним	1	1
284	один раз	1	1
285	могут быть	11	1
286	уже было	1	1
287	сознательно и	1	1
288	сходство с	2	1
289	что вместе	1	1
290	что оно	3	1
291	его с	1	1
292	указывает на	4	1
293	не есть	3	1
294	признается что	1	1
295	что при	3	1
296	утверждать что	5	1
297	в применении	2	1
298	того самого	1	1
299	образы и	2	1
300	как мы	2	1
301	и о	4	1
302	того чтобы	7	1
303	однако ни	1	1
304	как система	1	1
305	с самого	1	1
306	роль в	3	1
307	на нее	1	1
308	больше в	1	1
309	по сравнению	1	1
310	быть может	1	1
311	в эпоху	1	1
312	говорил что	1	1
313	в прошлое	2	1
314	вот почему	1	1
315	на вопрос	2	1
316	но мы	3	1
317	а также	1	1
318	нас от	1	1
319	внешней формы	1	1
320	от него	2	1
321	все в	1	1
322	человека именно	2	1
323	между тем	4	1
324	теперь уже	1	1
325	нуждается в	3	1
326	отметить что	2	1
327	я вижу	1	1
328	в настоящей	1	1
329	все время	4	1
330	х годов	5	1
331	в литературе	1	1
332	того что	10	1
333	он есть	1	1
334	мы видим	5	1
335	с ними	1	1
336	что даже	2	1
337	только в	14	1
338	во всем	3	1
339	как нечто	1	1
340	в самое	1	1
341	в обществе	3	1
342	с одной	5	1
343	всегда с	1	1
344	вот что	2	1
345	есть в	7	1
346	эти черты	1	1
347	только на	3	1
348	дело с	3	1
349	что писал	1	1
350	которых можно	1	1
351	но самое	1	1
352	за счет	1	1
353	соединенные в	1	1
354	в испуге	1	1
355	говорит по	1	1
356	непременно должно	1	1
357	одно из	2	1
358	и их	2	1
359	всяком случае	6	1
360	могло бы	4	1
361	слова в	3	1
362	т п	16	1
363	и должна	1	1
364	они сами	2	1
365	к ним	2	1
366	случайное и	3	1
367	русский язык	1	1
368	и вместе	2	1
369	в особенности	1	1
370	разу не	1	1
371	русской интеллигенции	2	1
372	именно в	1	1
373	психологического исследования	2	1
374	совершенно ином	1	1
375	была и	1	1
376	социальной жизни	1	1
377	обратиться к	2	1
378	не было	3	1
379	полагал что	1	1
380	на этот	1	1
381	а не	13	1
382	его как	1	1
383	не быть	2	1
384	одну из	1	1
385	в связи	2	1
386	виде в	1	1
387	я хочу	1	1
388	о себе	1	1
389	вместе с	8	1
390	и потому	2	1
391	намек на	2	1
392	в духе	1	1
393	совершенно в	1	1
394	если так	1	1
395	сравнению с	1	1
396	искусства но	2	1
397	несколько раз	1	1
398	в той	1	1
399	смысле этого	2	1
400	применении к	2	1
401	из авторов	1	1
402	него есть	1	1
403	от природы	1	1
404	для понимания	1	1
405	который он	1	1
406	все сильнее	1	1
407	этого слова	4	1
408	с этой	4	1
409	и от	2	1
410	в условиях	1	1
411	другой факт	1	1
412	это выражение	1	1
413	в книге	2	1
414	не является	5	1
415	он сказал	1	1
416	и сильнее	1	1
417	как своего	1	1
418	при таком	1	1
419	об отношении	1	1
420	вот его	1	1
421	в результате	4	1
422	тот кто	2	1
423	а к	1	1
424	в двух	1	1
425	о нем	1	1
426	бы в	2	1
427	и совершенно	5	1
428	но у	1	1
429	конце концов	3	1
430	хотя бы	1	1
431	только что	2	1
432	для чтения	1	1
433	сказал что	1	1
434	за этим	1	1
435	в стихах	1	1
436	гораздо больше	1	1
437	жизни в	1	1
438	оставаться за	1	1
439	к числу	2	1
440	нужно для	1	1
441	необходимое условие	1	1
442	из тех	1	1
443	совершенно не	5	1
444	самой своей	1	1
445	т е	3	1
446	что живет	1	1
447	всегда была	1	1
448	к этой	2	1
449	а нечто	1	1
450	это в	2	1
451	это понятие	1	1
452	природу человека	1	1
453	во всяком	8	1
