N	2gram	Bakhtin_Pr_1	TeoriaLi
1	в мире	3	24
2	не только	9	18
3	и не	42	16
4	я в	1	16
5	а в	6	14
6	и в	38	13
7	в частности	2	13
8	то есть	46	12
9	так и	5	12
10	может быть	26	12
11	в этом	15	11
12	при этом	5	11
13	в том	8	11
14	но не	12	10
15	и его	16	10
16	а не	5	10
17	то же	5	9
18	в его	43	9
19	по отношению	21	8
20	в душе	1	8
21	но и	9	8
22	отношению к	19	8
23	что в	7	8
24	отличие от	5	7
25	в себе	4	7
26	том что	3	7
27	точки зрения	8	7
28	в отличие	5	7
29	в то	4	7
30	только в	13	7
31	себя в	2	7
32	как это	2	7
33	в данном	4	7
34	эстетическая деятельность	2	6
35	еще не	7	6
36	с его	2	6
37	но в	4	6
38	лишь в	2	6
39	место в	8	6
40	же время	3	6
41	как бы	22	6
42	мы имеем	2	5
43	жизни как	1	5
44	данном случае	4	5
45	в своем	5	5
46	в самом	7	5
47	он не	3	5
48	в принципе	1	5
49	того или	2	5
50	как и	7	5
51	композиционных форм	3	5
52	не в	7	5
53	однако в	1	5
54	тем самым	4	5
55	в нем	15	5
56	в ее	4	5
57	в пределах	6	5
58	или иной	2	5
59	а также	1	5
60	между тем	7	5
61	уже не	1	5
62	с другой	7	5
63	как в	4	5
64	или иного	2	5
65	в искусстве	12	5
66	между ними	4	5
67	высказывания в	1	4
68	говорить о	3	4
69	конечном счете	4	4
70	отношение к	10	4
71	хотя и	3	4
72	то что	8	4
73	художественного впечатления	2	4
74	ни в	11	4
75	в слове	3	4
76	в своей	7	4
77	в их	10	4
78	не менее	4	4
79	эстетический объект	37	4
80	личности в	1	4
81	приводит к	3	4
82	можно сказать	2	4
83	в конечном	4	4
84	в форме	4	4
85	художественного восприятия	2	4
86	и ее	2	4
87	за пределами	1	4
88	но он	1	4
89	мира и	1	4
90	в свою	2	4
91	не знает	3	4
92	сказать что	4	4
93	не может	27	4
94	например в	3	3
95	художественного произведения	11	3
96	совпадает с	2	3
97	что можно	1	3
98	а только	2	3
99	не все	2	3
100	в художественном	20	3
101	и к	3	3
102	в противоположность	1	3
103	все эти	5	3
104	в нашем	4	3
105	в этой	1	3
106	он должен	2	3
107	и вот	1	3
108	в лирике	2	3
109	его в	9	3
110	этом смысле	3	3
111	мог бы	1	3
112	в этих	2	3
113	художественного творчества	12	3
114	тем не	3	3
115	никогда не	5	3
116	эстетического объекта	37	3
117	той или	2	3
118	говоря словами	1	3
119	свою очередь	1	3
120	другой стороны	4	3
121	в произведении	4	3
122	в другом	2	3
123	о ней	1	3
124	и что	2	3
125	входит в	8	3
126	того что	2	3
127	человека с	1	3
128	для него	1	3
129	слова в	7	3
130	с ее	1	3
131	на почве	3	3
132	эстетического созерцания	3	3
133	именно в	1	3
134	и др	8	3
135	прежде всего	13	3
136	его эстетической	1	3
137	художественного целого	1	3
138	и потому	4	3
139	по своему	1	3
140	этого слова	1	3
141	своей эстетической	1	3
142	в эстетический	12	3
143	к которому	4	3
144	объекта и	7	3
145	таким образом	10	3
146	или в	2	3
147	в основе	5	3
148	ни к	2	3
149	отношении к	1	3
150	была бы	2	2
151	отношения к	6	2
152	и это	3	2
153	это и	1	2
154	факторов художественного	1	2
155	но она	2	2
156	на себя	1	2
157	я не	2	2
158	в целом	3	2
159	в чем	2	2
160	но как	2	2
161	за пределы	12	2
162	как к	2	2
163	в противном	3	2
164	и как	8	2
165	в которой	1	2
166	образом и	1	2
167	высказывания не	1	2
168	противном случае	3	2
169	к одному	1	2
170	не следует	2	2
171	здесь мы	2	2
172	могла бы	1	2
173	нашем случае	1	2
174	это не	5	2
175	и иных	1	2
176	и тем	3	2
177	вовсе не	2	2
178	с точки	6	2
179	в культуре	2	2
180	по себе	1	2
181	автора и	1	2
182	мышления и	1	2
183	имеем дело	3	2
184	слова как	1	2
185	этих двух	1	2
186	и для	11	2
187	имеет место	5	2
188	и о	5	2
189	подобных случаях	1	2
190	здесь не	4	2
191	самим собою	2	2
192	в себя	2	2
193	однако эта	1	2
194	не с	4	2
195	к его	2	2
196	мы в	3	2
197	если бы	3	2
198	в виду	4	2
199	и здесь	2	2
200	о том	4	2
201	к действительности	3	2
202	это было	1	2
203	к нему	10	2
204	во всех	11	2
205	или иначе	1	2
206	во втором	1	2
207	как художественное	1	2
208	деятельность художника	1	2
209	композиционная форма	4	2
210	мире и	1	2
211	с одной	3	2
212	эстетической деятельности	2	2
213	в большинстве	5	2
214	или иным	1	2
215	слова не	3	2
216	во всей	1	2
217	и даже	3	2
218	в области	11	2
219	себя и	3	2
220	равной степени	1	2
221	одной стороны	3	2
222	а на	1	2
223	не на	5	2
224	человеческой жизни	1	2
225	одну из	1	2
226	о чем	1	2
227	на фоне	3	2
228	вместе с	1	2
229	так же	1	2
230	и особенно	1	2
231	из которых	2	2
232	искусства но	4	2
233	в той	1	2
234	могут быть	5	2
235	в следующей	1	2
236	к тому	1	2
237	ценностной позиции	1	2
238	в равной	2	2
239	жизни в	1	2
240	одной из	3	2
241	имеет в	1	2
242	в романе	4	2
243	что он	2	2
244	художественном произведении	5	1
245	а между	1	1
246	можно говорить	2	1
247	также и	3	1
248	в сфере	1	1
249	такова в	1	1
250	человека и	1	1
251	и души	1	1
252	художественных произведений	2	1
253	идет о	1	1
254	и есть	2	1
255	в иных	3	1
256	от своей	1	1
257	к другому	1	1
258	принципиальное различие	1	1
259	бы осуществить	1	1
260	из его	1	1
261	художественно значимо	1	1
262	своего объекта	2	1
263	др в	2	1
264	едва ли	3	1
265	действительности и	3	1
266	мышления но	1	1
267	иметь место	1	1
268	со всех	2	1
269	от художественного	1	1
270	не во	2	1
271	содержания в	4	1
272	вопрос о	1	1
273	единство и	2	1
274	в литературном	1	1
275	все и	2	1
276	не вполне	2	1
277	завершение и	2	1
278	на материал	2	1
279	и со	1	1
280	которое в	1	1
281	события на	1	1
282	момент в	1	1
283	видимая и	1	1
284	как говорится	1	1
285	и на	3	1
286	на них	3	1
287	это возможно	1	1
288	и возможности	1	1
289	на их	1	1
290	столь же	2	1
291	время в	1	1
292	бы то	3	1
293	события в	1	1
294	является таким	1	1
295	роман и	1	1
296	тем как	5	1
297	это имеет	1	1
298	во внешнем	1	1
299	творчества все	1	1
300	иных случаях	3	1
301	коем случае	2	1
302	не входит	10	1
303	для обозначения	1	1
304	если в	1	1
305	искусство в	1	1
306	с совершенно	2	1
307	ивана карамазова	2	1
308	значение для	3	1
309	оно является	1	1
310	или иное	2	1
311	на то	2	1
312	своей ценностной	1	1
313	отнюдь не	19	1
314	в материальном	1	1
315	для этического	1	1
316	в истории	2	1
317	мере в	1	1
318	независимо от	13	1
319	от содержания	2	1
320	и где	1	1
321	могли бы	1	1
322	целый ряд	1	1
323	как уже	1	1
324	что по	1	1
325	и внутреннюю	1	1
326	при чтении	1	1
327	вещи но	1	1
328	то в	1	1
329	к чему	2	1
330	порождается не	1	1
331	или причастной	1	1
332	что это	2	1
333	момент его	2	1
334	осуществляет себя	1	1
335	восприятия как	1	1
336	следующей главе	1	1
337	на произведение	3	1
338	если он	1	1
339	в наших	1	1
340	не могла	1	1
341	вследствие этого	3	1
342	к эстетическому	1	1
343	исходит из	1	1
344	к искусству	1	1
345	и историческом	1	1
346	но именно	1	1
347	в понимании	1	1
348	по существу	2	1
349	в первом	1	1
350	содержание эстетической	1	1
351	ни были	1	1
352	бытия это	1	1
353	можно даже	1	1
354	ему на	1	1
355	подобно тому	1	1
356	его можно	1	1
357	образа и	1	1
358	именно это	1	1
359	нуждающейся в	1	1
360	явление культуры	1	1
361	определить и	1	1
362	поэтому форма	1	1
363	бы они	1	1
364	подход к	1	1
365	то ни	3	1
366	что все	2	1
367	смысла в	1	1
368	его характера	1	1
369	речь в	1	1
370	должен занимать	1	1
371	большинстве случаев	5	1
372	художественный образ	1	1
373	было бы	8	1
374	чисто познавательным	1	1
375	в них	5	1
376	нет в	1	1
377	рядом с	5	1
378	она и	1	1
379	с тем	1	1
380	не всегда	6	1
381	все моменты	2	1
382	рода и	1	1
383	обратимся к	1	1
384	и становится	7	1
385	искусства может	1	1
386	но я	1	1
387	но если	1	1
388	или точнее	2	1
389	мы конечно	1	1
390	не становится	1	1
391	и без	1	1
392	в котором	2	1
393	еще нет	1	1
394	к предмету	1	1
395	себе а	1	1
