N	2gram	Voloshinov_1	Vladivir
1	и в	38	30
2	в этом	10	20
3	то что	8	20
4	у него	1	19
5	и не	14	18
6	в том	2	18
7	и с	5	14
8	что он	2	13
9	в конце	6	13
10	не только	27	12
11	том что	3	12
12	что в	1	12
13	как мы	9	11
14	в его	6	11
15	а в	5	11
16	сказать что	3	11
17	и вообще	2	10
18	не было	2	10
19	и даже	3	10
20	все же	7	9
21	кроме того	2	9
22	было бы	7	9
23	не в	6	9
24	в то	9	9
25	не может	12	9
26	для него	3	9
27	потому что	5	9
28	в своем	1	8
29	но в	5	8
30	что же	8	8
31	не мог	3	8
32	связи с	3	8
33	но и	13	8
34	в связи	2	8
35	вместе с	5	8
36	то есть	4	7
37	ни в	1	7
38	точки зрения	10	7
39	никогда не	7	7
40	не менее	1	7
41	в эти	1	7
42	может быть	13	7
43	а не	6	7
44	как это	5	7
45	для нас	3	7
46	и все	4	7
47	также и	2	6
48	хотя и	3	6
49	и к	4	6
50	в себе	9	6
51	об этом	3	6
52	тем не	1	6
53	и его	7	6
54	у нас	4	6
55	всякого рода	1	6
56	только в	6	6
57	еще и	2	6
58	прежде всего	21	6
59	о чем	1	6
60	к этому	2	6
61	жизни и	3	6
62	того же	1	5
63	и то	3	5
64	с этим	2	5
65	то в	1	5
66	все эти	2	5
67	при этом	9	5
68	как и	10	5
69	в своей	2	5
70	в котором	3	5
71	по себе	1	5
72	так как	7	5
73	в дальнейшем	2	5
74	это мы	1	5
75	так и	6	5
76	с ним	2	5
77	другими словами	7	5
78	и что	1	5
79	того что	4	5
80	тот же	2	5
81	он уже	1	5
82	так что	1	5
83	но что	3	5
84	в течение	1	5
85	как бы	28	5
86	в основном	1	5
87	все это	4	5
88	в результате	1	5
89	то же	14	4
90	той же	5	4
91	я не	1	4
92	и он	2	4
93	в ней	8	4
94	и на	6	4
95	что его	1	4
96	с его	7	4
97	отношение к	2	4
98	в которой	7	4
99	что это	4	4
100	в целом	4	4
101	в этой	6	4
102	и если	1	4
103	на его	5	4
104	в нем	4	4
105	он не	2	4
106	содержит в	1	4
107	его в	4	4
108	несмотря на	2	4
109	в этих	2	4
110	по крайней	1	4
111	мы должны	10	4
112	не есть	1	4
113	и о	1	4
114	здесь не	2	4
115	можно сказать	4	4
116	о том	4	4
117	конечно не	3	4
118	вовсе не	2	4
119	крайней мере	1	4
120	со стороны	1	4
121	именно в	1	4
122	в те	1	4
123	так же	4	4
124	с этой	1	4
125	но это	2	4
126	в начале	3	4
127	и наконец	5	4
128	на этот	1	4
129	можно говорить	1	3
130	отношения к	3	3
131	и больше	2	3
132	говоря о	1	3
133	был и	2	3
134	и вот	3	3
135	те времена	1	3
136	именно к	1	3
137	быть в	1	3
138	во всех	6	3
139	но не	2	3
140	не то	1	3
141	мы сейчас	1	3
142	как в	2	3
143	и как	9	3
144	более или	1	3
145	из этих	1	3
146	всех этих	1	3
147	таким образом	7	3
148	те же	4	3
149	должен был	1	3
150	должно быть	2	3
151	он сказал	2	3
152	или менее	1	3
153	в отношении	2	3
154	в следующем	1	3
155	с точки	5	3
156	что я	1	3
157	том же	1	3
158	к такому	1	3
159	же время	7	3
160	учения о	1	3
161	в области	5	3
162	когда мы	6	3
163	и это	7	3
164	никак не	1	3
165	что и	3	3
166	мы будем	6	3
167	уже не	4	3
168	уже в	5	3
169	в виде	1	3
170	здесь мы	3	3
171	никакого отношения	1	3
172	само собой	4	3
173	даже и	2	3
174	собой разумеется	2	3
175	не говоря	2	3
176	конце концов	3	3
177	нет ничего	2	3
178	из трех	2	3
179	да и	4	3
180	своей жизни	5	3
181	и для	3	3
182	еще более	2	3
183	тем более	1	3
184	хотя бы	18	3
185	но вот	3	3
186	в свою	6	3
187	в таком	1	3
188	я и	2	2
189	также что	1	2
190	увидим ниже	1	2
191	и есть	1	2
192	и до	1	2
193	что эти	2	2
194	приходит к	1	2
195	мы уже	10	2
196	его не	2	2
197	ему в	1	2
198	но то	1	2
199	в будущем	3	2
200	не был	1	2
201	по своему	3	2
202	только тогда	2	2
203	в общем	1	2
204	а уже	1	2
205	себе и	2	2
206	как к	1	2
207	яснее и	1	2
208	в самом	4	2
209	еще один	1	2
210	как он	1	2
211	на то	1	2
212	не могла	1	2
213	человек не	2	2
214	с новым	1	2
215	а к	2	2
216	мысли и	1	2
217	которой не	1	2
218	и сам	2	2
219	на этом	1	2
220	будем говорить	3	2
221	но все	4	2
222	на все	1	2
223	это не	3	2
224	с тем	8	2
225	которой он	1	2
226	мы видели	5	2
227	мы не	9	2
228	еще в	1	2
229	на первый	1	2
230	и при	2	2
231	ли он	2	2
232	в их	1	2
233	жизни с	1	2
234	к той	1	2
235	их в	3	2
236	однако в	2	2
237	раз и	1	2
238	с которой	1	2
239	она не	1	2
240	тогда когда	1	2
241	того как	1	2
242	само по	1	2
243	того чтобы	7	2
244	всего на	1	2
245	не о	1	2
246	всей жизни	1	2
247	как будто	1	2
248	и часто	1	2
249	к тому	4	2
250	будто бы	1	2
251	дальнейшем мы	1	2
252	в виду	3	2
253	свою очередь	4	2
254	говоря уже	1	2
255	без всякого	1	2
256	книги и	1	2
257	возможно что	1	2
258	ничего не	8	2
259	со своей	1	2
260	вот это	1	2
261	в чем	1	2
262	в сущности	1	2
263	и во	1	2
264	или как	6	2
265	к нему	2	2
266	которой мы	4	2
267	в каких	1	2
268	и всего	2	2
269	история и	1	2
270	себя в	4	2
271	его и	3	2
272	себе в	2	2
273	в новом	1	2
274	друг друга	2	2
275	но уже	1	2
276	для того	9	2
277	у которого	5	2
278	здесь в	1	2
279	во второй	3	2
280	бытия в	1	2
281	] и	1	2
282	что для	1	2
283	на эту	1	2
284	если не	3	2
285	прибавить еще	1	2
286	в частности	3	2
287	мужа и	1	2
288	и потому	2	2
289	только его	1	2
290	наряду с	1	2
291	в той	5	2
292	является как	1	2
293	можно было	4	2
294	даже больше	1	2
295	в более	1	2
296	и от	7	2
297	собственно говоря	1	2
298	у достоевского	1	2
299	же в	1	2
300	о своем	3	2
301	с ней	2	2
302	же и	1	2
303	в своих	2	2
304	гораздо более	2	2
305	с новыми	1	1
306	смысле слова	1	1
307	и своеобразным	1	1
308	если б	4	1
309	одним из	1	1
310	например в	1	1
311	этом она	1	1
312	в тех	3	1
313	он почувствовал	1	1
314	его со	1	1
315	думал о	1	1
316	своей первой	1	1
317	раньше в	1	1
318	несколько позже	2	1
319	между двумя	2	1
320	конечно с	1	1
321	что хочет	1	1
322	культура не	1	1
323	собственном смысле	1	1
324	хлеб и	1	1
325	есть не	2	1
326	характер его	1	1
327	до него	1	1
328	ответить на	2	1
329	этом не	1	1
330	говорить о	1	1
331	что иное	2	1
332	орудия и	1	1
333	жизни как	1	1
334	которое не	2	1
335	но даже	2	1
336	и ни	2	1
337	сам собой	1	1
338	эти мысли	1	1
339	которые он	1	1
340	в которых	2	1
341	иное как	2	1
342	ответа на	1	1
343	в минуты	1	1
344	за свое	1	1
345	чуть ли	2	1
346	самом деле	4	1
347	все больше	2	1
348	то он	3	1
349	б с	1	1
350	но как	2	1
351	если в	1	1
352	и никак	1	1
353	что так	1	1
354	не просто	2	1
355	бы что	1	1
356	его взглядов	1	1
357	нет и	3	1
358	не внешним	1	1
359	теперь не	1	1
360	до наших	1	1
361	связи и	1	1
362	настроения и	1	1
363	как говорит	1	1
364	более чем	1	1
365	независимо от	5	1
366	что именно	3	1
367	природы и	2	1
368	на минуту	1	1
369	как нам	1	1
370	когда он	1	1
371	целый ряд	3	1
372	как уже	2	1
373	вопросом о	1	1
374	оказывается с	1	1
375	себе не	1	1
376	в противоположность	1	1
377	ясно и	1	1
378	как результат	1	1
379	за собой	1	1
380	к чему	2	1
381	та же	3	1
382	бы и	2	1
383	он в	1	1
384	в нашем	5	1
385	выражение в	3	1
386	фразы в	2	1
387	думать что	1	1
388	в действительном	1	1
389	тому же	2	1
390	были связаны	1	1
391	если он	3	1
392	его но	1	1
393	так сказать	4	1
394	все ее	1	1
395	в первых	1	1
396	главным образом	3	1
397	чтобы он	1	1
398	он ни	1	1
399	разговора в	1	1
400	одному из	1	1
401	нее и	1	1
402	к одному	1	1
403	не к	3	1
404	еще мало	2	1
405	же самая	2	1
406	но вместе	1	1
407	всех своих	4	1
408	прежде чем	2	1
409	так например	1	1
410	это конечно	1	1
411	его возможной	1	1
412	связанных с	3	1
413	лишь в	4	1
414	мог он	1	1
415	зрения других	2	1
416	ведь в	3	1
417	остановиться на	1	1
418	в жизни	2	1
419	и находит	1	1
420	я считаю	2	1
421	бы человечество	1	1
422	для них	2	1
423	все равно	1	1
424	к которым	1	1
425	для своего	1	1
426	мы имеем	2	1
427	как видно	1	1
428	со своими	1	1
429	во внимание	1	1
430	и орудием	1	1
431	уже у	1	1
432	же самый	1	1
433	к вопросам	1	1
434	и того	1	1
435	все бытие	1	1
436	лучше всего	1	1
437	он конечно	1	1
438	не так	3	1
439	в г	1	1
440	но если	1	1
441	от своего	1	1
442	взгляд на	1	1
443	отложить до	1	1
444	и без	4	1
445	на месте	1	1
446	то для	1	1
447	место в	2	1
448	оказывается что	1	1
449	бы мы	3	1
450	не путем	1	1
451	нельзя было	1	1
452	но эта	2	1
453	не будем	1	1
454	которые в	2	1
455	нам в	3	1
456	если бы	4	1
457	что этот	1	1
458	слов того	1	1
459	но они	1	1
460	с теми	1	1
461	самого начала	4	1
462	в русской	1	1
463	дело не	1	1
464	что такое	4	1
465	на него	4	1
466	мы все	1	1
467	чтобы стать	1	1
468	этого конечно	1	1
469	и форму	2	1
470	только не	1	1
471	каждый из	2	1
472	следовательно и	1	1
473	первой статье	2	1
474	и всегда	1	1
475	связанное с	1	1
476	в самой	1	1
477	и весь	1	1
478	и лишь	1	1
479	того в	1	1
480	и женщины	1	1
481	и является	5	1
482	соответствующих тому	1	1
483	свидетельствуют о	1	1
484	в сознании	3	1
485	здесь же	1	1
486	в каком	2	1
487	перед ним	3	1
488	и здесь	3	1
489	ли не	2	1
490	должны быть	1	1
491	пребывание в	1	1
492	например на	1	1
493	было уже	1	1
494	все еще	1	1
495	долго не	1	1
496	утверждать что	1	1
497	таланта и	1	1
498	россию и	1	1
499	оно может	1	1
500	не забудем	4	1
501	у себя	2	1
502	не будет	3	1
503	в собственном	1	1
504	характер и	1	1
505	исторической жизни	1	1
506	такие как	2	1
507	только то	1	1
508	в себя	1	1
509	в произведении	1	1
510	но мы	2	1
511	с самого	4	1
512	нельзя в	1	1
513	всей своей	1	1
514	с ростом	1	1
515	от того	3	1
516	слова а	1	1
517	как с	2	1
518	его самого	1	1
519	с собой	2	1
520	которыми мы	1	1
521	времени и	2	1
522	ясно что	2	1
523	здесь как	1	1
524	с самим	2	1
525	здесь нет	1	1
526	форму его	1	1
527	еще не	3	1
528	когда в	1	1
529	и политики	1	1
530	поэтому в	1	1
531	разрыв с	1	1
532	быть может	3	1
533	собой и	1	1
534	для этого	1	1
535	внимание к	1	1
536	и начало	1	1
537	обычно называют	1	1
538	может не	1	1
539	на вопрос	1	1
540	и та	1	1
541	язык и	9	1
542	хочет сказать	1	1
543	не имеем	3	1
544	влияние на	4	1
545	все его	1	1
546	вне всякой	1	1
547	жизни он	1	1
548	и легче	1	1
549	организма и	1	1
550	которая и	1	1
551	что бы	1	1
552	представления о	1	1
553	в него	1	1
554	в литературе	1	1
555	и книгах	1	1
556	ни слова	2	1
557	общения людей	2	1
558	конечно еще	1	1
559	этот вопрос	2	1
560	дело с	1	1
561	минуту не	1	1
562	с каждым	1	1
563	в какой	2	1
564	как нечто	2	1
565	что свои	1	1
566	значит он	1	1
567	всех его	2	1
568	на несколько	1	1
569	не мешает	1	1
570	и тем	6	1
571	в качестве	4	1
572	же он	1	1
573	к которой	1	1
574	человека с	2	1
575	с какой	1	1
576	для всех	2	1
577	истории человечества	1	1
578	если мы	4	1
579	только на	3	1
580	в журнале	1	1
581	речи в	1	1
582	столкнемся с	1	1
583	слова не	2	1
584	сделать то	1	1
585	или даже	2	1
586	при помощи	1	1
587	в данной	3	1
588	в душе	2	1
589	не стал	1	1
590	уже с	1	1
591	из них	3	1
592	и этот	1	1
593	мужчины и	1	1
594	что возможно	1	1
595	и их	5	1
596	в одном	3	1
597	содержание и	3	1
598	заметить что	2	1
599	как раз	1	1
600	тем что	2	1
601	этом отношении	2	1
602	зрения с	1	1
