N	2gram	Tiupa_Lite_1	StatiiOP
1	и в	8	44
2	в том	16	36
3	что в	3	30
4	том что	14	29
5	пушкина в	2	24
6	в этом	12	21
7	вовсе не	1	19
8	не только	24	18
9	то что	10	18
10	было бы	2	17
11	о том	2	17
12	а в	3	17
13	а не	16	16
14	и не	12	16
15	может быть	13	15
16	в области	3	14
17	в данном	5	14
18	как в	5	13
19	можно было	2	13
20	не в	8	12
21	в тексте	8	12
22	в первой	1	12
23	самом деле	2	11
24	в этой	4	11
25	точки зрения	6	11
26	но в	3	10
27	что он	5	10
28	только в	8	10
29	но и	17	10
30	также и	3	9
31	как и	6	9
32	в отношении	1	9
33	в то	5	9
34	так и	4	9
35	во второй	1	9
36	если бы	1	9
37	того что	6	9
38	в его	7	9
39	с другой	3	9
40	например в	3	8
41	во всех	1	8
42	все же	4	8
43	это не	4	8
44	из них	4	8
45	с точки	2	8
46	у пушкина	1	8
47	и его	4	8
48	не может	5	8
49	я не	7	7
50	что они	1	7
51	в самом	3	7
52	в статье	1	7
53	так например	1	7
54	таким образом	3	7
55	другой стороны	1	7
56	для нас	1	7
57	этом отношении	2	7
58	до сих	1	7
59	прежде всего	11	7
60	сих пор	1	7
61	сказать что	1	7
62	по поводу	2	7
63	на самом	1	6
64	в повестях	3	6
65	со стороны	4	6
66	из этих	2	6
67	по пушкину	1	6
68	в своей	4	6
69	потому что	3	6
70	данном случае	4	6
71	что и	1	6
72	всяком случае	2	6
73	для него	2	6
74	именно в	1	6
75	дело в	3	6
76	в той	1	6
77	что же	1	6
78	хотя бы	2	6
79	во всяком	3	6
80	и то	2	5
81	то же	5	5
82	той же	3	5
83	уже о	1	5
84	в целом	8	5
85	все эти	2	5
86	в нем	2	5
87	евгения онегина	2	5
88	и по	1	5
89	самого пушкина	3	5
90	в слове	2	5
91	такой же	1	5
92	в котором	1	5
93	в которых	1	5
94	не менее	7	5
95	вплоть до	2	5
96	никогда не	4	5
97	могут быть	2	5
98	так как	1	5
99	тем что	2	5
100	и даже	3	5
101	текста в	1	5
102	была бы	1	5
103	совершенно не	1	5
104	жизни и	3	5
105	как это	8	4
106	в которой	1	4
107	вопрос о	1	4
108	столь же	4	4
109	на то	1	4
110	по словам	1	4
111	в россии	2	4
112	но все	1	4
113	эту тему	1	4
114	случае в	1	4
115	для изучения	1	4
116	дело не	2	4
117	не имеет	1	4
118	же время	5	4
119	как будто	2	4
120	в ее	1	4
121	на вопрос	1	4
122	и что	1	4
123	во втором	2	4
124	в качестве	17	4
125	же и	3	4
126	никто не	1	4
127	как раз	4	4
128	не было	3	4
129	на эту	1	4
130	в частности	15	4
131	как бы	7	4
132	тем более	2	4
133	гораздо более	1	4
134	же как	1	3
135	того же	2	3
136	тем же	3	3
137	должна быть	2	3
138	и за	1	3
139	эпохи в	1	3
140	то это	2	3
141	еще не	4	3
142	он был	1	3
143	и мн	1	3
144	в чем	1	3
145	из двух	1	3
146	своего рода	11	3
147	но не	4	3
148	ответ на	1	3
149	по отношению	3	3
150	и я	6	3
151	общего с	2	3
152	как к	1	3
153	то в	1	3
154	во многих	2	3
155	задний план	1	3
156	же это	2	3
157	в каждом	1	3
158	в другом	2	3
159	и с	1	3
160	лишь в	4	3
161	и тем	4	3
162	даже в	2	3
163	на полу	1	3
164	кажется что	1	3
165	что не	2	3
166	в г	1	3
167	во время	1	3
168	в конце	4	3
169	а на	1	3
170	в основе	3	3
171	а во	1	3
172	в каком	1	3
173	и вполне	2	3
174	должен быть	2	3
175	для себя	5	3
176	мн др	1	3
177	его жизни	1	3
178	которых в	1	3
179	между тем	2	3
180	и только	2	3
