N	2gram	Propp_Isto_3	Komedia
1	и в	22	22
2	и не	12	21
3	т е	16	16
4	в дом	12	14
5	том что	8	13
6	таким образом	10	12
7	в том	9	12
8	так как	7	11
9	со стороны	3	11
10	в доме	12	10
11	ни в	2	10
12	потому что	3	10
13	до сих	5	9
14	вместе с	9	9
15	сих пор	5	9
16	в этом	17	8
17	его в	3	8
18	в своем	2	8
19	к ней	4	8
20	что отец	2	8
21	о том	3	8
22	если бы	6	8
23	в его	3	8
24	что и	9	8
25	что он	9	8
26	то же	6	7
27	при этом	2	7
28	об этом	1	7
29	о чем	1	7
30	а в	6	7
31	в свою	4	7
32	самом деле	1	6
33	еще не	10	6
34	так что	5	6
35	тому же	2	6
36	в то	2	6
37	и его	4	6
38	к тому	3	6
39	свою очередь	1	6
40	ясно что	1	6
41	и что	2	6
42	может быть	11	6
43	во время	6	6
44	к этому	7	6
45	не хочет	1	5
46	что его	1	5
47	отношение к	4	5
48	более чем	1	5
49	но в	10	5
50	не только	14	5
51	в жены	1	5
52	он не	5	5
53	в своей	1	5
54	в которых	2	5
55	то это	2	5
56	не менее	5	5
57	связи с	6	5
58	к себе	1	5
59	из дома	2	5
60	и сам	1	5
61	хотя и	2	5
62	с ним	1	5
63	к нему	5	5
64	что в	15	5
65	по отношению	2	5
66	из них	7	5
67	тем что	4	5
68	прежде всего	3	5
69	как это	4	5
70	все это	1	5
71	и т	16	4
72	на себя	2	4
73	в ней	2	4
74	с другой	7	4
75	тут же	1	4
76	нет и	1	4
77	отнюдь не	1	4
78	все же	5	4
79	то что	7	4
80	что она	5	4
81	но все	2	4
82	и с	4	4
83	должен был	3	4
84	с тем	2	4
85	точки зрения	2	4
86	не в	4	4
87	однако в	1	4
88	самого начала	1	4
89	у него	3	4
90	и здесь	7	4
91	с самого	1	4
92	друг друга	6	4
93	так и	2	4
94	между собой	1	4
95	и поэтому	1	4
96	из дому	3	4
97	не дает	2	4
98	вовсе не	2	4
99	но и	12	4
100	ничем не	1	4
101	а не	6	4
102	в связи	3	4
103	и для	2	4
104	хотя бы	1	4
105	так же	3	4
106	к свадьбе	1	3
107	который в	1	3
108	к началу	1	3
109	из того	2	3
110	на них	1	3
111	столь же	1	3
112	в ее	1	3
113	с этим	8	3
114	и к	3	3
115	и этим	1	3
116	представляет собой	3	3
117	в этой	5	3
118	и тот	1	3
119	на то	1	3
120	не могла	2	3
121	в нем	9	3
122	от нее	1	3
123	дома и	3	3
124	было бы	3	3
125	по всему	1	3
126	в них	6	3
127	все равно	3	3
128	далеко не	3	3
129	как и	3	3
130	чем в	1	3
131	но если	1	3
132	себе в	2	3
133	на месте	2	3
134	с точки	1	3
135	с дочерью	1	3
136	тем не	5	3
137	их в	3	3
138	к ним	1	3
139	не имеет	2	3
140	никогда не	3	3
141	ничего не	6	3
142	на это	2	3
143	он так	1	3
144	возможно что	6	3
145	обращается к	1	3
146	одного из	2	3
147	должно было	2	3
148	тех пор	1	3
149	одной из	1	3
150	с одной	2	3
151	в начале	1	3
152	что не	2	3
153	всяком случае	2	3
154	мы можем	6	3
155	отношению к	2	3
156	в других	4	3
157	и даже	2	3
158	даже не	2	3
159	перед ним	1	3
160	на этот	1	3
161	один из	5	3
162	если не	2	3
163	в частности	5	3
164	не может	4	3
165	конечно не	1	3
166	по своему	1	3
167	одной стороны	2	3
168	в течение	6	3
169	как бы	1	3
170	с этой	1	3
171	в целом	3	3
172	еще больше	1	3
173	из своего	1	3
174	не знает	1	3
175	дело с	2	3
176	все что	3	3
177	во всяком	2	3
178	человека и	1	2
179	такое же	1	2
180	здесь и	2	2
181	его не	3	2
182	в и	1	2
183	мы не	1	2
184	время как	2	2
185	представление о	3	2
186	не совсем	3	2
187	и он	2	2
188	пребывания в	7	2
189	и на	4	2
190	с отцом	1	2
191	что они	8	2
192	выясняется что	1	2
193	как в	2	2
194	стороны и	3	2
195	ней в	2	2
196	целый ряд	3	2
197	так или	1	2
198	бы не	1	2
199	то обстоятельство	1	2
200	после чего	10	2
201	если он	2	2
202	на его	3	2
203	после этого	2	2
204	состоит в	3	2
205	кто из	1	2
206	возвращение к	1	2
207	в силу	2	2
208	человека в	1	2
209	исходя из	1	2
210	а затем	3	2
211	в мире	1	2
212	из всех	1	2
213	не с	2	2
214	а как	1	2
215	с другими	1	2
216	это не	6	2
217	ни одной	1	2
218	над его	1	2
219	не мог	2	2
220	этой связи	1	2
221	в котором	2	2
222	в одном	2	2
223	сам он	1	2
224	она не	4	2
225	вплоть до	1	2
226	больше чем	1	2
227	ему и	1	2
228	одним из	4	2
229	нет ни	1	2
230	все еще	6	2
231	если же	1	2
232	и это	2	2
233	как мы	8	2
234	и о	2	2
235	здесь не	3	2
236	за пределами	1	2
237	ухода из	1	2
238	то время	2	2
239	роль в	2	2
240	в образе	1	2
241	можно было	1	2
242	меч и	1	2
243	она была	1	2
244	по тому	1	2
245	а также	2	2
246	в другом	2	2
247	брак с	1	2
248	которой мы	1	2
249	между тем	2	2
250	все время	2	2
251	что девушка	4	2
252	несколько иначе	1	2
253	как из	1	2
254	не как	1	2
255	тот же	1	2
256	могло быть	3	2
257	пор не	1	2
258	к отцу	2	2
259	у тебя	2	2
260	и ее	3	2
261	на брак	1	2
262	вполне возможно	1	2
263	в качестве	2	2
264	уже в	1	2
265	тебе в	1	2
266	за ним	3	2
267	от отца	1	2
268	мы знаем	2	2
269	до того	1	2
270	себя от	1	2
271	от того	1	2
272	к одной	1	2
273	представляют собой	4	2
274	или иначе	1	2
275	один шаг	1	2
276	себя и	1	2
277	не было	2	2
278	а на	1	2
279	обстоятельство что	1	2
280	что мы	1	2
281	под влиянием	1	2
282	он и	3	2
283	его на	2	2
284	к своему	1	2
285	в пределах	4	2
286	его от	1	2
287	этом случае	5	2
288	только для	1	2
289	о его	1	2
290	видно что	2	2
291	нет ничего	2	2
292	выходит из	1	2
293	все остальные	1	2
294	и все	3	2
295	иначе обстоит	1	2
296	нет никаких	2	2
297	обстоит дело	1	2
298	из этой	2	2
299	не будет	1	2
