N	3gram	Bakhtin_Fr_4	Russkaja
1	то же время	8	10
2	в то же	8	10
3	с точки зрения	2	9
4	в том что	1	7
5	на самом деле	1	6
6	для того чтобы	3	6
7	до сих пор	1	5
8	более или менее	3	4
9	в том случае	1	4
10	не может быть	1	4
11	том случае если	1	3
12	и не может	1	3
13	и то что	1	3
14	в данном случае	1	3
15	в конце концов	4	3
16	а следовательно и	1	2
17	о том что	2	2
18	в большинстве случаев	5	2
19	и того же	1	1
20	к участию в	1	1
21	уже знаем что	1	1
22	в разных странах	1	1
23	дело в том	1	1
24	в свою очередь	1	1
25	на том же	1	1
26	так же и	1	1
27	между прочим и	1	1
28	но даже и	1	1
29	в том числе	3	1
30	то же самое	1	1
31	в том же	1	1
32	мы уже знаем	1	1
33	важно то что	1	1
34	и в других	2	1
35	до известной степени	1	1
36	и вот в	1	1
37	они не видят	1	1
38	в этом отношении	1	1
39	том числе и	2	1
40	за то что	1	1
41	он сам уже	1	1
42	но в то	1	1
43	тем что он	1	1
44	смысле этого слова	1	1
45	аспекта одного и	1	1
46	и как бы	1	1
47	к одному из	1	1
48	в связи с	1	1
49	это конечно не	2	1
50	два аспекта одного	1	1
51	в полной мере	1	1
52	и ярким представителем	1	1
53	само собой разумеется	1	1
54	мы прежде всего	1	1
55	говорить о том	1	1
56	даже и в	1	1
57	тех или иных	1	1
58	это и есть	3	1
59	с самого начала	3	1
60	первый и второй	1	1
61	но это же	1	1
62	одного и того	1	1
63	не может когда	1	1
64	от церкви и	1	1
65	мы не знаем	1	1
66	но мы уже	1	1
67	на первый взгляд	1	1
68	к тому же	1	1
