N	3gram	Losev_Vesc_1	Dialekti
1	и т д	19	15
2	по крайней мере	4	9
3	с точки зрения	3	8
4	это значит что	19	8
5	сама по себе	3	7
6	не есть ни	3	6
7	не потому что	4	6
8	в том что	4	6
9	и не только	4	5
10	потому что она	1	5
11	не есть ли	2	4
12	одно и то	4	4
13	и то же	4	4
14	только то что	2	4
15	о том что	4	4
16	с другой стороны	2	4
17	в том смысле	1	4
18	только тогда когда	2	4
19	что иное как	7	3
20	не может не	1	3
21	том смысле что	1	3
22	в самом деле	4	3
23	но потому что	1	3
24	сами по себе	3	3
25	как будто бы	1	3
26	в то же	1	3
27	так как будто	1	3
28	не есть только	2	3
29	то время как	1	3
30	т е в	7	3
31	сам по себе	3	3
32	не что иное	7	3
33	содержит в себе	4	3
34	а не сама	1	3
35	той или другой	2	3
36	не может быть	6	3
37	в то время	1	3
38	можно сказать что	3	3
39	не больше как	1	3
40	не значит что	1	3
41	крайней мере в	1	2
42	и говорить о	1	2
43	есть нечто совершенно	1	2
44	а потом уже	1	2
45	в той или	2	2
46	более или менее	1	2
47	как бы ни	2	2
48	т д и	5	2
49	имеется в виду	1	2
50	до сих пор	1	2
51	в зависимости от	1	2
52	тех или других	4	2
53	тем или другим	1	2
54	с тех пор	1	2
55	может быть только	3	2
56	и в частности	1	2
57	в данном случае	2	2
58	не только в	4	2
59	тем не менее	3	2
60	так или иначе	4	2
61	это – не	1	2
62	это не значит	1	2
63	во всяком случае	2	2
64	внутреннего и внешнего	2	2
65	есть не просто	2	2
66	есть не что	5	2
67	д и т	5	2
68	вовсе не есть	6	2
69	от того что	1	2
70	само по себе	1	2
71	я не стану	1	2
72	как же это	1	2
73	потому что они	3	2
74	то же самое	1	2
75	точки зрения и	1	1
76	но не есть	2	1
77	сейчас мы можем	1	1
78	и то что	3	1
79	по смыслу своему	2	1
80	ни с какой	1	1
81	сначала должна быть	1	1
82	от всего прочего	5	1
83	только потому что	1	1
84	того что в	1	1
85	то это значит	2	1
86	с чем не	1	1
87	т е более	1	1
88	что это значит?	2	1
89	это было бы	1	1
90	т е прежде	1	1
91	но это значит	1	1
92	равно как и	2	1
93	в определенном направлении	1	1
94	мы уже сказали	1	1
95	но это только	1	1
96	какой стороны не	1	1
97	и даже не	3	1
98	подобно тому как	4	1
99	всяком случае есть	1	1
100	так что в	3	1
101	одна из основных	1	1
102	ли сказать что	3	1
103	о том как	1	1
104	вообще что такое	1	1
105	одной стороны и	1	1
106	да и то	1	1
107	вещь есть не	1	1
108	но самое главное	2	1
109	что она есть	2	1
110	можно ли сказать	3	1
111	с какой стороны	1	1
112	вещи как вещи	3	1
113	– независимо от	1	1
114	и то и	1	1
115	сходство и различие	1	1
116	они вовсе не	1	1
117	вещи а не	1	1
118	е более или	1	1
119	то в чем	1	1
120	бы то ни	4	1
121	смысл и идея	1	1
122	на самом же	1	1
123	в себе и	1	1
124	в этом отношении	1	1
125	что не только	1	1
126	что они вообще	1	1
127	е прежде всего	1	1
128	не то как	1	1
129	значит что она	3	1
130	бы меня ни	1	1
131	не есть она	2	1
132	ни убеждали что	1	1
133	в одинаковой мере	1	1
134	– одна из	1	1
135	д все это	1	1
136	то и другое	4	1
137	вместе с тем	1	1
138	есть она сама	2	1
139	не то что	1	1
140	или иную вещь	1	1
141	что они –	1	1
142	и делает ее	1	1
143	ту или иную	2	1
144	меня ни убеждали	1	1
145	как раз в	1	1
146	что не есть	3	1
147	не к вещам	1	1
148	в данном месте	1	1
149	е в конце	1	1
150	так же как	1	1
151	содержащая в себе	1	1
152	это – такое	1	1
153	не в том	1	1
154	и как еще	1	1
155	она еще не	1	1
156	сих пор мы	1	1
157	в подлинном смысле	1	1
158	крайней мере три	1	1
159	есть не больше	1	1
160	не есть просто	4	1
161	с одной стороны	3	1
162	или другой форме	1	1
163	в конце концов	2	1
164	не просто вещь	1	1
165	не содержит в	1	1
166	была бы совершенно	1	1
167	она сама с	1	1
168	до полной неразличимости	1	1
169	можно только тогда	1	1
170	того что она	2	1
171	мы будем говорить	1	1
172	чтобы она была	1	1
173	какая разница между	1	1
174	все же не	1	1
175	общения с ним	2	1
176	я не буду	1	1
177	ни на что	1	1
178	есть не только	2	1
179	это – тоже	1	1
180	чтобы не видеть	1	1
181	сказать что она	2	1
182	на что не	1	1
183	когда мы говорим	1	1
184	в свое время	2	1
185	но и все	1	1
186	но почему же	1	1
187	не входя в	1	1
188	не только потому	1	1
189	всего прочего и	1	1
190	друг с другом	1	1
191	тут не может	1	1
192	перед нами как	1	1
193	т д все	1	1
194	и как бы	1	1
195	по сравнению с	6	1
196	то не только	2	1
197	же по себе	1	1
198	и не есть	2	1
199	все новые и	1	1
200	заключается в том	1	1
201	никто никогда не	1	1
202	то что мы	2	1
203	и что такое	1	1
204	это и есть	1	1
205	всего то что	2	1
206	но он –	1	1
207	но и нечто	1	1
208	же мы говорим	1	1
209	что и в	1	1
210	ни с чем	2	1
211	того или другого	1	1
212	вопрос о том	1	1
213	нисколько не мешает	1	1
214	каждой из них	1	1
215	но даже и	2	1
216	не только выражение	1	1
217	есть прежде всего	2	1
218	есть ли он	1	1
219	ничем не отличаются	1	1
220	что тут собственно	1	1
221	к тому что	2	1
222	и все вообще	1	1
223	понятие должно быть	1	1
224	самом же деле	1	1
225	момент в ней	2	1
226	она не может	2	1
227	новые и новые	1	1
228	по себе а	1	1
229	независимо от того	1	1
230	в другом смысле	1	1
231	в отдельности и	2	1
232	значит что я	4	1
