N	3gram	Tiupa_Anal_2	Literetu
1	то же время	2	9
2	в то же	2	9
3	не может быть	1	7
4	с одной стороны	4	6
5	в конечном счете	2	5
6	в том что	6	5
7	состоит в том	4	4
8	едва ли не	2	4
9	с другой стороны	2	4
10	с точки зрения	2	3
11	в этом отношении	3	3
12	в данном случае	5	3
13	между я и	1	3
14	по отношению к	4	3
15	речь идет о	1	3
16	на наш взгляд	1	3
17	о том что	6	2
18	присутствия в мире	2	2
19	подобно тому как	3	2
20	в этом случае	4	2
21	по крайней мере	3	2
22	одно и то	1	2
23	и то же	1	2
24	в свое время	1	2
25	тем не менее	3	2
26	особое место в	1	1
27	в сочетании с	7	1
28	не столько о	1	1
29	не знает категории	1	1
30	в нашем понимании	2	1
31	и рецептивного сознаний	1	1
32	но и не	1	1
33	мы имеем дело	3	1
34	а не с	1	1
35	не оставляющий места	1	1
36	как раз не	1	1
37	в соответствии с	2	1
38	то же самое	1	1
39	на первом слоге	1	1
40	иной парадигмы художественности	1	1
41	я в мире	1	1
42	характерно в этом	1	1
43	креативного и рецептивного	1	1
44	отношения между я	1	1
45	в отличие от	2	1
46	эстетическим субъектом и	1	1
47	только то что	1	1
48	на себе и	1	1
49	именно в нем	1	1
50	ни к какой	1	1
51	можно было бы	2	1
52	все той же	2	1
53	всем без исключения	1	1
54	и даже в	1	1
55	с этой точки	1	1
56	и то что	2	1
57	в равной мере	1	1
58	в самом начале	3	1
59	между эстетическим субъектом	2	1
60	но и его	1	1
61	в своего рода	1	1
62	в данный момент	1	1
63	оставляющий места для	1	1
64	и представляет собой	1	1
65	ударение на первом	1	1
66	и в пределах	1	1
67	во всех этих	1	1
68	имеем дело с	1	1
69	в нашем случае	1	1
70	субъектом и эстетическим	1	1
71	нам представляется что	1	1
72	приводит к тому	1	1
73	прежде всего в	1	1
74	в целом ряде	1	1
75	вполне закономерно что	1	1
76	в результате такой	1	1
77	этой точки зрения	1	1
78	а в том	1	1
79	в частности в	2	1
80	о себе не	1	1
81	все того же	1	1
82	из того же	1	1
83	и эстетическим адресатом	2	1
84	неслиянных и нераздельных	1	1
85	сказать и о	1	1
86	в свою очередь	1	1
87	то есть в	2	1
88	не только не	2	1
89	той или иной	3	1
90	единого для всех	1	1
91	в этой системе	2	1
92	своих и чужих	1	1
93	которое говоря словами	1	1
94	к тому что	1	1
95	тех или иных	2	1
96	в себе не	1	1
97	на своих и	1	1
