N	3gram	Medvedev_F_3	Hudozhes
1	о том что	1	9
2	и т п	5	8
3	то же время	7	8
4	по отношению к	3	8
5	в то же	7	8
6	в том что	3	6
7	в самом деле	4	4
8	можно было бы	1	4
9	к тому что	2	4
10	с точки зрения	14	3
11	в этом отношении	3	3
12	в связи с	4	3
13	в следующей главе	2	3
14	и в самом	1	3
15	тем не менее	2	3
16	как и в	1	3
17	в предыдущей главе	1	3
18	и т д	6	3
19	о том как	2	2
20	того или иного	1	2
21	мы уже знаем	2	2
22	что же касается	1	2
23	до сих пор	1	2
24	ту или иную	1	2
25	не только в	1	2
26	в значительной степени	1	2
27	так или иначе	1	2
28	в такой же	1	2
29	не в том	1	2
30	так и от	2	2
31	не может быть	14	2
32	на то что	1	2
33	ориентации человека в	1	2
34	связано с тем	1	1
35	дело здесь не	1	1
36	потому что он	3	1
37	одних и тех	1	1
38	уже знаем что	2	1
39	в чистом виде	1	1
40	не два а	1	1
41	на самом деле	12	1
42	но при этом	1	1
43	в этом смысле	2	1
44	то же самое	3	1
45	может быть только	2	1
46	в одной из	1	1
47	именно в этом	1	1
48	в таком случае	1	1
49	и в то	2	1
50	с самого начала	1	1
51	до известной степени	2	1
52	сами по себе	2	1
53	же время не	1	1
54	на самом же	2	1
55	в отличие от	2	1
56	при этом не	1	1
57	к тому чтобы	1	1
58	в данное время	1	1
59	здесь не в	1	1
60	занимает место в	1	1
61	как и все	2	1
62	с этой точки	1	1
63	и тех же	1	1
64	в это время	1	1
65	и что в	1	1
66	в русскую литературу	1	1
67	и по отношению	1	1
68	не потому что	1	1
69	как по отношению	1	1
70	не сводится к	1	1
71	в высшей степени	2	1
72	в конце концов	2	1
73	можно говорить об	1	1
74	только один из	1	1
75	объясняется тем что	1	1
76	так и в	2	1
77	форма но в	1	1
78	как впрочем и	1	1
79	во всяком случае	6	1
80	не только на	1	1
81	самом же деле	2	1
82	в данном случае	4	1
83	входит в жизнь	1	1
84	этой точки зрения	1	1
85	с тем что	1	1
86	не только не	2	1
87	но все же	1	1
88	жизни в то	1	1
89	ее осуществления в	1	1
90	того чтобы создать	1	1
91	и быть не	1	1
92	с одной стороны	1	1
93	же как мы	2	1
94	так и по	1	1
95	друг с другом	1	1
96	же и только	1	1
97	друг друга и	1	1
98	она не может	1	1
99	себе и своей	1	1
100	формы и содержания	2	1
