N	3gram	Bakhtin_Pr_3	Literetu
1	то же время	12	7
2	в то же	12	7
3	в этом отношении	1	5
4	в отличие от	2	5
5	к тому же	2	5
6	по отношению к	5	4
7	в данном случае	1	4
8	о том что	2	4
9	в том что	1	4
10	с точки зрения	4	3
11	не может быть	6	3
12	то что я	2	2
13	и другого в	1	2
14	к себе самому	14	2
15	в самом деле	3	2
16	подобно тому как	2	2
17	какого бы то	1	2
18	потому что не	1	2
19	бы то ни	4	2
20	то ни было	4	2
21	с другой стороны	3	2
22	и вместе с	1	2
23	и в самом	3	2
24	той или иной	2	2
25	тем что он	2	2
26	но и не	1	2
27	на то что	1	2
28	обратим внимание на	1	2
29	одних и тех	1	1
30	хотя и не	1	1
31	в той или	2	1
32	он сам не	1	1
33	а прежде всего	2	1
34	как бы не	1	1
35	отношение к себе	3	1
36	на самом деле	10	1
37	так и не	1	1
38	и к тому	2	1
39	как будто бы	1	1
40	оно должно быть	1	1
41	хотя бы и	2	1
42	вместе с тем	2	1
43	себя самого в	1	1
44	то что в	1	1
45	и т п	6	1
46	в другом и	1	1
47	все выше и	1	1
48	почти никогда не	1	1
49	и то что	1	1
50	и тех же	1	1
51	в значительной степени	1	1
52	может быть не	1	1
53	вообще не знает	1	1
54	как бы уже	2	1
55	возвращает нас к	1	1
56	найти себя и	1	1
57	и в целом	1	1
58	но при этом	1	1
59	в себе как	1	1
60	и только в	1	1
61	и цельный образ	1	1
62	не только для	1	1
63	себе самому как	1	1
64	я и другого	1	1
65	но и с	1	1
66	вопрос о том	1	1
67	и наконец в	2	1
68	он и не	2	1
69	как бы в	1	1
70	для того чтобы	1	1
71	и в том	1	1
72	на вопрос что	1	1
73	что он все	1	1
74	и при всей	1	1
75	в свою очередь	1	1
76	что у меня	3	1
77	но и для	1	1
78	не только не	1	1
79	в каждом своем	1	1
80	может и не	1	1
81	самим собой не	1	1
82	это как бы	1	1
83	никогда не бывает	2	1
84	к тому что	1	1
85	в отношении к	7	1
86	сама по себе	2	1
87	тем не менее	2	1
88	с ними а	2	1
89	что он в	2	1
90	в глубине души	1	1
91	здесь мы уже	1	1
