N	2gram	Losev_Dial_3	Hudozhes
1	том что	8	16
2	и в	24	14
3	так и	5	13
4	не только	23	12
5	при этом	2	12
6	о том	6	12
7	в том	5	12
8	а не	26	12
9	и т	24	11
10	в себе	2	11
11	в этом	8	11
12	прежде всего	8	11
13	для него	4	10
14	то же	6	9
15	как и	7	9
16	что он	13	9
17	в качестве	1	9
18	у него	2	9
19	то что	14	8
20	же время	3	8
21	ничего не	17	8
22	в его	2	8
23	в то	5	8
24	еще не	2	7
25	тогда как	1	7
26	это не	4	7
27	не в	3	7
28	казалось бы	1	7
29	личности в	2	7
30	к тому	4	7
31	быть может	3	7
32	уже не	5	7
33	именно в	2	7
34	не может	19	7
35	как бы	3	7
36	а в	2	7
37	было бы	5	6
38	никогда не	7	6
39	что в	7	6
40	самом деле	6	5
41	с его	2	5
42	перед нами	3	5
43	но в	2	5
44	об этом	6	5
45	ни в	9	5
46	точки зрения	25	5
47	не менее	11	5
48	и его	5	5
49	потому что	7	5
50	и он	2	5
51	только в	5	5
52	друг друга	3	5
53	может быть	13	5
54	но и	9	5
55	в частности	2	5
56	в этих	1	5
57	одновременно и	1	5
58	жизни и	5	5
59	к другому	1	4
60	мы уже	3	4
61	и о	3	4
62	в ней	2	4
63	а только	1	4
64	в своем	3	4
65	и к	5	4
66	то в	2	4
67	в самом	7	4
68	та же	1	4
69	на то	3	4
70	что она	9	4
71	он не	5	4
72	и с	6	4
73	несмотря на	2	4
74	тем не	10	4
75	тому что	4	4
76	с ним	1	4
77	она не	3	4
78	по своей	1	4
79	связи с	1	4
80	и это	4	4
81	можно сказать	1	4
82	того что	12	4
83	себя в	2	4
84	из них	3	4
85	как раз	7	4
86	не было	3	4
87	и все	6	4
88	бытия и	2	4
89	только что	4	4
90	т е	48	4
91	и от	3	4
92	речь идет	1	3
93	по преимуществу	1	3
94	с точки	14	3
95	не имеют	2	3
96	едва ли	1	3
97	говорить о	4	3
98	в мире	1	3
99	и на	3	3
100	в ее	1	3
101	отнюдь не	10	3
102	идет о	1	3
103	как к	1	3
104	все же	3	3
105	но он	1	3
106	в нем	3	3
107	т д	23	3
108	и по	2	3
109	на этом	2	3
110	его в	1	3
111	с этим	3	3
112	даже в	1	3
113	и смерти	1	3
114	в своих	2	3
115	ничем не	7	3
116	такой же	1	3
117	она в	1	3
118	все эти	3	3
119	о природе	1	3
120	тем что	3	3
121	этом отношении	1	3
122	для себя	2	3
123	как мы	2	3
124	и когда	2	3
125	что у	2	3
126	если бы	6	3
127	о нем	4	3
128	в лице	1	3
129	же в	2	3
130	но не	2	3
131	в т	1	3
132	и даже	13	3
133	со стороны	2	3
134	превращается в	6	3
135	то и	3	3
136	в связи	1	3
137	по своему	1	3
138	и для	2	3
139	от него	1	3
140	или не	5	3
141	может и	2	3
142	в таком	14	3
143	к этой	2	3
144	я и	2	2
145	говоря о	1	2
146	например в	2	2
147	же как	2	2
148	начинается с	1	2
149	на самом	1	2
150	только потому	2	2
151	в их	2	2
152	той же	3	2
153	для своего	1	2
154	мы не	5	2
155	вопрос о	5	2
156	же мере	1	2
157	и личность	1	2
158	но как	2	2
159	конечном счете	1	2
160	себе и	1	2
161	в одной	3	2
162	хотя и	5	2
163	так или	2	2
164	так в	2	2
165	только на	7	2
166	они в	1	2
167	ясно что	7	2
168	того или	3	2
169	по себе	20	2
170	одной из	1	2
171	все равно	2	2
172	должно быть	3	2
173	в такой	1	2
174	от себя	4	2
175	сих пор	1	2
176	все это	6	2
177	как от	1	2
178	для нее	1	2
179	как все	3	2
180	они не	2	2
181	не о	2	2
182	не имеет	11	2
183	одна из	3	2
184	заметить что	1	2
185	тех кто	1	2
186	на него	1	2
187	что на	1	2
188	не знаем	1	2
189	все еще	2	2
190	природы если	3	2
191	с ее	1	2
192	здесь не	1	2
193	в себя	1	2
194	на вопрос	1	2
195	и поэтому	1	2
196	внимание на	1	2
197	никак не	2	2
198	и что	15	2
199	до сих	1	2
200	в конечном	1	2
201	в него	1	2
202	но с	1	2
203	и потому	2	2
204	и так	1	2
205	так что	8	2
206	мы знаем	3	2
207	а то	1	2
208	у нее	1	2
209	при всей	1	2
210	явно не	1	2
211	или иначе	2	2
212	с той	1	2
213	себя и	2	2
214	что не	5	2
215	и личностного	1	2
216	или с	1	2
217	ближе к	1	2
218	характера и	1	2
219	что же	11	2
220	да и	1	2
221	в это	1	2
222	и не	27	2
223	с этой	5	2
224	видно что	1	2
225	нет ничего	9	2
226	в результате	1	2
227	о котором	1	2
228	своей собственной	1	2
229	то о	1	2
230	о высших	1	2
231	ни к	3	2
232	личности и	5	2
233	не знает	3	2
234	легко заметить	1	2
235	или иного	2	2
236	это так	1	2
237	но еще	2	2
238	которая не	1	2
239	может или	1	1
240	в сфере	1	1
241	таком случае	10	1
242	и то	4	1
243	к сказанному	1	1
244	это и	7	1
245	в первом	2	1
246	еще тысяча	1	1
247	он всегда	1	1
248	исходит из	2	1
249	ведь и	1	1
250	высшей степени	1	1
251	какими бы	1	1
252	то самое	1	1
253	и за	1	1
254	по его	1	1
255	также и	2	1
256	его не	2	1
257	ценности но	1	1
258	общества и	1	1
259	что уже	1	1
260	ответить на	1	1
261	есть нечто	23	1
262	в сущности	10	1
263	но она	3	1
264	я не	6	1
265	о чистом	1	1
266	хотя бы	4	1
267	что можно	2	1
268	же что	1	1
269	в каждой	1	1
270	школы по	1	1
271	начало и	2	1
272	на них	2	1
273	что его	5	1
274	в чем	4	1
275	мы еще	1	1
276	смог бы	1	1
277	очевидно и	1	1
278	бы в	2	1
279	от характера	1	1
280	в сторону	1	1
281	же она	3	1
282	есть по	1	1
283	в общем	1	1
284	тут же	1	1
285	нет и	4	1
286	в свои	1	1
287	средних веков	1	1
288	не буду	5	1
289	категория личности	1	1
290	и я	3	1
291	чем же	1	1
292	его на	2	1
293	что именно	3	1
294	вот мы	1	1
295	стороны и	1	1
296	о жизни	1	1
297	однако не	2	1
298	бы я	1	1
299	сознания в	2	1
300	и как	8	1
301	это тоже	1	1
302	быть выявлена	1	1
303	не кажется	1	1
304	от этого	1	1
305	в этот	1	1
306	к чему	1	1
307	в которой	1	1
308	точку зрения	1	1
309	из жизни	1	1
310	когда знаешь	1	1
311	из этих	2	1
312	вопрос что	1	1
313	эпохи и	1	1
314	только один	1	1
315	во многих	1	1
316	внимания к	1	1
317	но ведь	1	1
318	но на	2	1
319	корнями в	1	1
320	вообще не	2	1
321	должен обратиться	1	1
322	всех этих	1	1
323	он должен	3	1
324	же это	1	1
325	не как	1	1
326	понятий и	1	1
327	в силу	3	1
328	и вот	2	1
329	с таким	1	1
330	сказал что	1	1
331	содержит в	1	1
332	наших глазах	1	1
333	бытия это	1	1
334	его от	1	1
335	что ни	1	1
336	и этот	1	1
337	поскольку она	1	1
338	от нее	1	1
339	то ни	1	1
340	что все	14	1
341	таком же	1	1
342	ли по	1	1
343	а как	1	1
344	xvii в	1	1
345	истории и	4	1
346	весь мир	1	1
347	и тем	2	1
348	то сердце	1	1
349	не чем	1	1
350	на свои	3	1
351	и характера	1	1
352	далеко не	1	1
353	мира где	2	1
354	как об	1	1
355	личности не	1	1
356	этого не	2	1
357	в слове	3	1
358	и вопреки	1	1
359	и уже	2	1
360	которой он	1	1
361	она действительно	2	1
362	он и	3	1
363	до степени	2	1
364	между собою	1	1
365	на лошади	1	1
366	в чистом	1	1
367	как таковой	2	1
368	нисколько не	1	1
369	лучше всего	1	1
370	на первый	4	1
371	или менее	1	1
372	с жизненной	1	1
373	мы как	2	1
374	на других	1	1
375	я его	1	1
376	и без	3	1
377	место в	1	1
378	они уже	1	1
379	признать что	1	1
380	и другого	1	1
381	и уж	2	1
382	пока только	1	1
383	в одном	1	1
384	друг другу	1	1
385	иным как	1	1
386	не его	1	1
387	и более	1	1
388	их в	2	1
389	не тем	1	1
390	и предполагает	1	1
391	знает ни	1	1
392	чем собственно	3	1
393	тому чтобы	1	1
394	идти не	1	1
395	что этот	2	1
396	бы быть	2	1
397	бы но	1	1
398	это вопрос	1	1
399	нас к	2	1
400	раз и	3	1
401	иной раз	2	1
402	вовсе не	13	1
403	в отношении	1	1
404	чистом виде	1	1
405	так как	6	1
406	вплоть до	1	1
407	но они	2	1
408	тем самым	3	1
409	что эта	1	1
410	мира не	1	1
411	как о	4	1
412	я вполне	1	1
413	что их	2	1
414	в науке	1	1
415	а тогда	1	1
416	в основе	3	1
417	и имеет	1	1
418	только не	10	1
419	каждый из	1	1
420	жизни не	1	1
421	отнестись к	1	1
422	в самой	1	1
423	этих двух	1	1
424	может уже	1	1
425	такая же	1	1
426	же он	2	1
427	ничто не	2	1
428	перед ним	1	1
429	в движении	1	1
430	только от	2	1
431	не могут	4	1
432	когда мы	2	1
433	могут быть	2	1
434	я сам	1	1
435	же самое	1	1
436	уже было	1	1
437	всегда есть	5	1
438	всего в	1	1
439	что оно	7	1
440	за что	1	1
441	как для	1	1
442	тот и	1	1
443	если же	8	1
444	говорит о	4	1
445	существования но	1	1
446	на наших	1	1
447	хочется чтобы	1	1
448	и которая	1	1
449	из всего	1	1
450	и писем	1	1
451	иной чем	1	1
452	в виду	7	1
453	и служит	1	1
454	данном случае	1	1
455	книги и	1	1
456	и говорит	1	1
457	достаточно чтобы	1	1
458	того и	2	1
459	в споре	1	1
460	мог бы	1	1
461	во многом	1	1
462	достаточно было	2	1
463	чем у	1	1
464	жизнь и	4	1
465	иной личности	1	1
466	даже не	6	1
467	или только	4	1
468	впоследствии и	1	1
469	в личности	1	1
470	требует для	1	1
471	как выразить	1	1
472	для нас	2	1
473	с другой	4	1
474	нас в	2	1
475	нет это	2	1
476	он берет	1	1
477	все в	1	1
478	мы о	1	1
479	во всех	1	1
480	и хорошо	1	1
481	на одном	1	1
482	и только	6	1
483	в другой	1	1
484	наконец в	1	1
485	в лучшем	1	1
486	и она	2	1
487	но так	1	1
488	но тут	1	1
489	как например	2	1
490	тот же	1	1
491	личности с	1	1
492	не останется	1	1
493	все той	1	1
494	всяком случае	2	1
495	и ее	3	1
496	их не	2	1
497	в общий	1	1
498	с одной	3	1
499	с какой	1	1
500	же и	2	1
501	есть в	3	1
502	более или	1	1
503	и у	2	1
504	и они	2	1
505	всегда предполагает	1	1
506	но совершенно	2	1
507	это опять-таки	2	1
508	но для	2	1
509	личности мы	1	1
510	этот взгляд	1	1
511	эти два	1	1
512	одно из	5	1
513	представить себе	1	1
514	и та	1	1
515	сами по	3	1
516	в такое	1	1
517	из нее	2	1
518	никакого отношения	3	1
519	и никогда	1	1
520	есть именно	6	1
521	тогда в	1	1
522	он один	2	1
523	в особенности	7	1
524	из двух	3	1
525	тотчас же	1	1
526	живой и	1	1
527	сюда же	1	1
528	говорить и	2	1
529	эти две	3	1
530	еще и	2	1
531	что для	5	1
532	обратиться к	1	1
533	церкви и	1	1
534	человека но	1	1
535	одной стороны	3	1
536	не на	6	1
537	пока что	1	1
538	вопросе о	2	1
539	здесь очевидно	1	1
540	что мы	8	1
541	одна и	1	1
542	не смог	1	1
543	здесь именно	2	1
544	не видит	1	1
545	о себе	2	1
546	будто у	1	1
547	как это	5	1
548	но все	1	1
549	из которых	3	1
550	в природе	2	1
551	о чем	1	1
552	в данном	2	1
553	своей и	2	1
554	если оно	4	1
555	он будет	3	1
556	она есть	10	1
557	себя то	1	1
558	здесь имеется	1	1
559	и всей	1	1
560	быть только	2	1
561	происходит в	1	1
562	на свете	3	1
563	каждой отдельной	1	1
564	том смысле	1	1
565	быть не	2	1
566	внешнего мира	1	1
567	с очень	1	1
568	только о	3	1
569	например от	1	1
570	было ни	2	1
571	но это	5	1
572	в который	2	1
573	в смысле	2	1
574	тут тоже	1	1
575	не мог	1	1
576	не получает	1	1
577	и скоро	1	1
578	имеют для	1	1
579	об этих	1	1
580	но когда	1	1
581	души в	1	1
582	со своей	1	1
583	не более	1	1
584	тем более	3	1
585	не будучи	1	1
586	зрения в	2	1
587	как показывает	1	1
588	было просто	1	1
589	есть продукт	1	1
590	но вот	2	1
591	всегда только	1	1
592	к ее	1	1
593	нами не	1	1
594	нельзя уже	1	1
595	мыслит себя	1	1
596	от своего	2	1
597	сказать что	4	1
598	а ведь	1	1
599	это на	1	1
600	у людей	1	1
601	с такой	1	1
602	какая же	1	1
603	чем иным	1	1
604	из этого	2	1
605	и солнце	1	1
606	и две	1	1
607	самосознания и	2	1
608	ни на	3	1
609	и эта	1	1
610	я могу	1	1
611	который не	2	1
612	во всяком	2	1
613	и личности	1	1
614	все что	3	1
615	этой точки	2	1
