N	2gram	Trubetskoy_1	VelikijI
1	и не	8	20
2	и в	26	16
3	так как	9	9
4	то что	7	9
5	еще не	2	8
6	к богу	3	8
7	от бога	2	8
8	что они	1	7
9	на земле	1	7
10	а не	5	7
11	и потому	6	7
12	к людям	1	6
13	человека и	1	6
14	не есть	1	6
15	но и	9	5
16	того что	3	5
17	религиозного сознания	6	5
18	в мире	5	5
19	бога и	4	5
20	все это	6	5
21	как бы	12	5
22	и есть	1	4
23	в образе	2	4
24	добра и	2	4
25	в его	5	4
26	в этом	15	4
27	что он	4	4
28	потому что	7	4
29	в нем	4	4
30	так и	6	4
31	что все	4	4
32	с богом	1	4
33	как и	1	4
34	что мы	2	4
35	в котором	4	4
36	всех существ	1	4
37	в ней	1	4
38	и все	2	4
39	все что	2	4
40	от этого	1	3
41	этого мира	1	3
42	и что	4	3
43	хотя бы	3	3
44	как не	1	3
45	лишь в	5	3
46	в чем	1	3
47	с его	2	3
48	во всех	2	3
49	что и	6	3
50	в том	11	3
51	тот же	2	3
52	но в	7	3
53	бы и	1	3
54	все эти	6	3
55	они в	2	3
56	в конце	6	3
57	их в	1	3
58	в своей	1	3
59	в жизни	1	3
60	ни в	1	3
61	в них	2	3
62	не было	2	3
63	должно быть	1	3
64	если не	2	3
65	в этих	4	3
66	нет ничего	1	3
67	не в	2	3
68	к чему	1	3
69	этих трех	1	3
70	но это	1	3
71	не имеет	5	3
72	никогда не	5	3
73	превращается в	2	3
74	и для	5	3
75	к тому	6	3
76	жизни и	2	3
77	что в	9	3
78	людей в	1	3
79	а между	1	2
80	и это	2	2
81	того чтобы	5	2
82	во главе	1	2
83	это мы	1	2
84	и за	1	2
85	его не	2	2
86	превратились в	1	2
87	мы не	1	2
88	что от	1	2
89	с ним	1	2
90	под этим	1	2
91	и во	1	2
92	так для	1	2
93	к нам	1	2
94	между тем	2	2
95	вслед за	2	2
96	от этих	1	2
97	не с	2	2
98	материалом для	1	2
99	его к	1	2
100	только в	4	2
101	религиозное сознание	2	2
102	отверг и	1	2
103	в себя	1	2
104	конечно не	2	2
105	уже не	3	2
106	не только	10	2
107	на этих	1	2
108	вера в	1	2
109	не так	1	2
110	для него	3	2
111	не к	2	2
112	для людей	1	2
113	не могли	1	2
114	и никогда	1	2
115	тем что	1	2
116	а остальные	1	2
117	это не	1	2
118	а с	7	2
119	и люди	2	2
120	прежде всего	2	2
121	с тем	18	2
122	мы и	1	2
123	один из	2	2
124	богу и	2	2
125	и тогда	4	2
126	мира в	1	2
127	с абсолютным	1	2
128	есть обман	1	2
129	не могут	2	2
130	значения и	1	2
131	да и	1	2
132	том что	7	2
133	людей и	2	2
134	давно уже	1	2
135	под разными	2	2
136	а в	4	2
137	но не	8	2
138	могут быть	1	2
139	и зла	1	2
140	без бога	3	2
141	во всяком	6	2
142	всегда в	1	1
143	и своих	1	1
144	прибавить к	1	1
145	от этой	1	1
146	речь идет	1	1
147	эта новая	1	1
148	и спасения	1	1
149	имя этого	1	1
150	исторического христианства	1	1
151	в виду	2	1
152	для себя	1	1
153	в ее	1	1
154	еще тогда	1	1
155	которых этот	1	1
156	и до	1	1
157	роль в	1	1
158	значение в	1	1
159	если они	1	1
160	имя его	2	1
161	то же	4	1
162	и могут	1	1
163	и злым	1	1
164	их и	1	1
165	на путь	1	1
166	живет в	1	1
167	бытие не	1	1
168	в результате	3	1
169	по сравнению	2	1
170	что уже	1	1
171	превратившись в	1	1
172	основана на	1	1
173	остается не	1	1
174	любовью к	1	1
175	и ее	1	1
176	не был	1	1
177	же что	1	1
178	кто же	1	1
179	любви ко	1	1
180	в их	1	1
181	и на	2	1
182	после того	1	1
183	целого сонма	1	1
184	бы то	2	1
185	любви к	1	1
186	жизни с	1	1
187	природы и	1	1
188	все в	1	1
189	что оно	4	1
190	к нему	7	1
191	он отверг	1	1
192	идет к	1	1
193	от них	2	1
194	если в	3	1
195	в новом	2	1
196	а потому	1	1
197	тогда как	1	1
198	что человек	1	1
199	бы в	1	1
200	крайней мере	5	1
201	них ничего	1	1
202	мире и	1	1
203	и свободное	1	1
204	происхождение и	1	1
205	которыми можно	1	1
206	как в	1	1
207	и мир	2	1
208	в своем	3	1
209	с именем	2	1
210	все же	6	1
211	но с	3	1
212	сделать это	1	1
213	могли бы	1	1
214	мы видим	1	1
215	с ними	1	1
216	в разные	1	1
217	и так	1	1
218	опять выступает	1	1
219	в самом	4	1
220	у них	3	1
221	в которой	3	1
222	что это	3	1
223	на людей	1	1
224	их не	1	1
225	богом и	2	1
226	бога в	1	1
227	тоже не	1	1
228	и этими	1	1
229	в этой	4	1
230	уже в	2	1
231	в которую	1	1
232	наказание за	1	1
233	в религиозном	7	1
234	тем чтобы	5	1
235	в виде	4	1
236	и если	3	1
237	призыва к	1	1
238	перестает быть	2	1
239	чем у	1	1
240	многим из	1	1
241	получается в	1	1
242	не для	1	1
243	существует и	1	1
244	от людей	2	1
245	отношение к	5	1
246	человека когда	1	1
247	бытия и	1	1
248	у него	1	1
249	и по	4	1
250	на этом	1	1
251	так легко	1	1
252	и вместе	4	1
253	человека в	1	1
254	же пути	1	1
255	на нее	3	1
256	для того	5	1
257	то ни	2	1
258	не были	1	1
259	и с	10	1
260	ней и	1	1
261	себя не	1	1
262	не надо	1	1
263	и менее	1	1
264	от неба	1	1
265	с другой	8	1
266	есть не	1	1
