N	2gram	Nazirov_Tv_2	VelikijI
1	во имя	1	32
2	и не	9	20
3	и в	20	16
4	так как	3	9
5	то что	3	9
6	еще не	5	8
7	к богу	1	8
8	в истории	2	8
9	от бога	1	8
10	что они	4	7
11	на земле	1	7
12	а не	6	7
13	и потому	4	7
14	человека и	3	6
15	не есть	1	6
16	великом инквизиторе	3	5
17	на себя	1	5
18	но и	8	5
19	хотя и	4	5
20	в мире	5	5
21	бога и	1	5
22	все это	6	5
23	как бы	11	5
24	и есть	2	4
25	в образе	3	4
26	говорить о	2	4
27	в его	10	4
28	и я	1	4
29	в этом	8	4
30	что он	6	4
31	потому что	7	4
32	о великом	3	4
33	в нем	3	4
34	так и	6	4
35	что все	1	4
36	что не	3	4
37	как и	6	4
38	в котором	3	4
39	в силах	2	4
40	это еще	1	4
41	и что	2	3
42	то это	1	3
43	лишь в	1	3
44	в чем	4	3
45	с его	1	3
46	во всех	1	3
47	мы же	1	3
48	что и	1	3
49	в том	8	3
50	тот же	1	3
51	но в	4	3
52	все эти	4	3
53	истории человечества	1	3
54	от которого	1	3
55	в конце	6	3
56	их в	2	3
57	в своей	6	3
58	и мы	3	3
59	в жизни	1	3
60	ни в	1	3
61	в них	1	3
62	не было	2	3
63	должно быть	1	3
64	если не	4	3
65	всемирной истории	1	3
66	в этих	1	3
67	нет ничего	3	3
68	в первый	1	3
69	что я	2	3
70	не в	4	3
71	любовь к	1	3
72	тому что	1	3
73	но это	5	3
74	человечества и	1	3
75	не имеет	1	3
76	никогда не	11	3
77	первый раз	1	3
78	превращается в	3	3
79	и для	1	3
80	к тому	1	3
81	что в	7	3
82	а между	1	2
83	и это	3	2
84	нем нет	1	2
85	не имел	1	2
86	лишь из	1	2
87	и сам	5	2
88	и т	13	2
89	можно было	1	2
90	и за	1	2
91	мы не	4	2
92	когда в	1	2
93	что от	1	2
94	в последнем	1	2
95	с ним	3	2
96	ее и	1	2
97	между тем	3	2
98	ивана карамазова	8	2
99	нет и	2	2
100	от этих	1	2
101	не с	1	2
102	нас за	2	2
103	его к	1	2
104	только в	2	2
105	в себя	1	2
106	совесть и	1	2
107	уже не	3	2
108	не только	13	2
109	на этих	1	2
110	сто тысяч	1	2
111	его и	2	2
112	не так	2	2
113	для него	3	2
114	не к	1	2
115	для людей	1	2
116	не могли	2	2
117	и никогда	1	2
118	тем что	3	2
119	ценности и	1	2
120	это не	7	2
121	т д	11	2
122	а с	3	2
123	и люди	1	2
124	прежде всего	8	2
125	для них	1	2
126	мы и	1	2
127	один из	3	2
128	и тогда	2	2
129	я говорю	1	2
130	не могут	1	2
131	является в	1	2
132	самого себя	1	2
133	личность как	1	2
134	одна из	3	2
135	в бога	1	2
136	том что	4	2
137	а к	1	2
138	для нас	1	2
139	от него	1	2
140	давно уже	2	2
141	это все	2	2
142	а в	4	2
143	но не	5	2
144	человечества на	1	2
145	легенда о	4	2
146	в духе	4	2
147	могут быть	2	2
148	во всяком	2	2
149	от этой	2	1
150	если б	1	1
151	эта идея	1	1
152	речь идет	1	1
153	кто бы	1	1
154	человечества о	1	1
155	как мы	1	1
156	быть может	3	1
157	христа на	1	1
158	в виду	1	1
159	в сердце	1	1
160	для себя	1	1
161	в ее	2	1
162	ты и	1	1
163	это случилось	1	1
164	и до	1	1
165	роль в	2	1
166	он всегда	2	1
167	значение в	1	1
168	то же	7	1
169	живет в	1	1
170	из всего	1	1
171	в результате	1	1
172	и тут	1	1
173	что уже	1	1
174	самой жизни	1	1
175	и вообще	2	1
176	своей любовью	1	1
177	не была	1	1
178	говорят что	1	1
179	я не	2	1
180	и ее	2	1
181	не был	1	1
182	же что	1	1
183	меня в	1	1
184	если хочешь	1	1
185	в их	3	1
186	и на	5	1
187	он был	1	1
188	с ненавистью	1	1
189	отказ от	1	1
190	любви к	3	1
191	истории в	1	1
192	что оно	1	1
193	но как	1	1
194	человек был	1	1
