N	3gram	Medvedev_F_1	Dialekti
1	и т д	8	15
2	с точки зрения	13	8
3	это значит что	1	8
4	сама по себе	2	7
5	в том что	1	6
6	в связи с	2	4
7	то же время	8	4
8	с другой стороны	1	4
9	и может быть	1	3
10	не может не	1	3
11	сами по себе	2	3
12	в то же	8	3
13	может быть и	3	3
14	т е в	1	3
15	по себе не	1	3
16	не может быть	5	3
17	мы уже знаем	1	3
18	более или менее	6	2
19	как бы ни	3	2
20	до сих пор	6	2
21	в зависимости от	2	2
22	и т п	4	2
23	и все в	1	2
24	говоря уже о	1	2
25	как и все	2	2
26	и в частности	2	2
27	в данном случае	1	2
28	тем не менее	1	2
29	так или иначе	1	2
30	во всяком случае	4	2
31	вовсе не есть	1	2
32	от того что	1	2
33	в широком смысле	1	2
34	та или иная	1	2
35	с самого начала	1	2
36	не выходя за	1	2
37	в нем и	2	2
38	не говоря уже	1	2
39	что и до	1	1
40	уже знаем что	1	1
41	это то что	1	1
42	в душе и	1	1
43	оно должно предстать	1	1
44	т е оно	1	1
45	на самом деле	6	1
46	и до сих	1	1
47	в этом смысле	1	1
48	в том и	1	1
49	а не по	1	1
50	одной стороны и	4	1
51	же как и	1	1
52	во что бы	2	1
53	в этом пункте	2	1
54	и не может	2	1
55	они вовсе не	1	1
56	и в то	1	1
57	изображения т е	1	1
58	как голое и	1	1
59	бы то ни	3	1
60	но и в	1	1
61	на самом же	1	1
62	бы оно было	2	1
63	в этом отношении	1	1
64	и извне и	1	1
65	со всех сторон	1	1
66	вместе с тем	1	1
67	в это время	1	1
68	что бы то	2	1
69	чтобы убедиться в	2	1
70	так же как	1	1
71	что на самом	1	1
72	прежде всего чисто	1	1
73	и с точки	1	1
74	с одной стороны	4	1
75	самом деле это	1	1
76	то ни стало	2	1
77	и в этом	2	1
78	в последнее время	1	1
79	даже и на	1	1
80	все более и	2	1
81	е таких которые	1	1
82	только через нее	1	1
83	время может быть	1	1
84	в одном месте	1	1
85	в том отношении	1	1
86	и в том	1	1
87	т е как	2	1
88	именно в том	1	1
89	и пр и	2	1
90	время никогда не	1	1
91	того или иного	2	1
92	т е самое	1	1
93	как и всякая	2	1
94	все это не	1	1
95	и как бы	1	1
96	по сравнению с	1	1
97	заключается в том	1	1
98	это и не	1	1
99	всего того что	1	1
100	связи с этим	2	1
101	что и в	1	1
102	т е он	1	1
103	более и более	2	1
104	не менее в	1	1
105	но все же	1	1
106	том отношении что	1	1
107	каждой из них	1	1
108	но даже и	1	1
109	прежде всего это	1	1
110	взятые сами по	1	1
111	же время никогда	1	1
112	до тех пор	1	1
113	может и не	1	1
114	не только на	1	1
115	литература но и	1	1
116	но все эти	1	1
117	к тому что	1	1
118	и ни на	1	1
119	и пр все	2	1
120	самом же деле	1	1
121	воли и чувства	1	1
122	во всех своих	1	1
123	т е таких	1	1
124	не в этом	1	1
125	в жизни и	1	1
126	в отдельности и	1	1
127	т е самого	1	1
