N	3gram	Bakhtin_Fr_2	VerxiiNi
1	с одной стороны	3	7
2	с точки зрения	5	6
3	во всяком случае	2	6
4	до сих пор	4	5
5	друг с другом	1	5
6	для того чтобы	1	5
7	о том что	3	4
8	но все же	2	4
9	в конце концов	1	3
10	в том что	1	3
11	сих пор еще	2	2
12	но все это	1	2
13	в этом отношении	3	2
14	в значительной мере	1	2
15	по сравнению с	2	2
16	таким образом в	1	2
17	то же время	6	2
18	можно сказать что	2	2
19	на то что	1	2
20	в то же	6	2
21	было конечно очень	1	1
22	несколько иной характер	1	1
23	что один и	1	1
24	по отношению к	1	1
25	имеем в виду	2	1
26	одной из этих	1	1
27	в настоящее время	1	1
28	и будущее он	1	1
29	конечно очень много	1	1
30	в эту эпоху	4	1
31	и в то	2	1
32	до известной степени	1	1
33	пор еще недостаточно	1	1
34	в первую очередь	1	1
35	с этого момента	1	1
36	а в области	1	1
37	в области отношения	1	1
38	в xvii веке	10	1
39	уже говорили о	1	1
40	но в то	3	1
41	рождение и смерть	1	1
42	оказывается что все	1	1
43	то что вполне	1	1
44	потому что в	1	1
45	не только как	1	1
46	таким образом он	1	1
47	все более и	1	1
48	мы уже говорили	5	1
49	не только от	1	1
50	в одну из	1	1
51	что касается до	1	1
52	с другой стороны	3	1
53	мы видели что	1	1
54	с богами и	1	1
55	один и тот	1	1
56	только то что	2	1
57	не может быть	4	1
58	всяком случае в	1	1
59	так и в	1	1
60	в этом последнем	1	1
61	во всех других	2	1
62	не только не	1	1
63	более и более	1	1
64	он как бы	2	1
65	здесь говорить не	1	1
66	мы имеем в	1	1
67	области отношения к	1	1
68	после того как	1	1
69	то есть о	1	1
70	точки соприкосновения с	1	1
71	только тогда когда	1	1
72	и тот же	1	1
73	связи и с	1	1
