N	3gram	Losev_Vlad_1	Psycholo
1	в том что	7	9
2	не может быть	3	8
3	на то что	4	8
4	и т д	2	8
5	в самом деле	1	7
6	в том чтобы	2	7
7	о том что	7	7
8	во всяком случае	2	6
9	заключается в том	1	6
10	то время как	1	5
11	в то время	2	5
12	с другой стороны	3	5
13	с одной стороны	1	5
14	для того чтобы	2	5
15	и той же	1	3
16	указывает на то	1	3
17	одной и той	1	3
18	то что у	2	3
19	в конце концов	3	3
20	что у него	2	3
21	не только не	1	3
22	более или менее	3	2
23	в настоящее время	1	2
24	в этом смысле	4	2
25	в этом отношении	1	2
26	вместе с тем	1	2
27	а в том	1	2
28	так и в	1	2
29	смысле этого слова	1	2
30	по этому поводу	1	2
31	тем не менее	2	2
32	он не только	2	2
33	случае не может	1	2
34	что и в	2	2
35	и в конце	1	1
36	потому что как	1	1
37	а следовательно и	1	1
38	тех пор пока	1	1
39	в которой он	1	1
40	в те времена	5	1
41	мы имеем дело	1	1
42	потому что в	1	1
43	как и теперь	1	1
44	уже не может	1	1
45	если бы мы	1	1
46	дело в том	4	1
47	на основании всех	1	1
48	так как в	1	1
49	и в особенности	1	1
50	том что он	2	1
51	в том же	1	1
52	объясняется то что	1	1
53	в одной плоскости	1	1
54	но и у	1	1
55	у него есть	1	1
56	в связи со	2	1
57	виде в каком	1	1
58	что я хочу	1	1
59	в значительной мере	1	1
60	к жизни и	1	1
61	и то что	4	1
62	он никогда не	1	1
63	в это время	1	1
64	в этой области	1	1
65	не потому что	1	1
66	не только в	2	1
67	то и вообще	1	1
68	человека то есть	1	1
69	и то же	1	1
70	и в этом	1	1
71	на этот раз	4	1
72	дело не в	1	1
73	это и есть	1	1
74	в связи с	1	1
75	для объяснения его	1	1
76	то что он	5	1
77	и не без	2	1
78	один и тот	2	1
79	одной плоскости с	1	1
80	только то что	1	1
81	по поводу того	1	1
82	ни в каком	1	1
83	у него в	1	1
84	что даже в	1	1
85	до тех пор	1	1
86	вовсе не есть	1	1
87	и вместе с	1	1
88	в свою очередь	1	1
89	по существу то	1	1
90	что отнюдь не	1	1
91	сказать что здесь	1	1
92	что иное как	1	1
93	можно сказать что	2	1
94	говорит что в	2	1
95	и в частности	2	1
96	не что иное	1	1
97	свой взгляд на	1	1
98	и в том	1	1
99	одно и то	1	1
100	прямо говорит что	1	1
101	не только у	1	1
102	к тому же	2	1
103	от него в	1	1
104	том что и	1	1
105	и тот же	2	1
