N	2gram	Voloshinov_1	Mirosoze
1	может быть	8	30
2	не только	6	29
3	и в	13	28
4	не может	8	28
5	но и	3	25
6	а не	2	25
7	в этом	2	20
8	не было	1	18
9	не в	3	16
10	потому что	1	16
11	в ней	2	15
12	в своей	4	15
13	переходит в	1	15
14	человека и	1	14
15	и есть	1	14
16	никогда не	3	14
17	до конца	1	14
18	в нем	2	13
19	и он	1	12
20	и достоевский	1	12
21	и это	1	12
22	в самом	2	11
23	для него	2	11
24	и не	8	11
25	в своем	1	10
26	было бы	4	10
27	что в	3	10
28	в мире	1	10
29	прежде всего	9	10
30	что он	1	10
31	и все	3	10
32	и его	12	9
33	в его	7	9
34	но не	1	8
35	менее всего	1	7
36	но в	4	7
37	в себе	3	7
38	быть может	1	7
39	в конце	1	7
40	в самой	1	7
41	к нему	1	7
42	он весь	1	7
43	нет ничего	2	7
44	в которой	3	6
45	лишь в	4	6
46	в этой	1	6
47	только в	6	6
48	вместе с	1	6
49	все это	4	6
50	в том	2	6
51	нет и	1	5
52	если он	1	5
53	как и	3	5
54	то что	6	5
55	смысле слова	2	4
56	это и	1	4
57	и этот	2	4
58	есть не	2	4
59	отношение к	1	4
60	за пределы	3	4
61	чем его	1	4
62	не как	3	4
63	в них	2	4
64	точки зрения	7	4
65	в их	3	4
66	в которых	1	4
67	мог бы	2	4
68	один из	1	4
69	уже в	2	4
70	а в	2	4
71	тем что	2	4
72	и вместе	1	4
73	и там	1	4
74	с этой	2	4
75	которых он	1	4
76	от него	1	4
77	не знает	1	4
78	вряд ли	3	3
79	с его	1	3
80	с этим	3	3
81	на том	1	3
82	и вот	1	3
83	на этом	1	3
84	его в	1	3
85	только одно	1	3
86	для них	1	3
87	не мог	2	3
88	том что	2	3
89	но если	1	3
90	не имеет	2	3
91	к тому	2	3
92	которая есть	1	3
93	в ее	3	3
94	особенно в	1	3
95	учение о	2	3
96	только и	4	3
97	конечно не	1	3
98	одно из	1	3
99	и их	7	3
100	так как	3	3
101	себя и	1	3
102	я хочу	3	3
103	ко всем	1	3
104	для человека	1	3
105	должно быть	1	3
106	хотя бы	5	3
107	влечет к	1	3
108	одним из	1	2
109	также и	1	2
110	в этот	2	2
111	связана с	3	2
112	писателей и	1	2
113	а как	2	2
114	вопрос о	1	2
115	движение в	1	2
116	основании что	1	2
117	в виду	1	2
118	по отношению	3	2
119	в истории	1	2
120	как в	2	2
121	все же	5	2
122	и как	1	2
123	и к	2	2
124	от этого	2	2
125	и у	1	2
126	под ним	1	2
127	все эти	2	2
128	с их	1	2
129	если бы	2	2
130	людей и	1	2
131	входит в	2	2
132	истории и	1	2
133	которую он	1	2
134	мысли и	1	2
135	том основании	1	2
136	это особенно	1	2
137	в то	1	2
138	в основе	1	2
139	того чтобы	1	2
140	по своей	1	2
141	когда мы	1	2
142	могут быть	2	2
143	всего в	1	2
144	как для	1	2
145	и уж	1	2
146	созерцать его	1	2
147	и что	1	2
148	что ведь	1	2
149	еще в	2	2
150	мы видим	2	2
151	никто не	1	2
152	привела к	1	2
153	отношению к	3	2
154	даже и	1	2
155	для того	1	2
156	и самый	1	2
157	долгое время	1	2
158	он и	1	2
159	есть одно	1	2
160	как бы	6	2
161	быть не	1	2
162	него не	1	2
163	в начале	1	2
164	уж конечно	1	2
165	и для	3	2
166	не существует	1	2
167	бы в	2	2
168	что без	1	2
169	сказать что	1	2
170	эти слова	1	2
171	к этому	1	2
172	себя как	1	1
173	ту же	1	1
174	и то	3	1
175	выражения в	1	1
176	на самом	1	1
177	не отражается	1	1
178	к другому	1	1
179	и до	1	1
180	в зависимости	2	1
181	мы имеем	1	1
182	мы не	4	1
183	и через	1	1
184	что иное	2	1
185	не вполне	1	1
186	ему в	1	1
187	то это	1	1
188	существует лишь	1	1
