N	3gram	Losev_Dial_1	Formalny
1	с точки зрения	12	14
2	не может быть	3	14
3	на самом деле	2	12
4	в то же	4	7
5	то же время	4	7
6	во всяком случае	2	6
7	и т д	19	6
8	и т п	2	5
9	с другой стороны	4	5
10	в самом деле	1	4
11	в связи с	1	4
12	для того чтобы	1	4
13	потому что он	3	3
14	то же самое	1	3
15	в этом отношении	2	3
16	в том что	7	3
17	уже знаем что	1	2
18	ровно ничего не	3	2
19	ни в каких	1	2
20	в этом смысле	3	2
21	самом же деле	1	2
22	то или иное	2	2
23	и в то	2	2
24	до известной степени	1	2
25	сами по себе	1	2
26	на самом же	1	2
27	нечто совсем другое	1	2
28	только то что	3	2
29	дело в том	1	2
30	точки зрения самого	2	2
31	к тому что	2	2
32	тем не менее	1	2
33	дело не в	1	2
34	мы уже знаем	1	2
35	в конце концов	3	2
36	но и все	1	1
37	а потому что	1	1
38	и даже в	1	1
39	хотя и не	1	1
40	не вещь не	1	1
41	в основе всех	1	1
42	другой стороны в	1	1
43	иметь в виду	3	1
44	в виду что	1	1
45	вовсе не есть	1	1
46	они никогда не	1	1
47	что в данном	1	1
48	т е не	1	1
49	что ни в	1	1
50	что же касается	1	1
51	если же он	1	1
52	сам по себе	6	1
53	ни в коем	1	1
54	это значило бы	1	1
55	в чистом виде	1	1
56	точки зрения своей	1	1
57	потому что и	2	1
58	данной эпохи а	1	1
59	но для этого	1	1
60	из того что	1	1
61	не в такой	1	1
62	том или ином	1	1
63	и потому в	1	1
64	по себе в	1	1
65	до сих пор	2	1
66	конечно это не	1	1
67	и тем не	1	1
68	жизни и в	1	1
69	прямого отношения к	1	1
70	так как он	2	1
71	в коем случае	1	1
72	я и не	1	1
73	что там где	1	1
74	так или иначе	1	1
75	не потому что	1	1
76	с одной стороны	2	1
77	вопроса о том	1	1
78	а не иначе	1	1
79	можно говорить о	1	1
80	она никогда не	1	1
81	только тогда и	1	1
82	так а не	1	1
83	никогда не может	2	1
84	коем случае не	1	1
85	что это не	1	1
86	как таковой не	1	1
87	не в том	1	1
88	это не значит	1	1
89	если они не	1	1
90	а не только	1	1
91	мы все время	1	1
92	не может и	3	1
93	и той же	1	1
94	но так как	1	1
95	самое и в	1	1
96	в нем уже	1	1
97	о том что	2	1
98	ни в каком	8	1
99	с той или	2	1
100	мы можем сказать	2	1
101	может и не	2	1
102	и чаще всего	1	1
103	можно было бы	4	1
104	и потому нет	1	1
105	мы можем считать	1	1
106	она совершенно не	1	1
107	из этих областей	1	1
108	с самого начала	1	1
109	так всегда и	1	1
110	но никак не	1	1
111	той или иной	3	1
112	в нем нет	3	1
113	но все же	1	1
114	можно сказать что	3	1
115	на то что	4	1
116	так как здесь	1	1
117	в этих случаях	1	1
118	на сцене то	1	1
119	одной и той	1	1
120	т е о	2	1
121	тех или иных	1	1
122	в отношении к	1	1
123	сама по себе	8	1
124	друг с другом	1	1
125	и в нем	2	1
126	материала с другой	1	1
127	своего реального осуществления	1	1
128	можем сказать что	2	1
129	не нуждается в	3	1
130	же самое и	1	1
131	она не может	1	1
