N	2gram	Bakhtin_fo_1	Dialekti
1	и не	14	27
2	а не	3	26
3	точки зрения	5	25
4	и т	8	24
5	и в	50	24
6	не только	9	23
7	по себе	2	20
8	не может	6	19
9	ничего не	9	17
10	и есть	1	16
11	что все	2	14
12	с точки	2	14
13	то что	6	14
14	в таком	3	14
15	таким образом	11	13
16	что он	1	13
17	вовсе не	13	13
18	может быть	11	13
19	и даже	2	13
20	что это	1	12
21	есть только	2	12
22	того что	2	12
23	не имеет	4	11
24	в сущности	3	10
25	отнюдь не	5	10
26	она есть	1	10
27	не существует	1	10
28	есть не	3	9
29	ни в	8	9
30	но и	8	9
31	нет ничего	4	9
32	в этом	25	8
33	и как	10	8
34	отличается от	1	8
35	так что	1	8
36	прежде всего	15	8
37	что мы	2	8
38	том что	4	8
39	в самом	8	7
40	как и	8	7
41	нет никакого	1	7
42	никогда не	2	7
43	как раз	13	7
44	потому что	4	7
45	что оно	1	7
46	ясно что	2	7
47	в виду	3	7
48	только на	3	7
49	в особенности	9	7
50	и нет	2	7
51	что в	5	7
52	самом деле	1	6
53	я не	1	6
54	то же	11	6
55	об этом	2	6
56	и с	4	6
57	вещей и	1	6
58	есть именно	2	6
59	оно не	2	6
60	если бы	5	6
61	что и	3	6
62	и только	1	6
63	о том	1	6
64	так как	6	6
65	даже не	2	6
66	не на	1	6
67	и все	6	6
68	все это	4	6
69	кроме того	4	6
70	от всего	1	6
71	вопрос о	2	5
72	точка зрения	1	5
73	хотя и	3	5
74	и к	2	5
75	он не	5	5
76	одно и	3	5
77	так и	12	5
78	было бы	2	5
79	от отца	1	5
80	в них	4	5
81	мы не	3	5
82	и тогда	1	5
83	в том	9	5
84	в то	9	5
85	тогда когда	2	5
86	и сама	1	5
87	и его	16	5
88	всегда есть	1	5
89	только в	4	5
90	уже не	2	5
91	одно из	3	5
92	что не	3	5
93	или не	2	5
94	личности и	2	5
95	жизни и	8	5
96	все остальное	1	4
97	и то	4	4
98	и ничего	1	4
99	время как	5	4
100	мы и	4	4
101	первый план	1	4
102	в чем	2	4
103	нет и	2	4
104	сама по	1	4
105	в истории	2	4
106	конечно не	4	4
107	это не	6	4
108	на первый	1	4
109	как о	1	4
110	не могут	3	4
111	и это	4	4
112	чтобы быть	1	4
113	нет никакой	1	4
114	то время	4	4
115	можно только	2	4
116	жизнь и	4	4
117	к тому	3	4
118	с другой	2	4
119	для него	2	4
120	это будет	1	4
121	или иной	2	4
122	говорит о	1	4
123	у нас	1	4
124	так же	6	4
125	при всем	1	4
126	или только	1	4
127	хотя бы	2	4
128	сказать что	3	4
129	была бы	2	3
130	из самых	1	3
131	мы уже	11	3
132	той же	2	3
133	зависимости от	1	3
134	и на	8	3
135	и я	1	3
136	с этим	6	3
137	в своем	4	3
138	все же	6	3
139	перед нами	1	3
140	все эти	9	3
141	но его	1	3
142	тем более	1	3
143	на то	1	3
144	в нем	24	3
145	он должен	2	3
146	на свои	1	3
147	бытие и	1	3
148	должно быть	1	3
149	не больше	1	3
150	миф о	1	3
151	мир и	2	3
152	не в	5	3
153	есть еще	1	3
154	ровно никакого	1	3
155	раз и	2	3
156	из которых	1	3
157	она не	1	3
158	одна из	2	3
159	в основе	5	3
160	но она	2	3
161	на себя	2	3
162	же время	9	3
163	ровно ничего	1	3
164	во всем	2	3
165	а мы	2	3
166	должны быть	1	3
167	и этим	1	3
168	это было	1	3
169	быть и	2	3
170	и ее	3	3
171	вопрос об	1	3
172	с одной	3	3
173	есть в	2	3
174	то и	1	3
175	при помощи	1	3
176	из них	1	3
177	мир в	2	3
178	сами по	1	3
179	друг друга	3	3
180	тем что	2	3
181	для того	5	3
182	именно как	4	3
183	в каком	2	3
184	и прежде	2	3
185	не было	7	3
186	одной стороны	2	3
187	как бы	2	3
188	если не	1	3
189	и от	1	3
190	и ни	1	3
191	ни к	3	3
192	не знает	3	3
193	я и	1	2
194	также и	2	2
195	например в	6	2
196	же как	2	2
197	в частности	6	2
198	есть подлинное	1	2
199	не имеют	3	2
200	в зависимости	1	2
201	оно вообще	1	2
202	из того	1	2
203	что можно	1	2
204	и он	1	2
205	в ней	4	2
206	событие как	1	2
207	еще не	5	2
208	на них	2	2
209	всего этого	2	2
210	с его	9	2
211	но не	5	2
212	его на	2	2
213	но в	10	2
214	в условиях	7	2
215	ни один	1	2
216	из этих	1	2
217	и они	1	2
218	этот ряд	5	2
219	в себе	3	2
220	тому же	2	2
221	в жертву	1	2
222	но на	4	2
223	вообще не	3	2
224	при этом	3	2
225	сами эти	1	2
226	и вот	1	2
227	и по	2	2
228	ко второму	1	2
229	чаще всего	1	2
230	из нее	2	2
231	она и	1	2
232	и уже	3	2
233	всяком случае	1	2
234	в их	6	2
235	он дает	1	2
236	их в	3	2
237	что этот	1	2
238	же мы	1	2
239	с которой	1	2
240	но они	3	2
241	третий день	1	2
242	явления как	1	2
243	иной раз	1	2
244	что их	1	2
245	следовательно и	1	2
246	того и	2	2
247	только и	5	2
248	и является	2	2
249	как я	1	2
250	исторического процесса	2	2
251	не вполне	1	2
252	когда мы	1	2
253	могут быть	5	2
254	той или	2	2
255	для себя	7	2
256	как мы	14	2
257	и сами	1	2
258	так в	1	2
259	как с	1	2
260	разного рода	2	2
261	и вообще	2	2
262	быть или	1	2
263	и здесь	1	2
264	нас в	3	2
265	и во	7	2
266	в его	13	2
267	природы и	2	2
268	и следовательно	4	2
269	к отцу	1	2
270	их не	1	2
271	и биография	1	2
272	со всеми	3	2
273	себя в	1	2
274	же и	2	2
275	и у	5	2
276	же в	3	2
277	они могли	1	2
278	никто не	2	2
279	ведь это	1	2
280	не о	2	2
281	бытия и	1	2
282	у него	6	2
283	именно в	3	2
284	еще и	2	2
285	себя и	3	2
286	только к	3	2
287	быть только	3	2
288	однако не	1	2
289	но как	1	2
290	и потому	3	2
291	мы говорим	1	2
292	пространства и	4	2
293	в данном	2	2
294	по существу	12	2
295	и формы	1	2
296	но для	2	2
297	и для	4	2
298	или в	3	2
299	себя самого	1	2
300	для нас	2	2
301	лишь как	2	2
302	из себя	1	2
303	бы в	1	2
304	а в	3	2
305	есть бытие	1	2
306	слово в	1	2
307	совершенно не	2	2
308	бы его	1	2
309	к этой	1	2
310	ее в	2	2
311	в своих	1	2
312	они не	3	2
313	во всяком	3	2
314	новое время	1	1
315	его моменты	1	1
316	ту же	2	1
317	отношения к	3	1
318	частности от	1	1
319	начинается с	1	1
320	этом отношении	3	1
321	он может	1	1
322	на одно	1	1
323	идет о	1	1
324	по этим	1	1
325	так уже	1	1
326	и принципиально	2	1
327	к другому	2	1
328	по которым	1	1
329	по преимуществу	3	1
330	он всегда	1	1
331	ведь и	1	1
332	высшей степени	1	1
333	и за	1	1
334	по его	1	1
335	а как	3	1
336	основные моменты	1	1
337	из всего	1	1
338	для своего	1	1
339	и само	1	1
340	и момент	2	1
341	науки и	1	1
342	и совсем	1	1
343	за несколько	1	1
344	его только	1	1
345	конечно и	4	1
346	же что	2	1
347	быть никаких	1	1
348	учение об	1	1
349	во всех	6	1
350	а следовательно	1	1
351	оно совершенно	1	1
352	знающего только	1	1
353	а только	2	1
354	друг на	2	1
355	одном и	1	1
356	и бытие	1	1
357	есть по	1	1
358	себе и	3	1
359	тут же	1	1
360	в свои	1	1
361	относительность в	1	1
362	его развития	1	1
363	переходим ко	1	1
364	за эти	1	1
365	независимо от	1	1
366	стороны и	2	1
367	о жизни	1	1
368	в единый	1	1
369	и наконец	1	1
370	себе не	1	1
371	от этого	2	1
372	в этот	2	1
373	приводит не	1	1
374	человеческая жизнь	1	1
375	со своей	3	1
376	животных и	1	1
377	не приходится	1	1
378	та же	1	1
379	в которой	2	1
380	из жизни	1	1
381	мира но	1	1
382	есть для	1	1
383	если мы	2	1
384	вот когда	1	1
385	имеем в	1	1
386	по самому	2	1
387	есть одна	1	1
388	вера в	2	1
389	он ни	1	1
390	мы можем	1	1
391	в xvii	3	1
392	на одну	1	1
393	всех этих	5	1
394	как часто	1	1
395	них нет	1	1
396	не к	2	1
397	в корне	1	1
398	его от	2	1
399	этом мире	2	1
400	его можно	1	1
401	это начало	1	1
402	было возможно	1	1
403	факт что	1	1
404	и может	2	1
405	в совершенно	1	1
406	есть все	1	1
407	в мире	1	1
408	каждой отдельной	1	1
409	воскресения и	1	1
410	определяют как	1	1
411	его в	3	1
412	природой и	1	1
413	в него	1	1
414	на почве	2	1
415	ясным и	1	1
416	и дает	3	1
417	она становится	3	1
418	на вещи	1	1
419	в ином	1	1
420	к сыну	1	1
421	нет в	2	1
422	далеко не	2	1
423	мы имеем	1	1
424	на друга	2	1
425	его все	1	1
426	место и	3	1
427	которой он	1	1
428	между собою	1	1
429	о чем	1	1
430	жизни но	5	1
431	лучше всего	1	1
432	ибо не	1	1
433	во время	1	1
