N	2gram	Nazirov_Tv_2	Myslijsy
1	потому что	7	49
2	для нас	1	31
3	то есть	5	30
4	и в	20	24
5	в душе	4	23
6	может быть	8	23
7	в сознании	1	23
8	то что	3	20
9	и не	9	19
10	в том	8	18
11	а не	6	18
12	т с	1	18
13	что в	7	16
14	не только	13	15
15	по себе	1	15
16	при этом	8	13
17	не в	4	13
18	было бы	1	13
19	то же	7	12
20	но не	5	12
21	не может	7	12
22	мы не	4	11
23	таким образом	10	11
24	вместе с	3	11
25	если бы	4	11
26	что и	1	11
27	только в	2	11
28	тогда как	3	10
29	как в	4	10
30	в себе	3	10
31	для него	3	10
32	так что	2	10
33	так как	3	10
34	в нем	3	9
35	вовсе не	2	9
36	но и	8	9
37	как бы	11	9
38	точно так	1	9
39	и на	5	8
40	а только	1	8
41	в этом	8	8
42	том что	4	8
43	могут быть	2	8
44	под влиянием	1	8
45	а в	4	8
46	в чем	4	7
47	во всех	1	7
48	с этим	1	7
49	мысль о	1	7
50	как и	6	7
51	всяком случае	2	7
52	зрения и	1	7
53	или же	1	7
54	не могут	1	7
55	быть может	3	7
56	прежде всего	8	7
57	сами по	1	7
58	тем что	3	7
59	во всяком	2	7
60	и т	13	6
61	что если	1	6
62	и как	1	6
63	в то	10	6
64	не имеет	1	6
65	связи с	1	6
66	свою очередь	1	6
67	между тем	3	6
68	и только	2	6
69	не можем	1	6
70	в одном	2	6
71	с другой	2	6
72	не было	2	6
73	этого слова	1	6
74	не есть	1	6
75	в свою	1	6
76	только как	1	6
77	по поводу	1	6
78	если б	1	5
79	столь же	1	5
80	что они	4	5
81	все же	5	5
82	в мысли	1	5
83	уже в	2	5
84	бы не	2	5
85	на то	1	5
86	не менее	2	5
87	по крайней	2	5
88	с ним	3	5
89	так и	6	5
90	по мере	1	5
91	о том	5	5
92	с другими	2	5
93	а потому	1	5
94	крайней мере	2	5
95	тот же	1	5
96	из них	2	5
97	в них	1	5
98	что не	3	5
99	и их	1	5
100	представляется нам	1	5
101	только для	2	5
102	в которой	2	5
103	а между	1	4
104	в самом	3	4
105	еще не	5	4
106	но в	4	4
107	уже не	3	4
108	из этих	1	4
109	так сказать	2	4
110	главным образом	1	4
111	и если	2	4
112	то все	1	4
113	такой же	2	4
114	в котором	3	4
115	место в	3	4
116	том смысле	1	4
117	сих пор	3	4
118	одном из	2	4
119	тем самым	4	4
120	для меня	1	4
121	образом в	1	4
122	одна из	3	4
123	от их	1	4
124	то время	1	4
125	так в	2	4
126	никогда не	11	4
127	и что	2	4
128	что он	6	4
129	с одной	1	4
130	до сих	3	4
131	влияние на	1	4
132	души и	1	4
133	если не	4	4
134	с а	1	4
135	что оно	1	4
136	от него	1	4
137	во время	1	4
138	себе не	1	4
139	в таком	3	4
140	вряд ли	1	3
141	например в	5	3
142	человека и	3	3
143	на деле	1	3
144	той же	1	3
145	то это	1	3
146	же что	1	3
147	что его	2	3
148	в создании	1	3
149	если в	1	3
150	со стороны	1	3
151	хотя и	4	3
152	что это	1	3
153	в целом	6	3
154	думать что	1	3
155	мы чувствуем	1	3
156	во многих	2	3
157	что она	4	3
158	т д	11	3
159	о которой	1	3
160	при виде	2	3
161	так например	3	3
162	человека в	3	3
163	его в	3	3
164	это не	7	3
165	рядом с	2	3
166	и тогда	2	3
167	в эту	1	3
168	в этих	1	3
169	приблизительно так	1	3
170	на него	2	3
171	что само	1	3
172	не с	1	3
173	мог бы	1	3
174	том как	1	3
175	и вообще	2	3
176	на вопрос	1	3
177	и у	2	3
178	не так	2	3
179	т п	2	3
180	что на	2	3
181	на ней	2	3
182	что для	1	3
183	мы говорим	1	3
184	но это	5	3
185	к другим	1	3
186	и для	1	3
187	и от	4	3
188	и человек	1	3
189	или нет	1	3
190	с ними	2	3
191	как на	1	3
192	принять за	1	2
193	таком случае	2	2
194	самом деле	2	2
195	и есть	2	2
196	нас на	1	2
197	к другой	1	2
198	с в	1	2
199	оба эти	1	2
200	боль в	3	2
201	без которой	1	2
202	с его	1	2
203	то мы	1	2
204	они имеют	2	2
205	не то	1	2
206	только потому	1	2
207	что за	1	2
208	не все	1	2
209	по отношению	3	2
210	общего с	1	2
211	это определение	3	2
212	все эти	4	2
213	сказать в	1	2
214	а скорее	2	2
215	и по	2	2
216	ни был	1	2
217	в каждом	1	2
218	в другом	1	2
219	в жизни	1	2
