N	3gram	Vinokur_Ku_1	StatiiOP
1	и т д	14	21
2	в том что	15	17
3	о том что	5	11
4	для того чтобы	15	10
5	и т п	18	9
6	с точки зрения	9	8
7	можно было бы	3	8
8	до сих пор	4	7
9	в этом отношении	5	7
10	на самом деле	2	6
11	с другой стороны	6	6
12	во всяком случае	5	6
13	в самом деле	7	5
14	не может быть	3	5
15	в данном отношении	2	5
16	то же время	2	4
17	не только в	1	4
18	так и в	2	4
19	того или иного	3	4
20	что и в	1	4
21	на то что	2	4
22	в то же	2	4
23	по отношению к	8	3
24	что же касается	4	3
25	только в том	3	3
26	в применении к	1	3
27	так же как	1	3
28	т е с	1	3
29	это не значит	1	3
30	заключается в том	2	3
31	ничего общего с	1	3
32	и в самом	2	3
33	но все же	2	3
34	в свое время	2	2
35	во многих случаях	1	2
36	т д и	2	2
37	в этом случае	2	2
38	ср с другой	1	2
39	хотя бы и	2	2
40	в иных случаях	2	2
41	в первую очередь	2	2
42	по крайней мере	5	2
43	но с другой	1	2
44	то обстоятельство что	8	2
45	с одной стороны	1	2
46	во втором случае	1	2
47	так или иначе	2	2
48	до недавнего времени	1	2
49	не в том	4	2
50	т е в	2	2
51	чуть ли не	2	2
52	если это и	1	2
53	вовсе не только	1	2
54	мере в какой	5	2
55	вовсе не в	1	2
56	когда речь идет	1	2
57	на этот раз	1	2
58	речь идет о	2	2
59	тем более что	1	2
60	в том смысле	1	2
61	тем не менее	4	2
62	дело не в	1	2
63	должны были бы	1	1
64	на том что	1	1
65	потому что он	1	1
66	том-то и дело	1	1
67	той или иной	1	1
68	только в применении	1	1
69	точки зрения как	1	1
70	и его современники	1	1
71	это и было	1	1
72	если таким образом	1	1
73	каждый из нас	1	1
74	искать ответа на	1	1
75	чтобы можно было	1	1
76	и дело что	1	1
77	того чтобы можно	1	1
78	не говоря уже	1	1
79	в настоящее время	1	1
80	в этом смысле	3	1
81	я позволю себе	2	1
82	в том и	2	1
83	в соответствии с	3	1
84	том что он	4	1
85	и сейчас еще	1	1
86	свидетельствует о том	1	1
87	несколько слов о	2	1
88	начале xix века	1	1
89	потому что не	2	1
90	себя самого и	1	1
91	что с точки	1	1
92	отношению к своему	1	1
93	приведу еще одну	1	1
94	знании языка и	1	1
95	т д почти	1	1
96	в зависимости от	5	1
97	в таких случаях	1	1
98	сами по себе	1	1
99	указания на то	1	1
100	т д разумеется	1	1
101	каждое из них	1	1
102	том чтобы выяснить	1	1
103	а может быть	1	1
104	в наше время	1	1
105	и эти случаи	1	1
106	обратить внимание на	2	1
107	точно так же	1	1
108	на этот вопрос	1	1
109	пушкин и его	1	1
110	языка и стиля	1	1
111	что же до	2	1
112	трудно видеть что	1	1
113	как увидим ниже	1	1
114	и вовсе не	2	1
115	в том случае	1	1
116	на мой взгляд	2	1
117	в это время	1	1
118	обстоятельство что в	2	1
119	о том как	3	1
120	однако с другой	1	1
121	если не считать	1	1
122	том что я	1	1
123	а другое дело	1	1
124	как справедливо указывает	1	1
125	в том чтобы	8	1
126	истории русского языка	1	1
127	той мере в	5	1
128	должен быть в	2	1
129	и в то	1	1
130	в начале xix	1	1
131	не потому чтобы	2	1
132	в той мере	5	1
133	в стилистическом отношении	1	1
134	во всех этих	1	1
135	и то обстоятельство	1	1
136	а с другой	3	1
137	нужно было бы	2	1
138	трудно было бы	2	1
139	ii и т	1	1
140	потому что она	1	1
141	а вовсе не	1	1
142	случае ясно что	1	1
143	это можно было	1	1
144	об этом и	1	1
145	вовсе еще не	1	1
146	позволю себе в	1	1
147	именно в том	2	1
148	все же только	1	1
149	но в том-то	1	1
150	на той же	1	1
151	а в том	2	1
152	не трудно видеть	3	1
153	ничего не имел	1	1
154	ни в каком	1	1
155	что касается первого	1	1
156	таким образом в	1	1
157	имею в виду	1	1
158	д и т	2	1
159	том смысле что	1	1
160	нас интересует сейчас	1	1
161	те или иные	1	1
162	смысле этого слова	1	1
163	я имею в	1	1
164	в том-то и	1	1
165	хотя бы в	4	1
166	каждом из этих	1	1
167	имел бы против	1	1
168	живой речи в	1	1
169	но у нас	1	1
170	совсем не в	1	1
171	т е не	1	1
172	мы говорим о	1	1
173	попадаются и в	1	1
174	с историей языка	1	1
175	в каждом из	2	1
176	друг от друга	1	1
177	но не менее	1	1
178	после того как	1	1
179	мы приходим к	1	1
180	к тому что	2	1
181	тому что с	1	1
182	было бы установить	1	1
183	так что в	1	1
184	внимание на то	2	1
185	не имел бы	1	1
186	и не в	1	1
187	языка на более	1	1
188	как и всякая	1	1
