N	4gram	Voloshinov_1	Formalny
1	в то же время	5	7
2	и не может быть	1	3
3	и не нуждается ни	1	2
4	во всяком случае в	1	2
5	нет и не может	1	2
6	так и со стороны	1	2
7	не нуждается ни в	1	2
8	и тем не менее	1	1
9	дело в том что	1	1
10	мы увидим что в	1	1
11	в самом деле что	1	1
12	начала и до конца	1	1
13	как по отношению к	1	1
14	в первый период развития	2	1
15	жизни данной социальной группы	1	1
16	и т д таким	1	1
17	один и тот же	2	1
18	одной и той же	1	1
19	ведь мы уже знаем	1	1
20	можно сделать вывод что	1	1
21	быть положен в основу	1	1
22	в ее целом и	2	1
23	сводится к тому чтобы	1	1
24	т д таким образом	1	1
25	в процессе общения между	1	1
26	в самом деле ведь	1	1
27	в одной из своих	1	1
28	мы можем сказать что	2	1
29	в зависимости от того	1	1
30	в следующей главе глава	2	1
31	и по отношению к	1	1
32	в жизни и в	1	1
33	и в данном случае	1	1
34	что в данном случае	1	1
35	в настоящее время в	1	1
36	нуждается ни в каких	1	1
37	говорит о том что	1	1
