N	2gram	Bakhtin_Fr_5	Narrotol
1	не только	14	32
2	может быть	2	25
3	но и	10	23
4	в качестве	2	21
5	и не	15	20
6	то есть	25	19
7	и в	45	19
8	в том	10	18
9	в этом	14	17
10	не в	7	14
11	в частности	1	14
12	том что	7	14
13	в рамках	1	12
14	своего рода	4	12
15	а не	4	12
16	то что	2	11
17	а в	4	11
18	точки зрения	4	10
19	не может	5	10
20	при этом	2	9
21	в мире	1	9
22	так и	6	9
23	в его	13	9
24	в себе	1	8
25	во времени	2	8
26	и т.п	16	8
27	еще не	1	7
28	по отношению	1	7
29	как в	3	7
30	все же	2	7
31	времени и	1	7
32	как и	10	7
33	к тому	2	7
34	и т.д	2	7
35	а также	4	7
36	с его	7	6
37	но не	4	6
38	в той	1	6
39	то в	1	6
40	на протяжении	1	6
41	в себя	5	6
42	о том	4	6
43	что он	6	6
44	именно в	3	6
45	как это	4	6
46	отношению к	1	6
47	том числе	4	6
48	но в	14	6
49	не все	1	5
50	отличие от	2	5
51	и как	5	5
52	в этой	6	5
53	тому же	4	5
54	далеко не	1	5
55	в отличие	2	5
56	в основе	4	5
57	и его	13	5
58	к нему	2	5
59	нуждается в	3	5
60	в форме	1	5
61	себя в	1	5
62	или иной	1	5
63	мира в	1	5
64	в данном	2	5
65	можно сказать	2	5
66	данном случае	2	4
67	все те	1	4
68	то же	11	4
69	здесь не	6	4
70	перед нами	4	4
71	в нем	10	4
72	но все	1	4
73	и с	10	4
74	было бы	2	4
75	не мог	4	4
76	точку зрения	2	4
77	связи с	6	4
78	числе и	2	4
79	той или	1	4
80	не столько	2	4
81	те же	1	4
82	о нем	1	4
83	основе своей	1	4
84	же время	9	4
85	вслед за	1	4
86	только в	4	4
87	хотя бы	2	4
88	при всей	1	4
89	у него	4	4
90	в особенности	2	4
91	что не	1	4
92	прежде всего	10	4
93	если не	1	4
94	в церкви	2	4
95	как бы	12	4
96	да и	1	4
97	одной из	5	4
98	сказать что	4	4
99	это и	5	3
100	же как	4	3
101	в сущности	4	3
102	и он	3	3
103	в ней	8	3
104	и на	5	3
105	еще одна	1	3
106	этого эпизода	2	3
107	если в	2	3
108	что они	1	3
109	хотя и	5	3
110	когда он	2	3
111	что это	2	3
112	из этих	3	3
113	он не	6	3
114	не будет	1	3
115	ни в	3	3
116	все было	1	3
117	обратимся к	1	3
118	тем не	1	3
119	не менее	3	3
120	в то	11	3
121	тем что	1	3
122	одна из	1	3
123	в эпизоде	9	3
124	на него	2	3
125	никогда не	1	3
126	этом отношении	5	3
127	как мы	8	3
128	с ее	5	3
129	свою очередь	1	3
130	в произведении	1	3
131	на том	2	3
132	столь же	1	3
133	в конечном	1	3
134	между тем	2	3
135	а именно	2	3
136	один из	2	3
137	из них	1	3
138	не о	1	3
139	и даже	4	3
140	в свою	1	3
141	в присутствии	1	3
142	истории в	1	3
143	как будто	1	3
144	не существует	1	3
145	что в	12	3
146	жизни в	2	3
147	жизни и	8	3
148	одним из	5	2
149	например в	5	2
150	и потому	1	2
151	самом деле	5	2
152	здесь и	5	2
153	и до	2	2
154	со смертью	1	2
155	говорить о	2	2
156	ему в	1	2
157	иное как	1	2
158	время в	1	2
159	в юности	1	2
160	но как	1	2
161	существенным образом	1	2
162	нет и	2	2
163	другой день	1	2
164	независимо от	2	2
165	в своем	11	2
166	что по	1	2
167	все эти	5	2
168	бы не	1	2
169	всей своей	1	2
170	роль в	2	2
171	та же	1	2
172	себя и	2	2
173	они в	1	2
174	не как	1	2
175	именно это	1	2
176	человека в	1	2
177	значительной степени	1	2
178	подход к	1	2
179	зрения на	4	2
180	его в	5	2
181	это не	3	2
182	несмотря на	2	2
183	жизни но	1	2
184	и сейчас	1	2
185	с точки	2	2
186	в памяти	1	2
187	даже в	2	2
188	вплоть до	2	2
189	а иногда	1	2
190	что иное	1	2
191	не могло	3	2
192	не имеет	3	2
193	ничего не	4	2
194	при всем	1	2
195	как раз	5	2
196	что на	3	2
197	встречается в	1	2
198	здесь совершенно	1	2
199	более не	1	2
200	говорит и	2	2
201	на другой	1	2
202	в организации	1	2
203	в пределах	2	2
204	приводит к	1	2
205	и когда	1	2
206	что у	1	2
207	можно было	4	2
208	было в	1	2
209	во второй	2	2
210	в значительной	2	2
211	времени в	1	2
212	во всей	1	2
213	и только	2	2
214	от всех	5	2
215	и одновременно	3	2
216	и ее	1	2
217	есть в	3	2
218	конечном счете	1	2
219	одно из	2	2
220	для него	3	2
221	не случайно	1	2
222	смерти и	1	2
223	к которому	1	2
224	была и	1	2
225	и др	8	2
226	нового времени	1	2
227	говорит о	1	2
228	не было	3	2
229	его как	4	2
230	как ни	1	2
231	наконец в	1	2
232	о чем	3	2
233	главного героя	1	2
234	по существу	3	2
235	только о	1	2
236	и для	3	2
237	в связи	5	2
238	у нее	2	2
239	мира и	8	2
240	которая в	1	2
241	в двух	1	2
242	совершенно иной	1	2
243	и все	7	2
244	тем более	1	2
245	прошлого и	1	2
246	все то	1	2
247	не от	1	2
248	нами не	1	2
249	между ними	1	2
250	жизни а	1	2
251	не что	1	2
252	этого слова	1	2
253	включает в	1	2
254	так же	8	2
255	в таком	1	2
256	они не	1	2
257	неотделима от	1	1
258	также и	7	1
259	и через	1	1
260	того же	3	1
261	становится в	1	1
262	в разные	1	1
263	на самом	5	1
264	он может	1	1
265	это игра	1	1
266	и есть	2	1
267	далее и	1	1
268	за все	2	1
269	этот краткий	1	1
270	она все	1	1
271	др в	2	1
272	в какой-то	1	1
273	и больше	2	1
274	в году	3	1
275	по его	1	1
276	есть не	1	1
277	нашу мысль	1	1
278	уже более	2	1
279	только благодаря	1	1
280	он как	1	1
281	но она	3	1
282	больше всего	1	1
283	и со	1	1
284	в целом	2	1
285	в монастырь	1	1
286	перед их	1	1
287	к своему	1	1
288	целое и	1	1
289	в различных	2	1
290	в чем	2	1
291	во всех	13	1
292	по своему	4	1
293	могло быть	1	1
294	свою жизнь	1	1
295	в церковь	1	1
296	глава четвертая	1	1
297	в едином	1	1
298	друг от	1	1
299	и непристойность	1	1
300	о жизни	1	1
301	нельзя было	2	1
302	они есть	2	1
303	и где	1	1
304	кто не	2	1
305	сознания в	1	1
306	и наконец	2	1
307	напомним что	2	1
308	имеется ряд	1	1
309	и к	5	1
310	от этого	2	1
311	поэтому и	3	1
312	лет а	1	1
313	в самом	4	1
314	идет не	1	1
315	формы в	1	1
316	процесса не	1	1
317	сливаются в	1	1
318	самым существенным	1	1
319	иной форме	1	1
320	из его	2	1
321	но на	3	1
322	так сказать	1	1
323	этим создается	1	1
324	на его	1	1
325	он ни	1	1
326	человек не	1	1
327	это явление	2	1
328	в понимании	1	1
329	они свидетельствуют	1	1
330	на земле	1	1
331	и по	1	1
332	на этом	5	1
333	образа и	1	1
334	таким образом	8	1
335	и за	2	1
336	в вечности	1	1
337	в другом	3	1
338	с позиций	1	1
339	об этом	4	1
340	мы уже	4	1
341	и внутренняя	1	1
342	ко второму	1	1
343	с начала	1	1
344	должен был	1	1
345	но именно	2	1
346	делает его	2	1
347	где образ	1	1
348	словами он	1	1
349	смерть и	2	1
350	от процесса	1	1
351	солнце и	1	1
352	но уже	1	1
353	в них	6	1
354	а за	1	1
355	глазами и	2	1
356	он и	3	1
357	мы видели	7	1
358	мы не	4	1
359	как таковой	1	1
360	их на	1	1
361	одного и	1	1
362	в западной	1	1
363	отрыве от	2	1
364	в ходе	1	1
365	она сама	1	1
366	оказывается для	1	1
367	в котором	1	1
368	в их	4	1
369	в которых	3	1
370	мысли и	6	1
371	не представляется	1	1
372	они неразрывно	1	1
373	жизни с	1	1
374	от его	3	1
375	признать что	1	1
376	но он	3	1
377	с этого	1	1
378	и более	1	1
379	их в	1	1
380	не могли	1	1
381	в конце	7	1
382	том же	2	1
383	что этот	1	1
384	со многими	1	1
385	входит и	1	1
386	любви и	1	1
387	между людьми	1	1
388	до известной	4	1
389	но еще	1	1
390	граница между	1	1
391	принадлежат к	1	1
392	дело в	3	1
393	в процессе	1	1
394	не нуждается	2	1
395	смертью в	2	1
396	он еще	1	1
397	для всего	1	1
398	это то	1	1
399	людей так	1	1
400	этих двух	1	1
401	из древнейших	1	1
402	к концу	1	1
403	к ней	2	1
404	связь и	1	1
405	лишь в	2	1
406	и является	1	1
407	на природу	1	1
408	мире и	1	1
409	потому что	7	1
410	к этим	1	1
411	за всех	1	1
412	свидетельствуют о	1	1
413	в книге	1	1
414	не по	1	1
415	было не	1	1
416	в области	1	1
417	дистанции между	2	1
418	может показаться	1	1
419	с другом	2	1
420	а как	1	1
421	от того	3	1
422	у нас	1	1
423	бытия как	1	1
424	очень часто	4	1
425	в специальном	1	1
426	начиная с	2	1
427	и времени	1	1
428	ни был	1	1
429	не могут	2	1
430	этой истории	1	1
431	в состав	1	1
432	положений и	1	1
433	чтобы сделать	1	1
434	и смертью	1	1
435	же самое	2	1
436	могло не	2	1
437	жить в	1	1
438	они и	2	1
439	году в	1	1
440	как они	3	1
441	вещами и	1	1
442	от друга	1	1
443	что все	2	1
444	и сами	1	1
445	действующие лица	1	1
446	вечности и	1	1
447	и от	4	1
448	представляется возможным	1	1
449	распадается на	1	1
450	и сам	1	1
451	здесь как	4	1
452	начала и	1	1
453	в последующих	1	1
454	было и	1	1
455	когда в	2	1
456	тот же	1	1
457	его новое	1	1
458	если бы	1	1
459	и вообще	2	1
460	с ним	5	1
461	и смерть	1	1
462	никогда и	1	1
463	и здесь	4	1
464	тех кто	1	1
465	в самой	8	1
466	что каждый	1	1
467	петра в	1	1
468	имеет значения	1	1
469	и во	4	1
470	подлежит сомнению	1	1
471	служит для	1	1
472	нас в	2	1
473	и того	1	1
474	и всю	1	1
475	этот момент	3	1
476	что и	7	1
477	ведь там	1	1
478	существенную роль	5	1
479	ее содержание	1	1
480	слов и	1	1
481	у всех	1	1
482	одна за	1	1
483	того что	3	1
484	облике и	1	1
485	в отрыве	2	1
486	с ними	1	1
487	принимает форму	1	1
488	которое мы	1	1
489	до нас	3	1
490	на мир	7	1
491	в уста	2	1
492	со всеми	5	1
493	человека с	5	1
494	и у	5	1
495	она здесь	1	1
496	в начале	2	1
497	свидетельствует о	1	1
498	не дает	1	1
499	его и	1	1
500	где бы	1	1
501	характерно что	4	1
502	мир в	1	1
503	и должна	1	1
504	вовсе не	8	1
505	мы можем	2	1
506	из нее	1	1
507	жизни на	1	1
508	нем не	3	1
509	человеческой мысли	1	1
510	становления и	2	1
511	до сих	3	1
512	не поддается	1	1
513	как у	1	1
514	связаны с	4	1
515	нельзя сказать	1	1
516	и тех	1	1
517	здесь в	4	1
518	и прежде	3	1
519	и быть	1	1
520	понимать как	1	1
521	его из	1	1
522	и пр	1	1
523	церкви и	2	1
524	процесс в	1	1
525	а событие	1	1
526	более того	1	1
527	человеческой жизни	1	1
528	в комнате	1	1
529	не подлежит	2	1
530	когда она	1	1
531	произведение в	2	1
532	характерно для	3	1
533	культуры он	1	1
534	связь с	3	1
535	о себе	1	1
536	ни на	1	1
537	границы между	1	1
538	в акте	5	1
539	надо было	1	1
540	и соответствующими	1	1
541	над ним	1	1
542	к жизни	1	1
543	мира с	1	1
544	и там	2	1
545	друг с	2	1
546	она названа	1	1
547	дело здесь	3	1
548	в это	1	1
549	времени эта	1	1
550	низа и	1	1
