N	2gram	Medvedev_V_1	Literetu
1	не только	25	24
2	в качестве	11	17
3	но и	10	17
4	в том	15	16
5	а не	7	16
6	в частности	11	15
7	том что	8	14
8	в году	6	13
9	может быть	22	13
10	сознания в	1	12
11	и не	19	12
12	в этом	26	12
13	в своем	8	11
14	прежде всего	13	11
15	то что	6	10
16	или иначе	1	9
17	в целом	4	8
18	так или	1	8
19	не в	6	8
20	и в	26	8
21	художественной деятельности	2	8
22	только в	7	8
23	как это	12	8
24	как бы	5	7
25	в себе	6	7
26	не менее	2	7
27	в его	14	7
28	уже не	1	7
29	то есть	1	6
30	как и	7	6
31	точки зрения	3	6
32	и сам	1	6
33	того что	3	6
34	связи с	4	6
35	в жизни	2	6
36	одним из	5	5
37	то же	10	5
38	как в	1	5
39	не столько	2	5
40	в то	6	5
41	казалось бы	1	5
42	искусства и	1	5
43	а также	1	5
44	же время	5	5
45	в конечном	7	5
46	же в	6	5
47	что он	4	5
48	уже в	1	5
49	не может	17	5
50	в данном	1	5
51	с этой	1	5
52	с его	3	5
53	в своей	4	4
54	еще не	2	4
55	но не	2	4
56	конечном счете	5	4
57	в этой	4	4
58	в художественном	10	4
59	все же	5	4
60	всего лишь	3	4
61	не как	1	4
62	в силу	11	4
63	лишь в	2	4
64	духовной жизни	1	4
65	для этого	1	4
66	и его	6	4
67	данном случае	1	4
68	никогда не	4	4
69	так и	5	4
70	еще в	1	4
71	из них	9	4
72	в конце	3	4
73	друг друга	1	4
74	как раз	3	4
75	читателя зрителя	1	4
76	в стихотворении	1	4
77	в связи	3	4
78	это не	7	4
79	в своих	2	4
80	например в	3	3
81	в сфере	2	3
82	как совокупность	1	3
83	и есть	5	3
84	также и	2	3
85	самого себя	2	3
86	что его	2	3
87	по отношению	7	3
88	более чем	1	3
89	в самом	4	3
90	бы не	2	3
91	зрителя слушателя	1	3
92	таким образом	31	3
93	исходя из	1	3
94	его в	3	3
95	далеко не	2	3
96	он и	2	3
97	несмотря на	1	3
98	художественного творчества	18	3
99	в их	5	3
100	но в	2	3
101	том же	6	3
102	одна из	4	3
103	в основе	1	3
104	в области	2	3
105	ли не	2	3
106	в виду	4	3
107	в пределах	5	3
108	приводит к	5	3
109	по аналогии	1	3
110	сводится к	3	3
111	один из	5	3
112	потому что	1	3
113	при всей	2	3
114	у него	6	3
115	и даже	2	3
116	с другой	11	3
117	еще и	2	3
118	и др	9	3
119	не было	7	3
120	мира в	1	3
121	да и	1	3
122	этой точки	2	3
123	аналогии с	1	3
124	при всем	3	3
125	жизни и	3	3
126	что в	10	3
127	а в	3	3
128	классической литературе	1	3
129	же и	2	3
130	во всяком	1	3
131	чтобы не	2	2
132	человека и	3	2
133	и то	1	2
134	самом деле	1	2
135	из его	3	2
136	а для	2	2
137	на себя	1	2
138	из того	1	2
139	то это	2	2
140	к общему	1	2
141	во имя	1	2
142	сознания а	1	2
143	а только	1	2
144	воздействие на	1	2
145	относится к	2	2
146	отнюдь не	3	2
147	общего с	1	2
148	целом но	1	2
149	мысль в	1	2
150	следующим образом	3	2
151	или иную	1	2
152	только то	2	2
153	его сознания	1	2
154	все эти	6	2
155	чуть ли	2	2
156	из этих	7	2
157	тому же	1	2
158	как он	2	2
159	в нем	6	2
160	в нашей	4	2
161	евгения онегина	1	2
162	подобно тому	2	2
163	на этом	1	2
164	поэзии и	1	2
165	художника как	2	2
166	было бы	7	2
167	на почве	1	2
168	пушкина в	1	2
169	для них	1	2
170	в слове	3	2
171	что такое	2	2
172	а как	2	2
173	всяком случае	1	2
174	мы в	1	2
175	эта мысль	1	2
176	для многих	2	2
177	художественная деятельность	1	2
178	даже в	5	2
179	освободиться от	1	2
180	вплоть до	2	2
181	автора а	1	2
182	дело не	1	2
183	виду не	1	2
184	мышления и	1	2
185	жизни не	1	2
186	в сознании	4	2
187	как будто	1	2
188	этом отношении	13	2
189	искусства это	1	2
190	могут быть	5	2
191	к тому	4	2
192	должен быть	4	2
193	у достоевского	1	2
194	говоря уже	1	2
195	роль в	4	2
196	ту же	2	2
197	различного рода	3	2
198	или иной	2	2
199	в другом	2	2
200	о том	10	2
201	с одной	2	2
202	не могло	1	2
203	между тем	5	2
204	творческого процесса	22	2
205	хотя бы	19	2
206	по этому	9	2
207	только на	1	2
208	что не	3	2
209	по выражению	1	2
210	вл соловьева	1	2
211	ту или	1	2
212	что для	3	2
213	для него	8	2
214	себе в	1	2
215	а потому	1	2
216	не случайно	1	2
217	тем что	1	2
218	одной стороны	2	2
219	за пределы	1	2
220	этого не	1	2
221	из наиболее	1	2
222	художественного целого	1	2
223	нет ничего	1	2
224	оказывается не	1	2
225	тому как	2	2
226	художественное произведение	5	2
227	можно было	2	2
228	писал в	3	2
229	не является	5	2
230	в сферу	1	2
231	лев толстой	1	2
232	этого рода	2	2
233	это как	1	2
234	все они	2	2
235	утверждал что	1	2
236	о своем	2	2
