N	4gram	Bakhtin_Pr_4	Problemy
1	в то же время	5	9
2	но в то же	2	5
3	о себе самом и	1	4
4	в одной плоскости с	1	3
5	сами по себе еще	1	2
6	в художественном мире достоевского	1	2
7	и в то же	1	2
8	по себе еще не	2	2
9	дело в том что	1	1
10	то же время оно	1	1
11	ее художественного видения и	1	1
12	как точка зрения как	1	1
13	мы имеем в виду	3	1
14	как и всякое иное	1	1
15	в первых произведениях достоевского	1	1
16	совпадает с самим собою	1	1
17	слово о себе самом	1	1
18	чужое слово как слово	1	1
19	с другой стороны и	1	1
20	достоевского можно было бы	1	1
21	ни в одном из	1	1
22	не совпадает с самим	1	1
23	как чужое слово как	1	1
24	человека по отношению к	1	1
25	в большинстве случаев в	1	1
26	чужим словом но в	1	1
27	которые сами по себе	1	1
28	о себе самом с	1	1
29	приходит в столкновение с	1	1
30	то же время их	1	1
31	в большей или меньшей	2	1
32	героя а не как	1	1
33	отношению к себе самому	1	1
34	большей или меньшей степени	2	1
35	лежит в одной плоскости	1	1
36	по отношению к себе	1	1
37	приговоренного к смертной казни	1	1
