N	3gram	Losev_Vlad_2	Istorich
1	и т д	1	8
2	в этом случае	1	6
3	в том что	9	5
4	до сих пор	1	4
5	не только в	2	4
6	о том что	3	4
7	вместе с тем	1	3
8	в данном случае	2	3
9	так как это	2	3
10	то время как	1	3
11	в то время	6	3
12	не может быть	1	3
13	с представлением о	1	2
14	на первый план	2	2
15	только то что	1	2
16	что в нем	1	2
17	точно так же	3	2
18	с этим в	1	2
19	все больше и	1	2
20	во всяком случае	6	2
21	больше и больше	1	2
22	но все же	1	2
23	после того как	2	2
24	можно было бы	2	2
25	как мы видели	2	2
26	что иное как	1	1
27	более или менее	3	1
28	но то что	1	1
29	в том числе	1	1
30	том что он	2	1
31	нам кажется что	2	1
32	в своей работе	1	1
33	сих пор не	1	1
34	также и с	1	1
35	не так просто	1	1
36	у него в	3	1
37	наряду с этим	1	1
38	кроме того что	1	1
39	так же в	1	1
40	ему во сне	1	1
41	но это не	1	1
42	на этот вопрос	1	1
43	и тем не	1	1
44	и то что	5	1
45	и сказал я	1	1
46	мы видели и	1	1
47	о его существовании	1	1
48	можно сказать о	1	1
49	или как говорит	1	1
50	в этом не	1	1
51	а именно к	2	1
52	с ним не	1	1
53	казалось бы что	1	1
54	как он говорит	1	1
55	а также и	1	1
56	он ссылается на	1	1
57	на первых порах	1	1
58	так или иначе	3	1
59	но вместе с	1	1
60	к концу этого	1	1
61	и в том	1	1
62	в свое время	1	1
63	вместе с ним	1	1
64	не забудем что	1	1
65	при всех его	1	1
66	это значит что	1	1
67	к выводу что	1	1
68	несмотря на все	2	1
69	с этой стороны	1	1
70	можно сказать что	1	1
71	не было ни	1	1
72	на то что	2	1
73	не что иное	1	1
74	в него и	1	1
75	тем не менее	6	1
76	в сравнении с	1	1
77	для того чтобы	1	1
78	я знаю что	1	1
79	здесь как и	1	1
80	этот не может	1	1
