N	2gram	Bakhtin_Fr_8	Poddanst
1	не только	8	17
2	и в	56	14
3	и не	9	12
4	в области	5	11
5	в этом	14	10
6	в отношении	5	10
7	в качестве	4	9
8	но в	6	9
9	то же	11	9
10	в том	13	9
11	в пределах	5	8
12	только в	9	7
13	в то	12	7
14	же время	10	7
15	в ней	4	6
16	xix века	1	6
17	было бы	2	6
18	но и	9	6
19	в которых	2	5
20	с другой	2	5
21	может быть	3	5
22	не в	3	5
23	и о	3	5
24	первой половины	1	4
25	если бы	2	4
26	а также	3	4
27	в своем	3	4
28	и к	4	4
29	как бы	11	4
30	том что	8	4
31	не может	2	4
32	и потому	4	4
33	в котором	2	4
34	что в	5	4
35	же в	1	4
36	а в	2	4
37	то что	3	4
38	мы не	2	3
39	между тем	3	3
40	это не	2	3
41	хотя и	2	3
42	и как	2	3
43	тот же	1	3
44	с одной	4	3
45	в себе	4	3
46	в нем	8	3
47	для того	2	3
48	заключается в	1	3
49	прежде всего	6	3
50	одной стороны	2	3
51	с тем	2	3
52	с точки	2	3
53	но не	5	3
54	могут быть	1	3
55	потому что	6	3
56	точки зрения	6	3
57	и это	1	2
58	например в	4	2
59	значительной мере	1	2
60	в ее	6	2
61	в мире	2	2
62	было в	1	2
63	начала и	4	2
64	по характеру	1	2
65	по сравнению	1	2
66	является в	1	2
67	народа его	1	2
68	к началу	2	2
69	но к	1	2
70	не нужно	1	2
71	время в	3	2
72	в значительной	2	2
73	во всех	8	2
74	в которую	1	2
75	во всей	2	2
76	того что	1	2
77	стороны и	1	2
78	ii в	1	2
79	бы ни	1	2
80	в начале	1	2
81	главным образом	3	2
82	и других	4	2
83	в его	18	2
84	из них	2	2
85	в виде	2	2
86	не к	1	2
87	и вот	1	2
88	как раз	2	2
89	по-видимому не	1	2
90	где в	1	2
91	и с	8	2
92	точек зрения	2	2
93	именно в	1	2
94	и тем	1	2
95	в них	11	2
96	не было	5	2
97	а не	2	2
98	в ряду	1	2
99	в эту	2	2
100	не будем	1	2
101	друг другу	2	2
102	в тот	1	2
103	культуры в	2	2
104	все это	8	2
105	одна из	4	2
106	слова но	1	2
107	principium individuationis	1	2
108	в полной	1	2
109	еще более	1	2
110	тем более	1	2
111	для нас	1	2
112	может и	1	2
113	в частности	7	2
114	и русского	1	2
115	как на	1	2
116	том числе	3	2
117	с формами	1	1
118	также и	2	1
119	с другом	1	1
120	и то	2	1
121	с большою	1	1
122	как известно	1	1
123	нового не	1	1
124	тем же	1	1
125	во времена	3	1
126	в себя	1	1
127	культуры и	2	1
128	по преимуществу	2	1
129	на две	2	1
130	на человеческую	1	1
131	в рамки	1	1
132	первой половине	1	1
133	касается не	1	1
134	стремиться к	1	1
135	был и	2	1
136	его нет	1	1
137	те же	1	1
138	особенно в	1	1
139	в борьбе	2	1
140	быть разрешена	1	1
141	еще в	1	1
142	к первому	1	1
143	что дело	1	1
144	бы что	1	1
145	в эпоху	10	1
146	для этого	1	1
147	к пределу	1	1
148	находится в	1	1
149	с ее	5	1
150	и ее	4	1
151	и здесь	3	1
152	подчеркнуть что	1	1
153	широкой и	2	1
154	настоящее время	3	1
155	с разных	1	1
156	и что	1	1
157	литературы и	1	1
158	притом в	1	1
159	еще не	10	1
160	и на	7	1
161	он был	12	1
162	оно ни	1	1
163	с его	5	1
164	науке и	1	1
165	процесс этот	1	1
166	и главное	1	1
167	различия между	1	1
168	грань между	2	1
169	к использованию	1	1
170	что и	3	1
171	отличие от	1	1
172	современности и	2	1
173	в стадии	1	1
174	не просто	3	1
175	есть с	1	1
176	перед тем	1	1
177	также в	1	1
178	которой в	1	1
179	и мир	1	1
180	вот как	2	1
181	на будущее	1	1
182	оставаясь в	1	1
183	в современной	1	1
184	выпадение из	1	1
185	известном смысле	1	1
186	мира который	1	1
187	мысль и	1	1
188	все же	2	1
189	этой последней	1	1
190	и слова	1	1
191	современности в	1	1
192	ничего более	1	1
193	мы видим	6	1
194	более или	2	1
195	поскольку мы	1	1
196	национального государства	1	1
197	в самом	9	1
198	только то	1	1
199	в условиях	5	1
200	в которой	4	1
201	во времени	1	1
202	бы и	2	1
203	что это	4	1
204	вопрос об	2	1
205	из этих	1	1
206	именно на	1	1
207	в эти	1	1
208	себя в	1	1
209	отчасти и	2	1
210	в известном	2	1
211	сложной и	1	1
212	что его	1	1
213	веку в	1	1
214	сливаются в	3	1
215	и современная	1	1
216	уже в	2	1
217	во многих	1	1
218	в большинстве	7	1
219	только на	2	1
220	но на	1	1
221	личный опыт	1	1
222	в определенном	1	1
223	к миру	1	1
224	тем чтобы	1	1
225	мы знаем	1	1
226	одно из	1	1
227	не как	2	1
228	говорили об	1	1
229	к первой	1	1
230	к ним	2	1
231	мы можем	1	1
232	пример такого	1	1
233	века в	1	1
234	и только	1	1
235	какой бы	1	1
236	каждый из	1	1
237	широко и	1	1
238	дело идет	1	1
239	с собой	2	1
240	момент когда	1	1
241	а затем	1	1
242	связанные с	1	1
243	не были	3	1
244	возможно что	2	1
245	или иной	1	1
246	из всех	2	1
247	на этой	1	1
248	большинстве случаев	6	1
249	его в	2	1
250	методами и	1	1
251	связаны с	6	1
252	живет в	1	1
253	и иных	1	1
254	а с	1	1
255	были в	1	1
256	по всему	2	1
257	из нее	2	1
258	них и	2	1
259	где он	1	1
260	мир от	1	1
261	далеко не	2	1
262	в этой	6	1
263	в реальной	1	1
264	как и	5	1
265	и некоторых	1	1
266	в свете	4	1
267	в развитии	2	1
268	когда в	2	1
269	должна была	1	1
270	являются наиболее	1	1
271	и еще	2	1
272	эту эпоху	1	1
273	или менее	2	1
274	бы оно	1	1
275	в творчестве	5	1
276	и при	2	1
277	работы в	1	1
278	величайшим трудом	1	1
279	так же	2	1
280	и особенно	1	1
281	из мира	1	1
282	место в	1	1
283	культура но	1	1
284	в отличие	1	1
285	мысли и	1	1
286	бы мы	1	1
287	будем касаться	1	1
288	в данном	2	1
289	вопрос о	1	1
290	сравнению с	1	1
291	времени с	2	1
292	живых и	1	1
293	науки и	1	1
294	и эти	2	1
295	куда в	1	1
296	как к	2	1
297	и более	4	1
298	в прошлом	1	1
299	там где	3	1
300	друг с	1	1
301	и завершающих	1	1
302	с величайшим	1	1
303	и вся	1	1
304	в формах	1	1
305	на сторону	1	1
306	что эта	1	1
307	лиц и	2	1
308	иной раз	1	1
309	мире в	2	1
310	к другим	1	1
311	которые были	2	1
312	тогда когда	1	1
313	этом смысле	1	1
314	она должна	1	1
315	идет именно	1	1
316	парижа и	1	1
317	можно судить	1	1
318	того чтобы	4	1
319	не имеет	1	1
320	никогда не	5	1
321	и конца	1	1
322	и всегда	1	1
323	в результате	5	1
324	казалось бы	3	1
325	в отношениях	1	1
326	о котором	1	1
327	в настоящее	3	1
328	или иным	1	1
329	исторической действительности	1	1
330	и притом	1	1
331	что по	1	1
332	в наши	1	1
333	другой стороны	2	1
334	в этих	11	1
335	от века	1	1
336	происходивший в	1	1
337	всеми его	1	1
338	на фоне	1	1
339	нет ничего	1	1
340	в каком	2	1
341	конечно и	3	1
342	гоголя и	2	1
343	из тех	1	1
344	и освещается	1	1
345	только как	1	1
346	является и	2	1
347	будущее в	1	1
348	традиции в	1	1
349	одновременно и	1	1
350	что все	4	1
351	есть и	5	1
352	в других	2	1
353	числе и	2	1
354	более широкой	2	1
355	частности в	1	1
356	что оно	1	1
357	видим в	1	1
358	котором говорит	1	1
359	и другие	5	1
360	вместе с	2	1
361	это в	2	1
362	гоголь и	1	1
363	многие из	2	1
364	они не	5	1
365	гораздо более	1	1
