N	3gram	Medvedev_V_1	FransuaR
1	то же время	5	6
2	в то же	5	6
3	до сих пор	1	4
4	но в то	1	4
5	в связи с	3	4
6	большей или меньшей	3	3
7	в том числе	2	3
8	как и все	1	3
9	прежде всего необходимо	1	3
10	для того чтобы	3	3
11	в той или	1	2
12	говорит об этом	1	2
13	у него был	1	2
14	по отношению к	7	2
15	но и в	1	2
16	в этом отношении	13	2
17	том числе и	2	2
18	можно было бы	2	2
19	это вовсе не	1	2
20	или меньшей степени	2	2
21	по сравнению с	1	2
22	в большей или	2	2
23	не может быть	8	2
24	все то что	1	2
25	в данном случае	1	2
26	о том что	3	2
27	той или иной	1	2
28	можно сказать что	4	2
29	может быть в	1	2
30	в том же	1	2
31	в другом месте	2	1
32	некоторые из них	1	1
33	нет и не	1	1
34	только в пределах	1	1
35	xvi в в	1	1
36	оно может быть	1	1
37	имеем в виду	1	1
38	подобно тому как	2	1
39	но даже и	1	1
40	также и в	2	1
41	имеются в виду	1	1
42	о том как	3	1
43	как это делает	3	1
44	интересно сопоставить эти	1	1
45	и не может	2	1
46	хотя бы и	5	1
47	у некоторых писателей	1	1
48	и др и	1	1
49	он и не	1	1
50	точном смысле слова	2	1
51	в значительной мере	3	1
52	не подлежит сомнению	1	1
53	может быть и	1	1
54	в нескольких вариантах	1	1
55	смысле слова не	1	1
56	в применении к	1	1
57	бы и не	3	1
58	в том чтобы	2	1
59	как будто бы	1	1
60	не только для	1	1
61	примеров можно было	1	1
62	с большей или	1	1
63	об этом свидетельствует	1	1
64	во всяком случае	1	1
65	это одна из	1	1
66	в точном смысле	2	1
67	для правильного понимания	1	1
68	с другой стороны	8	1
69	к религии и	1	1
70	в художественном образе	1	1
71	мы видели что	3	1
72	что они не	1	1
73	во всех этих	1	1
74	только то что	2	1
75	сих пор не	1	1
76	между этими двумя	1	1
77	все эти явления	2	1
78	ни к какому	1	1
79	даже и в	1	1
80	и вместе с	1	1
81	в свою очередь	1	1
82	это и есть	3	1
83	в одном из	3	1
84	но и для	1	1
85	мы знаем что	2	1
86	но ведь это	1	1
87	кроме того что	1	1
88	в новое время	1	1
89	таким образом и	1	1
90	и др в	3	1
91	все его внимание	1	1
92	мы видим что	1	1
93	в следующих словах	1	1
94	мы встречаемся с	1	1
95	всего может быть	1	1
96	еще и не	2	1
97	в том что	5	1
98	в последнем счете	1	1
99	как мы знаем	1	1
100	и в другом	2	1
