N	2gram	Vinokur_Ku_3	TeoriaLi
1	не только	17	18
2	в качестве	2	17
3	тогда как	1	16
4	и не	10	16
5	я в	3	16
6	а в	5	14
7	состоит в	2	13
8	и в	23	13
9	в частности	2	13
10	так и	6	12
11	может быть	14	12
12	в этом	16	11
13	при этом	6	11
14	в том	22	11
15	но не	3	10
16	и его	1	10
17	а не	11	10
18	то же	6	9
19	в его	11	9
20	по отношению	3	8
21	своего рода	2	8
22	сводится к	1	8
23	но и	3	8
24	отношению к	2	8
25	что в	13	8
26	отличие от	2	7
27	в себе	1	7
28	том что	11	7
29	точки зрения	23	7
30	в отличие	2	7
31	в то	3	7
32	по своей	1	7
33	только в	6	7
34	как это	7	7
35	в данном	7	7
36	еще не	9	6
37	но в	2	6
38	в первой	1	6
39	лишь в	8	6
40	в русской	1	6
41	же время	1	6
42	как бы	5	6
43	мы имеем	2	5
44	данном случае	4	5
45	в рамках	5	5
46	в своем	4	5
47	в самом	13	5
48	он не	3	5
49	в принципе	1	5
50	того или	3	5
51	как и	5	5
52	не в	5	5
53	однако в	2	5
54	тем самым	4	5
55	в ее	4	5
56	в пределах	2	5
57	или иной	7	5
58	а также	4	5
59	между тем	4	5
60	уже не	8	5
61	не случайно	4	5
62	с другой	7	5
63	как в	4	5
64	или иного	3	5
65	между ними	1	5
66	по преимуществу	3	4
67	говорить о	6	4
68	конечном счете	1	4
69	отношение к	3	4
70	хотя и	5	4
71	всего лишь	1	4
72	то что	4	4
73	ни в	3	4
74	в слове	4	4
75	в своей	4	4
76	в их	6	4
77	или менее	2	4
78	не столько	4	4
79	не менее	12	4
80	приводит к	1	4
81	читателя в	1	4
82	можно сказать	2	4
83	в конечном	1	4
84	и ее	1	4
85	но он	1	4
86	в свою	1	4
87	не знает	2	4
88	сказать что	7	4
89	не может	6	4
90	более или	2	4
91	и то	1	3
92	между двумя	1	3
93	на две	1	3
94	например в	1	3
95	а только	1	3
96	в сторону	1	3
97	не все	2	3
98	перед нами	1	3
99	и к	3	3
100	в противоположность	1	3
101	со своей	1	3
102	все эти	7	3
103	в нашем	7	3
104	и вот	3	3
105	его в	2	3
106	этом смысле	1	3
107	мог бы	2	3
108	в этих	2	3
109	тем не	9	3
110	в отношении	3	3
111	никогда не	1	3
112	как раз	4	3
113	потому что	12	3
114	той или	5	3
115	свою очередь	1	3
116	другой стороны	3	3
117	так в	2	3
118	в другом	1	3
119	и что	7	3
120	входит в	1	3
121	того что	11	3
122	а с	3	3
123	во времени	1	3
124	для него	1	3
125	слова в	4	3
126	именно в	3	3
127	и др	1	3
128	прежде всего	9	3
129	и потому	1	3
130	по своему	2	3
131	этого слова	4	3
132	таким образом	9	3
133	в основе	1	3
134	отношении к	1	3
135	речи и	1	3
136	я и	3	2
137	отношения к	1	2
138	того же	4	2
139	это и	3	2
140	тех или	1	2
141	на деле	1	2
142	и способности	2	2
143	но она	1	2
144	на себя	2	2
145	я не	5	2
146	в целом	4	2
147	между собой	1	2
148	в чем	5	2
149	чем это	2	2
150	значении этого	1	2
151	но как	3	2
152	как такой	1	2
153	за пределы	2	2
154	что они	2	2
155	сама по	2	2
156	как к	2	2
157	в противном	1	2
158	и как	2	2
159	говорит что	1	2
160	в которой	1	2
161	образом и	1	2
162	но на	3	2
163	противном случае	1	2
164	однако при	1	2
165	или иных	1	2
166	без исключения	1	2
167	здесь мы	1	2
168	это не	3	2
169	и иных	1	2
170	и тем	6	2
171	вовсе не	5	2
172	и того	2	2
173	иначе говоря	2	2
174	одного и	2	2
175	в войне	1	2
176	с точки	16	2
177	к такой	2	2
178	войне и	1	2
179	высказывания и	1	2
180	зрения и	1	2
181	по себе	6	2
182	даже в	1	2
183	для меня	2	2
184	дело не	2	2
185	не могло	1	2
186	только не	1	2
187	казалось бы	1	2
188	слова как	2	2
189	как будто	1	2
190	и для	1	2
191	в стилистическом	1	2
192	и о	4	2
193	здесь не	2	2
194	не с	2	2
195	к его	2	2
196	мы в	1	2
197	если бы	8	2
198	в виду	8	2
199	и здесь	2	2
200	о том	6	2
201	что каждый	1	2
202	е о	1	2
203	роль принадлежит	1	2
204	к нему	1	2
205	во втором	1	2
206	вслед за	1	2
207	и мире	1	2
208	к числу	1	2
209	к смыслу	1	2
210	тот или	2	2
211	с одной	4	2
212	оказывается в	1	2
213	этом что	2	2
214	или иным	2	2
215	что сама	1	2
216	в структуре	3	2
217	стилистическом отношении	1	2
218	со стороны	1	2
219	в области	14	2
220	следует подчеркнуть	2	2
221	а именно	3	2
222	одной стороны	4	2
223	а на	1	2
224	и составляет	1	2
225	о чем	2	2
226	рамках одного	1	2
227	на фоне	7	2
228	вместе с	2	2
229	так же	2	2
230	текста в	1	2
231	из которых	1	2
232	к жизни	1	2
233	в той	4	2
234	могут быть	6	2
235	к тому	3	2
236	литературных жанров	1	2
237	совершенно иной	2	2
238	собственно говоря	1	2
239	в равной	1	2
240	одной из	1	2
241	имеет в	2	2
242	что он	6	2
243	культуры в	1	2
244	можно говорить	10	1
245	также что	2	1
246	говоря о	1	1
247	те же	7	1
248	также и	5	1
249	в сфере	1	1
250	возможно их	1	1
251	таком случае	2	1
252	и через	2	1
253	не такое	1	1
254	связана с	1	1
255	идет о	1	1
256	и есть	5	1
257	тем же	2	1
258	в иных	1	1
259	к другому	2	1
260	отношения между	4	1
261	можно лишь	1	1
262	что даже	1	1
263	знание по	1	1
264	той же	3	1
265	ставят перед	1	1
266	же как	1	1
267	содержания в	2	1
268	вопрос о	11	1
269	чтобы не	2	1
270	и такой	2	1
271	скажем и	1	1
272	чти и	1	1
273	и со	1	1
274	счете к	1	1
275	которое в	2	1
276	к общему	1	1
277	который может	1	1
278	думаю что	1	1
279	и на	1	1
280	это возможно	1	1
281	как смысл	1	1
282	столь же	4	1
283	время в	3	1
284	бы то	1	1
285	в различных	2	1
286	роман и	1	1
287	тем как	1	1
288	еще одним	1	1
289	иных случаях	1	1
290	внутренняя форма	3	1
291	коем случае	1	1
292	легко может	1	1
293	здесь также	1	1
294	не входит	1	1
295	для обозначения	2	1
296	литературная речь	2	1
297	союзов и	1	1
298	с совершенно	1	1
299	на письменном	1	1
300	значение для	1	1
301	или иное	2	1
302	отнюдь не	3	1
303	это тот	1	1
304	мере в	1	1
305	более чем	2	1
306	независимо от	5	1
307	если на	1	1
308	что касается	1	1
309	и где	1	1
310	целый ряд	4	1
311	как уже	1	1
312	зрения как	1	1
313	больше нежели	1	1
314	или иную	1	1
315	то в	3	1
316	в условиях	2	1
317	еще на	2	1
318	что это	3	1
319	тон в	1	1
320	таковы например	1	1
321	он в	2	1
322	то я	1	1
323	из этих	5	1
324	одном случае	1	1
325	в известном	2	1
326	литературной речи	3	1
327	раз в	1	1
328	пушкина я	1	1
329	имеем в	1	1
330	если он	1	1
331	не могла	1	1
332	духовной культуры	1	1
333	что одна	2	1
334	что она	5	1
335	в статье	2	1
336	в понимании	1	1
337	с нашим	1	1
338	материал из	1	1
339	отношений между	2	1
340	в силу	6	1
341	по существу	3	1
342	в первом	5	1
343	том числе	2	1
344	у читателя	1	1
345	ему на	1	1
346	является не	1	1
347	фразы с	1	1
348	то ни	1	1
349	не будет	1	1
350	что все	2	1
351	том-то и	1	1
352	речь в	2	1
353	том случае	4	1
354	внутренней форме	1	1
355	а по	1	1
