N	3gram	Bakhtin_sl_2	Myshleni
1	в том что	4	31
2	с точки зрения	3	11
3	с одной стороны	5	9
4	с другой стороны	1	8
5	в этом отношении	3	7
6	в собственном смысле	3	7
7	на каждом шагу	2	6
8	не только не	1	5
9	для того чтобы	2	5
10	на первый план	1	4
11	как уже сказано	2	4
12	на то что	1	4
13	в этом случае	6	3
14	между тем как	1	3
15	во всяком случае	2	3
16	в связи с	2	3
17	о том что	1	3
18	речь идет о	1	3
19	как мы уже	2	3
20	в том числе	1	2
21	одной стороны и	3	2
22	и не только	1	2
23	не может не	1	2
24	в отличие от	12	2
25	но и в	1	2
26	каждом шагу в	1	2
27	том числе и	1	2
28	не могут быть	2	2
29	все более и	1	2
30	мы уже говорили	1	2
31	в целом ряде	1	2
32	между этими двумя	1	2
33	в свою очередь	2	2
34	более и более	1	2
35	мы видели что	1	2
36	между словом и	3	2
37	как мы видели	1	2
38	том что в	1	1
39	это не может	1	1
40	в какой мере	1	1
41	в одном слове	1	1
42	далеко не все	1	1
43	с ним но	1	1
44	и даже не	1	1
45	мышления и речи	2	1
46	предмет таким образом	1	1
47	в зависимости от	4	1
48	что слово в	1	1
49	зависимости от этих	1	1
50	в той же	1	1
51	что он не	1	1
52	конкретного к абстрактному	1	1
53	становится таким образом	1	1
54	до сих пор	2	1
55	стоит и падает	1	1
56	и в истории	2	1
57	образов с одной	1	1
58	чем перейти к	1	1
59	в процессе развития	1	1
60	порождать из себя	1	1
61	не только в	2	1
62	в действии и	1	1
63	а также и	2	1
64	как один из	1	1
65	отличие от второй	1	1
66	тогда когда это	1	1
67	параллельно с этим	1	1
68	друг к другу	1	1
69	действительность при этом	1	1
70	лежащую в основе	1	1
71	прежде чем перейти	1	1
72	не может быть	15	1
73	по отношению к	4	1
74	в научном мышлении	1	1
75	в русском языке	1	1
76	тем и другим	1	1
77	мы можем сказать	1	1
78	с самого начала	1	1
79	но все же	4	1
80	мы говорим о	1	1
81	и как мы	1	1
82	в этих случаях	1	1
83	в новые и	1	1
84	и ту же	1	1
85	тех или иных	1	1
86	тем не менее	1	1
87	и самое слово	1	1
88	одну и ту	1	1
89	том что он	1	1
90	как и в	1	1
91	мы увидим что	1	1
92	для этого необходимо	1	1
93	таким образом на	1	1
94	только с помощью	1	1
95	тот факт что	2	1
