N	3gram	Ircho_Kome_3	DiskursI
1	в отличие от	1	12
2	в том что	9	6
3	то же время	4	5
4	по отношению к	3	4
5	в этом отношении	2	4
6	в то же	4	4
7	с одной стороны	3	4
8	так и в	1	3
9	о том что	4	3
10	одной стороны и	1	2
11	в обоих случаях	1	2
12	состоит в том	2	2
13	подобно тому как	1	2
14	в соответствии с	1	2
15	в этом случае	2	2
16	с точки зрения	3	2
17	ни одно из	1	2
18	и не может	1	2
19	в первую очередь	1	2
20	в основе своей	1	2
21	на мой взгляд	1	2
22	не сводится к	1	2
23	но при этом	1	2
24	в свое время	1	2
25	не в состоянии	1	1
26	для литературного жанра	1	1
27	то что и	1	1
28	в самом деле	6	1
29	друг от друга	1	1
30	с другой стороны	2	1
31	и в то	1	1
32	бы то ни	2	1
33	но и здесь	1	1
34	в частности на	1	1
35	отнюдь не является	1	1
36	и в частности	1	1
37	с ней в	1	1
38	то ни было	2	1
39	говоря уже о	1	1
40	и в пределах	1	1
41	к лицу с	1	1
42	во всяком случае	3	1
43	из той же	1	1
44	ближе к тому	1	1
45	может быть все	1	1
46	равно как и	1	1
47	с самого начала	4	1
48	в конечном счете	2	1
49	не менее в	1	1
50	друг друга и	1	1
51	можно сказать что	1	1
52	и не дает	1	1
53	в том числе	1	1
54	не знает он	1	1
55	тем не менее	3	1
56	в себе самом	1	1
57	лицом к лицу	1	1
58	который по самой	1	1
59	по крайней мере	1	1
60	том числе и	1	1
61	свое право на	1	1
62	речь идет о	3	1
63	не говоря уже	1	1
