N	3gram	Potebnia_M_4	StatiiOP
1	в том что	7	11
2	и т п	4	6
3	не может быть	5	5
4	по крайней мере	5	4
5	с точки зрения	3	4
6	в этом отношении	1	4
7	во всяком случае	3	4
8	с другой стороны	1	4
9	о том что	5	4
10	в то время	1	4
11	с тем что	4	3
12	не в том	2	3
13	в связи с	1	3
14	то же время	3	3
15	на то что	4	3
16	в то же	3	3
17	то что я	7	2
18	может быть назван	3	2
19	но и в	1	2
20	это не так	1	2
21	до сих пор	4	2
22	что если бы	2	2
23	и не в	1	2
24	в том чтобы	1	2
25	с одной стороны	1	2
26	и в этом	4	2
27	все более и	2	2
28	было бы совершенно	1	2
29	между тем как	2	2
30	заключается в том	1	2
31	с самого начала	1	2
32	более и более	2	2
33	только тогда когда	4	2
34	к тому что	1	2
35	в том смысле	2	2
36	тем не менее	4	2
37	и т д	3	2
38	можно сказать что	4	1
39	обратите внимание на	1	1
40	потому что в	3	1
41	иметь в виду	1	1
42	а не в	1	1
43	и той же	1	1
44	но так как	1	1
45	в том виде	1	1
46	вопрос что такое	2	1
47	на самом деле	3	1
48	носит на себе	1	1
49	он может быть	1	1
50	сам и не	1	1
51	то об этом	1	1
52	что же касается	1	1
53	то же самое	4	1
54	не было и	2	1
55	форма в которой	1	1
56	смысле в каком	1	1
57	сам по себе	4	1
58	вместе с тем	3	1
59	сказать несколько слов	2	1
60	никакого сомнения в	1	1
61	и в речи	1	1
62	произносит это слово	1	1
63	виде в каком	1	1
64	то что в	2	1
65	что это значит	1	1
66	т п но	1	1
67	в этом обществе	1	1
68	значение этого слова	2	1
69	тем что мы	1	1
70	а что такое	2	1
71	она проявляется в	1	1
72	можно сравнить с	2	1
73	но как скоро	1	1
74	том смысле в	1	1
75	того что он	1	1
76	том что такое	1	1
77	в том же	2	1
78	если бы в	1	1
79	в немногих случаях	1	1
80	ответить на вопрос	1	1
81	так или иначе	2	1
82	целым рядом других	1	1
83	приблизительно в том	1	1
84	кроме того в	1	1
85	к убеждению что	1	1
86	то что совершается	1	1
87	в свое время	1	1
88	на вопрос что	1	1
89	том виде в	1	1
90	может быть не	1	1
91	таким образом в	1	1
92	что совершается в	1	1
93	от того что	3	1
94	том смысле что	1	1
95	в одно целое	1	1
96	он говорит и	1	1
97	в свою очередь	1	1
98	в одном из	1	1
99	и в самом	1	1
100	не только не	3	1
101	его к новым	1	1
102	речь идет о	1	1
103	не менее в	1	1
104	тогда когда мы	1	1
105	из которых один	1	1
106	кто произносит это	1	1
107	утверждать что это	1	1
108	вопрос о том	2	1
109	но на самом	1	1
110	одной и той	1	1
111	которая связана с	1	1
112	это однако не	1	1
113	все эти качества	1	1
114	сплошь да рядом	1	1
115	для того чтобы	4	1
116	не вдаваясь в	1	1
117	дело не в	1	1
118	то что никогда	1	1
119	в которой есть	1	1
