N	2gram	Trubetskoy_1	Myslijsy
1	потому что	7	46
2	то есть	4	34
3	в слове	1	32
4	в том	11	32
5	и в	26	30
6	может быть	10	28
7	то же	4	23
8	не только	10	21
9	только в	4	21
10	но и	9	19
11	того что	3	18
12	том что	7	18
13	то что	7	18
14	не есть	1	17
15	что в	9	17
16	в себе	6	16
17	по себе	1	16
18	и проч	2	16
19	и не	8	15
20	не в	2	15
21	в сознании	1	15
22	а не	5	15
23	таким образом	22	14
24	что и	6	13
25	так как	9	13
26	если бы	3	12
27	вместе с	15	12
28	а в	4	12
29	точно так	3	12
30	так и	6	11
31	что оно	4	11
32	этого слова	1	11
33	как в	1	10
34	в этом	15	10
35	в душе	1	10
36	как и	1	10
37	в то	4	10
38	и что	4	10
39	мы не	1	9
40	только тогда	1	9
41	из этих	10	9
42	в нем	4	9
43	было бы	1	9
44	тогда когда	2	9
45	между тем	2	9
46	для него	3	9
47	в ней	1	8
48	в самом	4	8
49	что мы	2	8
50	только что	2	8
51	есть не	1	7
52	с одной	7	7
53	но не	8	7
54	с тем	18	7
55	тем что	1	7
56	так что	3	7
57	с другой	8	7
58	смысле этого	1	7
59	к тому	6	7
60	же что	1	6
61	с этим	1	6
62	с ним	1	6
63	не имеет	5	6
64	указывает на	1	6
65	те же	2	6
66	что он	4	6
67	из коих	1	6
68	уже не	3	6
69	из них	7	6
70	а потому	1	6
71	зависит от	1	6
72	не может	4	6
73	но это	1	6
74	человека и	1	5
75	еще не	2	5
76	по отношению	1	5
77	в своем	3	5
78	и как	3	5
79	думать что	1	5
80	не следует	1	5
81	к одному	1	5
82	заключает в	2	5
83	с другими	4	5
84	в них	2	5
85	по крайней	5	5
86	же время	2	5
87	как на	8	5
88	в каком	1	5
89	не могут	2	5
90	не менее	3	5
91	мысль о	2	5
92	по тому	2	5
93	крайней мере	5	5
94	уже в	2	5
95	одно из	2	5
96	отношению к	3	5
97	должно быть	1	5
98	сказать что	2	5
99	только как	1	5
100	тем же	1	4
101	в каждой	1	4
102	относится к	2	4
103	что именно	2	4
104	не было	2	4
105	что это	3	4
106	не обнаруживает	1	4
107	он не	4	4
108	перестает быть	2	4
109	не к	2	4
110	но вместе	2	4
111	и по	4	4
112	мы видели	2	4
113	и при	3	4
114	себе не	1	4
115	в котором	4	4
116	того как	1	4
117	это слово	1	4
118	и его	1	4
119	для того	5	4
120	на это	1	4
121	и это	2	4
122	то время	1	4
123	по мере	1	4
124	в его	5	4
125	один из	2	4
126	что даже	1	4
127	а и	1	4
128	далеко не	4	4
129	если не	2	4
130	и потому	6	4
131	все это	6	4
132	в смысле	4	4
133	и от	4	4
134	тем более	1	4
135	мы должны	6	4
136	другой стороны	1	4
137	все что	2	4
138	и есть	1	3
139	в первом	1	3
140	оно есть	1	3
141	и на	2	3
142	в чем	1	3
143	более или	5	3
144	не можем	1	3
145	имеет для	1	3
146	что она	1	3
147	при этом	3	3
148	в силу	5	3
149	что все	4	3
150	его в	1	3
151	оно имеет	1	3
152	и тогда	4	3
153	или менее	5	3
154	как бы	12	3
155	представить себе	1	3
156	место в	1	3
157	тем не	3	3
158	или что	1	3
159	образом в	5	3
160	того чтобы	5	3
161	заметить что	1	3
162	могут быть	1	3
163	слова с	1	3
164	для себя	1	3
165	свою очередь	1	3
166	в образе	2	3
167	из двух	1	3
168	том как	1	3
169	можно сказать	3	3
170	это было	1	3
171	к нему	7	3
172	вслед за	2	3
173	и следовательно	1	3
174	на которой	1	3
175	только на	1	3
176	в начале	2	3
177	к мысли	1	3
178	никто не	1	3
179	прежде всего	2	3
180	друг друга	1	3
181	мы можем	2	3
182	и вместе	4	3
183	до сих	5	3
184	нельзя сказать	1	3
185	именно в	2	3
186	такое же	1	3
187	одной стороны	7	3
188	человеческой жизни	1	3
189	только от	1	3
190	там где	1	3
191	в одно	2	3
192	связь с	2	3
193	так же	5	3
194	за тем	1	3
195	сих пор	5	3
196	не знаем	1	3
197	тем и	2	3
198	не существует	1	3
199	к одной	2	3
200	и все	2	3
201	в свою	2	3
202	в которой	3	3
203	к этому	3	3
204	в таком	3	3
205	а между	1	2
206	таком случае	1	2
207	которого в	1	2
208	самом деле	1	2
209	этого последнего	2	2
210	это и	1	2
211	но тем	1	2
212	первое время	2	2
213	и до	1	2
214	в их	1	2
215	мы уже	1	2
216	той же	1	2
217	что уже	1	2
218	бы например	2	2
219	внешней природы	1	2
220	он как	1	2
221	все в	1	2
222	ему в	2	2
223	при таких	1	2
224	в новом	2	2
225	тогда как	1	2
226	отношение к	5	2
227	что они	1	2
228	человек может	1	2
229	все же	6	2
230	на человека	1	2
231	целый ряд	4	2
232	его к	1	2
233	та же	1	2
234	так или	3	2
235	в этой	4	2
236	и тот	1	2
237	на то	2	2
238	не могла	2	2
239	так сказать	1	2
240	и если	3	2
241	на его	1	2
242	не как	2	2
243	из него	2	2
244	людей и	2	2
245	прежде чем	1	2
246	но все	7	2
247	этом последнем	1	2
248	бы быть	1	2
249	на все	2	2
250	входит в	1	2
251	время и	1	2
252	ни в	1	2
253	не всегда	2	2
254	несмотря на	6	2
255	понятия и	1	2
256	именно то	1	2
257	во время	4	2
258	точки зрения	13	2
259	в своей	1	2
260	что такое	1	2
261	а как	1	2
262	то для	1	2
263	в которых	4	2
264	их в	1	2
265	том же	1	2
266	даже в	1	2
267	что с	1	2
268	как о	3	2
269	иметь в	1	2
270	только не	2	2
271	в разных	2	2
272	многие не	1	2
273	этом отношении	2	2
274	когда мы	1	2
275	от этого	1	2
276	его с	1	2
277	от нее	1	2
278	в области	9	2
279	мысли о	1	2
280	так например	2	2
281	ничего общего	2	2
282	то или	2	2
283	и о	3	2
284	в ее	1	2
285	можно только	2	2
286	к тем	1	2
287	и с	10	2
288	о том	6	2
289	должно было	2	2
290	связь между	1	2
291	этих слов	1	2
292	от них	2	2
293	природы и	1	2
294	к сознанию	1	2
295	эти последние	1	2
296	мы видим	1	2
297	одной из	5	2
298	которое мы	1	2
299	и после	2	2
300	связи с	9	2
301	в виде	4	2
302	наоборот что	1	2
303	в одном	3	2
304	у него	1	2
305	в других	3	2
306	на стороне	1	2
307	смотря по	1	2
308	не были	1	2
309	и даже	3	2
310	что человек	1	2
311	а с	7	2
312	души и	1	2
313	притом не	1	2
314	эти слова	1	2
315	по своему	2	2
316	как средство	1	2
317	с этой	3	2
318	сознании и	2	2
319	то не	1	2
320	из себя	2	2
321	бы в	1	2
322	и наконец	2	2
323	же в	1	2
324	человека то	1	2
325	а образ	1	2
326	в свой	1	2
327	первом случае	1	2
328	в свое	1	2
329	есть то	1	2
330	жизни и	2	2
331	и содержанием	1	2
332	это неверно	1	1
333	народ в	1	1
334	отношения к	1	1
335	одним из	2	1
336	в сфере	1	1
337	в строгом	1	1
338	каждом шагу	1	1
339	есть самая	1	1
340	к своей	1	1
341	пусть эта	1	1
342	что когда	1	1
343	когда человек	2	1
344	влагать в	1	1
345	что эти	3	1
346	субстанция не	1	1
347	нравственных качеств	1	1
348	не безразлично	1	1
349	его не	2	1
350	их и	1	1
351	не встречает	1	1
352	заставляет человека	1	1
353	из своих	2	1
354	чтобы не	1	1
355	мир его	1	1
356	в сущности	1	1
357	на каждом	1	1
358	время как	1	1
359	не вполне	3	1
360	сложнее и	1	1
361	и заставляет	2	1
362	того же	6	1
363	не иметь	1	1
364	на них	1	1
365	он сам	1	1
366	на бытие	1	1
367	здесь не	1	1
368	души есть	1	1
369	страданием и	1	1
370	бы то	2	1
371	без всякого	1	1
372	с его	2	1
373	что становится	1	1
374	общих чертах	1	1
375	именно тем	1	1
376	так для	1	1
377	что среди	1	1
378	данном случае	1	1
379	он может	1	1
380	совсем не	1	1
381	к нам	1	1
382	если в	3	1
383	а через	1	1
384	отличие от	1	1
385	смотрел на	1	1
386	из таких	1	1
387	один и	1	1
388	к связи	1	1
389	одном смысле	1	1
390	из которого	3	1
391	так называемом	1	1
392	так называемая	1	1
393	некоторое время	1	1
394	это был	1	1
395	что касается	1	1
396	еще и	1	1
397	помнить что	1	1
398	когда он	3	1
399	могли бы	1	1
400	стихии и	2	1
401	но в	7	1
402	следует сказать	1	1
403	то в	1	1
404	но эта	1	1
405	к чему	1	1
406	и конечно	1	1
407	явления и	1	1
408	формы в	1	1
409	связь ее	1	1
410	все эти	6	1
411	тоже не	1	1
412	что к	1	1
413	тому же	5	1
414	бы с	1	1
415	человек сознает	1	1
416	главным образом	8	1
417	и таких	1	1
418	на создание	1	1
419	но именно	1	1
420	и горе	1	1
421	он должен	1	1
422	именно из	2	1
423	в корне	1	1
424	такую силу	1	1
425	чем с	1	1
426	существует и	1	1
427	ними в	1	1
428	которой нет	1	1
429	а вместе	1	1
430	касается до	1	1
431	что мир	1	1
432	в мире	5	1
433	в старину	1	1
434	них не	2	1
435	лишь в	5	1
436	заключается в	1	1
437	образом если	2	1
438	в глазах	2	1
439	это не	1	1
440	этой силы	1	1
441	в жизни	1	1
442	в минуту	1	1
443	есть сам	1	1
444	друга что	1	1
445	она и	1	1
446	сказать и	1	1
447	в самую	1	1
448	жизни то	1	1
449	ни с	1	1
450	такою же	1	1
451	то самое	1	1
452	себе под	1	1
453	которое тоже	1	1
454	в этих	4	1
455	нужно чтобы	2	1
456	в связь	1	1
457	но если	2	1
458	от своего	1	1
459	таким же	1	1
460	в такой	1	1
461	всей вероятности	1	1
462	с точки	6	1
463	впечатлений которые	1	1
464	жизни с	1	1
465	которые в	2	1
466	его разными	1	1
467	и более	1	1
468	однако в	1	1
469	не должно	1	1
470	мало нам	1	1
471	что происходит	1	1
472	себя не	1	1
473	хотя это	1	1
474	ее с	2	1
475	на себе	1	1
476	в процессе	2	1
477	из предыдущего	1	1
478	искусству и	1	1
479	занять место	1	1
480	не могло	2	1
481	следовательно и	1	1
482	судя по	1	1
483	этому что	1	1
484	в общих	1	1
485	них только	1	1
486	ничего не	1	1
487	больше чем	2	1
488	под этим	1	1
489	невозможно но	1	1
490	понимание которое	1	1
491	не принадлежат	1	1
492	с одним	2	1
493	очень редких	1	1
494	не нужен	1	1
495	на людей	1	1
496	быть в	1	1
497	может показаться	1	1
498	с другом	5	1
499	целое но	1	1
500	течением времени	3	1
501	настоящего времени	1	1
502	и далее	1	1
503	начиная с	2	1
504	над другими	1	1
505	народа к	1	1
506	отличается от	2	1
507	же самое	2	1
508	всего что	1	1
509	о происхождении	1	1
510	собственное имя	1	1
511	на нечто	1	1
512	разные стороны	1	1
513	значения и	1	1
514	в виду	2	1
515	связи со	1	1
516	в понятие	1	1
517	как по	1	1
518	какое содержание	1	1
519	в предшествующем	1	1
520	только то	1	1
521	с самого	3	1
522	с течением	3	1
523	до самого	1	1
524	жизни это	1	1
525	на нее	3	1
526	не с	2	1
527	ясно что	3	1
528	было в	1	1
529	особенно в	2	1
530	в результате	3	1
531	мы читаем	1	1
532	для этого	2	1
533	из одного	1	1
534	именно потому	1	1
535	и здесь	2	1
536	и т.д	6	1
537	говорить не	1	1
538	другими словами	1	1
539	силы природы	1	1
540	в глаза	1	1
541	одного из	1	1
542	после того	1	1
543	души в	1	1
544	в которую	1	1
545	во всех	2	1
546	субстанции к	1	1
547	творчества в	1	1
548	и человеком	2	1
549	эти два	1	1
550	стоит и	1	1
551	на одном	1	1
552	язык в	1	1
553	на словах	1	1
554	в ту	1	1
555	происходит в	1	1
556	тех пор	2	1
557	что здесь	1	1
558	как из	1	1
559	тот же	2	1
560	при всяком	1	1
561	как нечто	1	1
562	целого и	1	1
563	между этими	2	1
564	и ее	1	1
565	или его	1	1
566	менее совершенно	1	1
567	чтобы найти	1	1
568	себя в	1	1
569	видели выше	1	1
570	конечно не	2	1
571	указания на	1	1
572	при помощи	1	1
573	но совершенно	1	1
574	сходства в	1	1
575	первобытного человека	1	1
576	смерти и	1	1
577	не связанных	1	1
578	мы знаем	1	1
579	мир не	1	1
580	этому последнему	1	1
581	его души	1	1
582	могло бы	1	1
583	иначе как	1	1
584	сами по	1	1
585	на душу	1	1
586	к ним	3	1
587	должен был	4	1
588	явления природы	1	1
589	теперь при	1	1
590	в очень	1	1
591	не является	1	1
592	нужно было	1	1
593	со всем	1	1
594	или иначе	3	1
595	них в	1	1
596	по своим	2	1
597	ко многим	1	1
598	личной жизни	1	1
599	по всей	1	1
600	и люди	2	1
601	превращается в	2	1
602	с нашей	1	1
603	может ли	2	1
604	на этот	4	1
605	не означает	1	1
606	стремление человека	1	1
607	с конца	1	1
608	этом следует	1	1
609	то по	1	1
610	нашей точки	1	1
611	еще только	2	1
612	мы поймем	1	1
613	людьми и	1	1
614	и любовью	1	1
615	в одной	1	1
616	тождество с	1	1
617	или по	2	1
618	эта особенность	1	1
619	научного анализа	1	1
620	общего с	2	1
621	человек должен	2	1
622	в данном	1	1
623	вспомнить что	1	1
624	своей души	1	1
625	себе сознание	1	1
626	души на	1	1
