N	3gram	Vygotskiy__3	formyVre
1	с точки зрения	1	8
2	в связи с	5	7
3	для того чтобы	7	7
4	не только в	1	5
5	как мы уже	2	4
6	друг с другом	5	4
7	в том числе	1	3
8	о том как	1	3
9	к вопросу о	1	3
10	и в этом	2	3
11	во всех этих	1	3
12	мы уже говорили	5	3
13	в том что	17	3
14	в другом месте	1	2
15	то же самое	1	2
16	в этом случае	1	2
17	на первый план	2	2
18	в дальнейшем мы	1	2
19	до сих пор	1	2
20	сами по себе	3	2
21	в последнем счете	1	2
22	том числе и	1	2
23	все же в	2	2
24	в этом отношении	3	2
25	связи с этим	1	2
26	это значит что	4	2
27	друг от друга	1	2
28	в так называемой	1	1
29	и того же	4	1
30	даже там где	1	1
31	мы будем говорить	1	1
32	и связанные с	1	1
33	имеет место уже	1	1
34	а отнюдь не	1	1
35	уже говорили что	2	1
36	с ним но	1	1
37	только в том	2	1
38	как и все	1	1
39	тот или иной	1	1
40	в действии и	1	1
41	в конце концов	1	1
42	в отличие от	6	1
43	как мы увидим	2	1
44	с ним в	1	1
45	между тем как	1	1
46	то что в	2	1
47	по аналогии с	1	1
48	как это делают	1	1
49	вместе с этим	2	1
50	так и здесь	1	1
51	будем говорить особо	1	1
52	он не мог	1	1
53	с другом в	1	1
54	с этой точки	2	1
55	вместе с тем	10	1
56	так как он	1	1
57	здесь мы видим	1	1
58	же что и	1	1
59	мы увидим дальше	1	1
60	то время как	4	1
61	как и в	2	1
62	в данном случае	1	1
63	что в основе	1	1
64	в них как	1	1
65	с одной стороны	5	1
66	и все его	1	1
67	по сравнению с	3	1
68	это имеет место	1	1
69	все более и	1	1
70	в связи со	1	1
71	другом месте как	1	1
72	но только в	1	1
73	с другой стороны	3	1
74	не может быть	2	1
75	этой точки зрения	2	1
76	и как бы	1	1
77	в то время	4	1
78	и вместе с	2	1
79	связи с тем	1	1
80	пространственных и временных	1	1
81	в свою очередь	2	1
82	о том что	3	1
83	распадается на ряд	1	1
84	с тем что	3	1
85	как она была	1	1
86	в котором в	1	1
87	с самого начала	6	1
88	более и более	1	1
89	выходит за пределы	1	1
90	не выходит за	1	1
91	же в них	1	1
92	и в результате	1	1
93	одного и того	4	1
94	а вместе с	1	1
95	все эти особенности	1	1
96	он так же	1	1
97	к тому что	1	1
98	между словом и	1	1
99	всех этих случаях	1	1
100	человека и его	1	1
101	в совершенно ином	1	1
102	со всеми своими	1	1
103	что и в	5	1
104	мы наблюдаем в	1	1
105	как мы видели	3	1
106	той или иной	2	1
107	вне связи с	1	1
