N	3gram	Vinokur_Ku_1	Vladivir
1	в письме к	1	8
2	о том что	5	7
3	в том что	15	7
4	в свое время	2	5
5	в этом смысле	3	4
6	что же касается	4	4
7	то же время	2	4
8	на то что	2	4
9	в то же	2	4
10	на этот раз	1	4
11	более или менее	3	3
12	и потому что	2	3
13	с другой стороны	6	3
14	не может быть	3	3
15	вл соловьева к	1	3
16	как раз и	1	2
17	и в то	1	2
18	свидетельствуют о том	1	2
19	с ударением на	1	2
20	то обстоятельство что	8	2
21	в том чтобы	8	2
22	не только в	1	2
23	и то обстоятельство	1	2
24	еще и потому	1	2
25	об этом и	1	2
26	для своего времени	1	2
27	во всяком случае	5	2
28	тем более что	1	2
29	так что в	1	2
30	тем не менее	4	2
31	для того чтобы	15	2
32	том что он	4	2
33	что и в	1	2
34	и т д	14	2
35	в том виде	1	1
36	что иное как	1	1
37	себе и представить	1	1
38	с ними и	1	1
39	того что в	2	1
40	целом и вот	1	1
41	не говоря уже	1	1
42	в некотором отношении	1	1
43	в самом деле	7	1
44	и в особенности	1	1
45	в настоящее время	1	1
46	свидетельствует о том	1	1
47	несколько слов о	2	1
48	так и не	1	1
49	народного просвещения и	1	1
50	и притом не	1	1
51	в таких случаях	1	1
52	письмо вл соловьева	1	1
53	как это часто	1	1
54	все той же	1	1
55	большую роль в	1	1
56	этот раз из	1	1
57	вместе с тем	3	1
58	но что такое	1	1
59	одно и то	1	1
60	дело не в	1	1
61	в это время	1	1
62	в году но	1	1
63	скажем несколько слов	1	1
64	вопрос об отношении	1	1
65	уже и потому	1	1
66	в целом и	2	1
67	не потому что	3	1
68	с одной стороны	1	1
69	что для нас	1	1
70	смысле этого слова	1	1
71	в связи с	3	1
72	и то же	1	1
73	потому что она	1	1
74	а с другой	3	1
75	притом не только	1	1
76	и ничего не	1	1
77	так или иначе	2	1
78	хотя бы на	1	1
79	бы в этой	1	1
80	это часто бывает	1	1
81	при этом в	1	1
82	а в том	2	1
83	ни в каком	1	1
84	вывод который нам	1	1
85	вовсе не есть	1	1
86	заключается в том	2	1
87	так и в	2	1
88	и вместе с	1	1
89	в свою очередь	3	1
90	с помощью более	1	1
91	с тем что	1	1
92	и тем самым	1	1
93	только в тех	1	1
94	то что его	1	1
95	только в более	1	1
96	к тому что	2	1
97	то немногое что	1	1
98	не что иное	1	1
99	в истории русской	1	1
100	лицом к лицу	1	1
101	и с его	1	1
102	не в этом	1	1
103	в этом отношении	5	1
