N	2gram	Bakhtin_Pr_1	RusskieA
1	и в	38	36
2	не только	9	22
3	том что	3	19
4	что в	7	19
5	в том	8	17
6	но и	9	16
7	и другие	2	13
8	в этом	15	12
9	в других	4	11
10	и т	14	10
11	и на	3	10
12	это не	5	10
13	как и	7	10
14	как мы	7	10
15	вместе с	1	10
16	т д	1	9
17	а в	6	9
18	с тем	1	8
19	у нас	2	8
20	о том	4	8
21	мы увидим	3	8
22	из них	1	8
23	может быть	26	8
24	как это	2	8
25	так и	5	7
26	между тем	7	7
27	что и	2	7
28	и других	2	7
29	в виде	2	6
30	так например	1	6
31	таким образом	10	6
32	при этом	5	6
33	не имеет	9	6
34	уже не	1	6
35	в них	5	6
36	и не	42	6
37	все это	3	6
38	для нас	1	6
39	в новый	2	6
40	то что	8	6
41	иногда и	3	5
42	как в	4	5
43	все же	6	5
44	при изучении	1	5
45	в которых	1	5
46	с ними	4	5
47	и у	2	5
48	как бы	22	5
49	мы имеем	2	4
50	не совсем	1	4
51	еще не	7	4
52	во всех	11	4
53	что по	1	4
54	в россии	2	4
55	входит в	8	4
56	в их	10	4
57	тому что	1	4
58	вплоть до	1	4
59	а иногда	2	4
60	одна из	2	4
61	связи с	2	4
62	к тому	1	4
63	его с	1	4
64	и что	2	4
65	тем что	2	4
66	и др	8	4
67	в некоторых	2	4
68	в тех	3	4
69	того что	2	4
70	по существу	2	4
71	но это	3	4
72	в связи	2	4
73	как уже	1	4
74	не может	27	4
75	только в	13	4
76	к этому	2	4
77	то на	1	3
78	их и	2	3
79	если в	1	3
80	которые не	1	3
81	в своем	5	3
82	не можем	2	3
83	что это	2	3
84	и те	2	3
85	на этом	2	3
86	то же	5	3
87	для них	1	3
88	далеко не	5	3
89	несмотря на	3	3
90	в этих	2	3
91	точки зрения	8	3
92	с точки	6	3
93	тем не	3	3
94	но они	4	3
95	не менее	4	3
96	ничего не	6	3
97	можно сделать	2	3
98	приводит к	3	3
99	не с	4	3
100	то есть	46	3
101	настоящее время	1	3
102	а также	1	3
103	от них	2	3
104	связаны с	2	3
105	как например	1	3
106	только на	1	3
107	слова в	7	3
108	в одном	1	3
109	к ним	1	3
110	в области	11	3
111	на этот	1	3
112	о чем	1	3
113	так называемой	1	3
114	так же	1	3
115	этого слова	1	3
116	не будем	3	3
117	в настоящее	1	3
118	и к	3	3
119	в свою	2	3
120	но эти	1	3
121	можно говорить	2	2
122	научное значение	2	2
123	к материалу	11	2
124	например в	3	2
125	к другому	1	2
126	но она	2	2
127	что иное	1	2
128	на себя	1	2
129	как не	1	2
130	в ней	4	2
131	иное как	1	2
132	это имеет	1	2
133	природы и	3	2
134	на самом	4	2
135	но не	12	2
136	значение и	1	2
137	к слову	1	2
138	не просто	1	2
139	отнюдь не	19	2
140	работа в	1	2
141	независимо от	13	2
142	мы можем	6	2
143	хотя и	3	2
144	и как	8	2
145	но в	4	2
146	в целом	3	2
147	все эти	5	2
148	в нашем	4	2
149	в дальнейшем	3	2
150	выводу что	1	2
151	как он	1	2
152	для обозначения	1	2
153	и всей	1	2
154	к выводу	1	2
155	в нем	15	2
156	всех этих	1	2
157	его от	1	2
158	в каждом	2	2
159	и с	17	2
160	в один	1	2
161	если угодно	1	2
162	и более	2	2
163	том же	2	2
164	как можно	1	2
165	она не	2	2
166	представления и	1	2
167	именно с	1	2
168	так называемый	2	2
169	до того	1	2
170	и здесь	2	2
171	могут быть	5	2
172	основаны на	1	2
173	области изучения	2	2
174	день и	1	2
175	имеет место	5	2
176	свою очередь	1	2
177	в в	1	2
178	в более	4	2
179	мы наблюдаем	1	2
180	что у	1	2
181	и другими	3	2
182	иногда в	1	2
183	с ним	5	2
184	на что	1	2
185	в его	43	2
186	них в	1	2
187	на другие	1	2
188	этот вопрос	1	2
189	в какой	2	2
190	в большинстве	5	2
191	его и	1	2
192	но что	1	2
193	не было	2	2
194	в особенности	2	2
195	не были	1	2
196	чем в	2	2
197	такое же	1	2
198	себя и	3	2
199	равной степени	1	2
200	и пр	2	2
201	только по	4	2
202	до конца	1	2
203	не на	5	2
204	а не	5	2
205	его как	3	2
206	большинстве случаев	5	2
207	в частности	2	2
208	в равной	2	2
209	и потому	4	2
210	там где	6	2
211	быть и	1	2
212	к вопросу	1	2
213	и для	11	2
214	или в	2	2
215	мы должны	2	2
216	не что	1	2
217	в своих	2	2
218	смысла не	1	1
219	и методы	1	1
220	также и	3	1
221	мы здесь	4	1
222	полагается в	1	1
223	а из	1	1
224	самом деле	6	1
225	тех же	1	1
226	непосредственно не	1	1
227	в первом	1	1
228	и ее	2	1
229	противном случае	3	1
230	оно было	2	1
231	должна быть	4	1
232	и за	1	1
233	и могут	1	1
234	приходит к	1	1
235	мы уже	1	1
236	из всех	1	1
237	не приходится	1	1
238	которую мы	3	1
239	не во	2	1
240	вопрос о	1	1
241	говорить о	3	1
242	не вполне	2	1
243	основании что	1	1
244	которое в	1	1
245	направление в	1	1
246	и он	2	1
247	в каждой	1	1
248	него он	1	1
249	настоящая работа	1	1
250	которую можно	1	1
251	в отличие	5	1
252	на них	3	1
253	ней как	1	1
254	всего этого	1	1
255	в чем	2	1
256	с его	2	1
257	а следовательно	1	1
258	другой более	1	1
259	том основании	1	1
260	на основе	6	1
261	а только	2	1
262	одном и	1	1
263	с трудом	1	1
264	не все	2	1
265	по отношению	21	1
266	не путем	2	1
267	в общем	1	1
268	с совершенно	2	1
269	себе и	1	1
270	отличие от	5	1
271	же тенденцией	1	1
272	значение имеет	3	1
273	относится к	4	1
274	и должны	2	1
275	в истории	2	1
276	в м	6	1
277	то чем	1	1
278	показать что	2	1
279	она как	1	1
280	в противном	3	1
281	свою любовь	1	1
282	целый ряд	1	1
283	с понятием	1	1
284	и наконец	6	1
285	говорится в	1	1
286	в которой	1	1
287	ни одна	2	1
288	все недостатки	1	1
289	в себе	4	1
290	на то	2	1
291	не нужны	1	1
292	они слишком	1	1
293	не имеют	2	1
294	и частично	2	1
295	он не	3	1
296	он должен	2	1
297	не к	6	1
298	не как	1	1
299	в начале	2	1
300	работ в	1	1
301	теперь еще	1	1
302	подобно тому	1	1
303	которое как	1	1
304	здесь мы	2	1
305	что все	2	1
306	это образ	1	1
307	в совершенно	1	1
308	значение в	1	1
309	о котором	2	1
310	его в	9	1
311	на почве	3	1
312	и тем	3	1
313	ни в	11	1
314	жизни человека	1	1
315	нет в	1	1
316	в этой	1	1
317	и необходимое	1	1
318	не всегда	6	1
319	и изучить	1	1
320	быть включены	1	1
321	но если	1	1
322	и при	2	1
323	особенности же	1	1
324	и без	1	1
325	установить что	1	1
326	место в	8	1
327	этого вопроса	1	1
328	иных точек	1	1
329	но эта	1	1
330	того времени	1	1
331	которые в	1	1
332	и эти	1	1
333	так называемое	1	1
334	не могли	2	1
335	форму в	5	1
336	что есть	1	1
337	всех их	1	1
338	значение слова	4	1
339	иной раз	1	1
340	виду что	1	1
341	в то	4	1
342	не о	1	1
343	дело в	2	1
344	что их	1	1
345	здесь на	1	1
346	в основе	5	1
347	в самых	1	1
348	иметь в	1	1
349	следовательно и	1	1
350	все свои	1	1
351	и всегда	1	1
352	место во	1	1
353	слова как	1	1
354	или как	3	1
355	явление в	1	1
356	как принадлежащий	1	1
357	того в	1	1
358	все стороны	2	1
359	и его	16	1
360	и теперь	1	1
361	этом отношении	2	1
362	ему не	1	1
363	и правильным	1	1
364	должны быть	4	1
365	служить и	1	1
366	слова с	2	1
367	поэзии как	1	1
368	и это	3	1
369	они должны	1	1
370	и о	5	1
371	в виду	4	1
372	данном случае	4	1
373	только при	2	1
374	можно показать	1	1
375	которые как	1	1
376	нами выше	2	1
377	то время	1	1
378	однако эта	1	1
379	собственно не	2	1
380	на том	1	1
381	работ и	1	1
382	можно было	4	1
383	из всего	1	1
384	было в	1	1
385	и мы	1	1
386	и всюду	1	1
387	не имели	1	1
388	имеется в	1	1
389	если бы	3	1
390	узкое значение	1	1
391	и вообще	2	1
392	но здесь	3	1
393	из других	1	1
394	наиболее устойчивую	1	1
395	можно почти	1	1
396	можно сказать	2	1
397	нас в	1	1
398	к нему	10	1
399	комедии и	1	1
400	и во	2	1
401	говорить об	1	1
402	во втором	1	1
403	материал не	1	1
404	от одного	1	1
405	во всей	1	1
406	направлений в	1	1
407	в форме	4	1
408	что бы	1	1
409	и менее	1	1
410	и следовательно	1	1
411	было бы	8	1
412	что здесь	1	1
413	на которой	1	1
414	обе эти	1	1
415	несколько примеров	1	1
416	что он	2	1
417	более узкое	2	1
418	к их	1	1
419	и действительно	1	1
420	который в	1	1
421	в область	3	1
422	бы ни	1	1
423	жизни как	1	1
424	точка зрения	3	1
425	это ни	1	1
426	есть в	1	1
427	разновидности их	1	1
428	в нашей	2	1
429	каким образом	1	1
430	смысла в	1	1
431	не дает	2	1
432	но совершенно	2	1
433	нас при	1	1
434	нуждается в	2	1
435	более как	1	1
436	лежит не	1	1
437	даже к	1	1
438	т п	13	1
439	прибавить что	1	1
440	и должна	3	1
441	с этими	1	1
442	может служить	1	1
443	дело и	5	1
444	случае не	2	1
445	не могут	2	1
446	на некоторые	1	1
447	значение чем	1	1
448	же деле	1	1
449	что дело	1	1
450	чем тот	1	1
451	к которому	4	1
452	тому как	1	1
453	мы еще	1	1
454	что не	4	1
455	обратиться к	1	1
456	связано с	1	1
457	которых мы	4	1
458	ним свою	1	1
459	с которым	1	1
460	точек зрения	1	1
461	в иной	1	1
462	смысл который	1	1
463	в иных	3	1
464	из которых	2	1
465	в пределах	6	1
466	по своему	1	1
467	в данном	4	1
468	по поводу	2	1
469	который мы	1	1
470	в той	1	1
471	же их	1	1
472	и смысла	2	1
473	быть не	1	1
474	есть и	1	1
475	самом же	1	1
476	как только	3	1
477	что мы	1	1
478	большое научное	1	1
479	но для	1	1
480	кроме того	3	1
481	же значение	1	1
482	это как	1	1
483	не является	3	1
484	форм и	2	1
485	хотя они	1	1
486	а к	2	1
487	в двух	2	1
488	от него	3	1
489	и все	3	1
490	не более	2	1
491	важное значение	1	1
492	только с	1	1
493	его значение	1	1
494	но оно	1	1
495	слово в	2	1
496	между ними	4	1
497	не знает	3	1
498	сказать что	4	1
499	только как	6	1
500	но можно	2	1
501	отношению к	19	1
502	оно не	3	1
503	в работах	2	1
504	жизни и	1	1
505	в таком	3	1
506	они не	3	1
507	все что	3	1
