N	2gram	Voloshinov_1	NovoeSre
1	а не	1	17
2	и в	16	16
3	не может	8	16
4	совсем не	2	12
5	и не	4	11
6	и есть	3	10
7	в эпоху	1	9
8	истории и	1	9
9	что в	3	9
10	как не	2	8
11	в том	3	8
12	жизни и	3	8
13	он не	2	8
14	культуры и	1	7
15	в этом	9	7
16	может быть	17	7
17	не будет	2	7
18	как и	2	7
19	высшей степени	1	6
20	с его	7	6
21	ни в	5	6
22	в высшей	1	6
23	никогда не	2	6
24	лишь в	1	6
25	но это	2	6
26	не знает	2	6
27	с ее	4	5
28	мы живем	1	5
29	в ней	1	5
30	и к	6	5
31	живем в	1	5
32	не только	7	5
33	в жизни	2	5
34	все это	4	5
35	в нем	4	5
36	со всех	1	4
37	быть может	2	4
38	о том	2	4
39	всех сторон	1	4
40	и мы	2	4
41	в них	2	4
42	то что	3	4
43	прежде всего	9	4
44	и потому	3	4
45	по своему	2	4
46	не менее	2	4
47	и для	2	4
48	не имеет	1	4
49	и все	4	4
50	с другой	1	3
51	вопрос о	1	3
52	человека и	1	3
53	и начало	1	3
54	еще не	5	3
55	во всех	3	3
56	за пределы	2	3
57	конечно не	6	3
58	к ним	2	3
59	подобно тому	1	3
60	перейти к	1	3
61	в мире	1	3
62	но и	4	3
63	это было	1	3
64	не есть	2	3
65	и пр	12	3
66	с тем	1	3
67	в своей	2	3
68	тому как	1	3
69	она не	1	3
70	что такое	5	3
71	не существует	2	3
72	в основе	3	3
73	к ее	1	3
74	жизни в	1	3
75	в духе	1	3
76	к тому	1	3
77	сказать что	7	3
78	и это	6	2
79	нем нет	2	2
80	же как	2	2
81	это и	1	2
82	на путях	1	2
83	роль в	1	2
84	не имеют	1	2
85	можно было	1	2
86	так и	4	2
87	времени и	1	2
88	мы не	2	2
89	мира и	3	2
90	и с	8	2
91	для этого	2	2
92	я не	1	2
93	жизни ни	1	2
94	и что	1	2
95	и на	4	2
96	на протяжении	2	2
97	но не	1	2
98	в свои	1	2
99	все время	1	2
100	в центре	1	2
