N	3gram	Losev_Dial_2	Komedia
1	до сих пор	2	9
2	в том что	6	9
3	в самом деле	3	6
4	в то же	3	4
5	о том что	4	4
6	то же время	4	4
7	с самого начала	2	4
8	к тому же	1	4
9	о том как	1	3
10	с точки зрения	8	3
11	и т п	2	3
12	вместе с тем	1	3
13	в связи с	4	3
14	во всяком случае	2	3
15	до тех пор	1	3
16	речь идет о	1	3
17	с одной стороны	1	3
18	тем не менее	2	3
19	то же самое	2	3
20	так или иначе	2	2
21	по сравнению с	1	2
22	бы то ни	1	2
23	в этом отношении	1	2
24	то время как	3	2
25	т е в	3	2
26	в конце концов	1	2
27	с другой стороны	4	2
28	в то время	3	2
29	но все же	1	2
30	что и в	1	2
31	при всем том	1	2
32	том что она	1	1
33	но и все	1	1
34	не в состоянии	2	1
35	все что угодно	1	1
36	потому что он	2	1
37	это как раз	1	1
38	в обоих случаях	1	1
39	ничем не отличаются	1	1
40	в виду что	2	1
41	и всякий другой	1	1
42	более или менее	2	1
43	равно как и	1	1
44	не говоря уже	2	1
45	прежде всего это	1	1
46	подобно тому как	1	1
47	одной стороны и	1	1
48	но как раз	1	1
49	не отличаются от	1	1
50	как это было	2	1
51	о чем я	1	1
52	говоря уже о	2	1
53	и в то	1	1
54	в зависимости от	2	1
55	не было и	1	1
56	все тем же	1	1
57	независимо от того	1	1
58	больше чем в	1	1
59	за то что	1	1
60	и не может	1	1
61	может быть только	2	1
62	по крайней мере	9	1
63	так как все	1	1
64	и в частности	2	1
65	как раз в	1	1
66	и после этого	1	1
67	том как надо	1	1
68	по самой своей	1	1
69	самого начала что	1	1
70	все то же	1	1
71	но при этом	1	1
72	в некоторых случаях	1	1
73	в одной точке	1	1
74	все равно что	1	1
75	в разной степени	1	1
76	можно сказать что	3	1
77	и до сих	1	1
78	вопрос о том	1	1
79	не менее в	1	1
80	самой своей природе	1	1
81	к тому что	1	1
82	друг с другом	1	1
83	и в этом	1	1
84	не нуждается в	3	1
85	и все его	1	1
86	и т д	15	1
87	в свое время	1	1
