N	3gram	Tiupa_Anal_1	Psycholo
1	для того чтобы	3	19
2	в том что	9	12
3	о том что	3	10
4	в самом деле	2	7
5	то же самое	2	6
6	к тому что	1	5
7	с точки зрения	4	4
8	друг с другом	1	4
9	том что он	2	3
10	сами по себе	2	3
11	в том чтобы	7	3
12	смысле этого слова	1	3
13	несет в себе	1	3
14	во всяком случае	1	3
15	то что мы	1	3
16	и т п	3	3
17	до сих пор	1	3
18	с одной стороны	3	3
19	тех пор пока	1	2
20	о том как	1	2
21	сам по себе	1	2
22	с ним в	1	2
23	вместе с тем	1	2
24	и в частности	1	2
25	одна и та	1	2
26	с другой стороны	2	2
27	и той же	1	2
28	и в самом	1	2
29	до тех пор	1	2
30	одной и той	1	2
31	и та же	1	2
32	в сущности говоря	1	2
33	к тому же	4	2
34	самом деле в	1	1
35	и в сущности	1	1
36	что иное как	5	1
37	или хотя бы	1	1
38	в виду не	1	1
39	какой бы то	2	1
40	а не в	3	1
41	такой же точно	1	1
42	по отношению к	5	1
43	равно как и	1	1
44	подобно тому как	3	1
45	он может быть	1	1
46	также и в	1	1
47	в том и	2	1
48	или во всяком	1	1
49	непременно должен быть	1	1
50	он не должен	1	1
51	в таком случае	3	1
52	речь идет об	1	1
53	в той же	1	1
54	бы то ни	3	1
55	при этом мы	1	1
56	смысла и в	1	1
57	из того что	3	1
58	и таким образом	1	1
59	та и другая	1	1
60	то же время	6	1
61	и не может	4	1
62	в этом понимании	1	1
63	с этой точки	1	1
64	только для того	1	1
65	если исходить из	1	1
66	при таком взгляде	1	1
67	в том или	2	1
68	в художественном произведении	1	1
69	то ни было	3	1
70	романа в целом	2	1
71	на первый взгляд	1	1
72	от начала к	1	1
73	и к тому	2	1
74	а с другой	1	1
75	как и на	1	1
76	с ним и	1	1
77	в свою очередь	1	1
78	в драме но	1	1
79	я не могу	1	1
80	оно может быть	1	1
81	это всегда только	1	1
82	при этом как	1	1
83	мысль о том	1	1
84	вместе с ним	2	1
85	не может быть	16	1
86	не что иное	4	1
87	и вместе с	1	1
88	но никто не	1	1
89	этой точки зрения	1	1
90	начала к концу	1	1
91	не только в	1	1
92	в конечном счете	4	1
93	ее никто не	1	1
94	в этом смысле	1	1
95	в то же	8	1
96	мы встречаемся с	1	1
97	читателя в этом	1	1
98	быть не может	3	1
99	и действия все	1	1
100	в этом все	1	1
101	том или ином	3	1
102	в этой жизни	1	1
103	о самом убийстве	1	1
104	в глубине души	1	1
105	таком случае это	1	1
106	иначе говоря мы	1	1
