N	3gram	Bakhtin_Pr_5	Analitik
1	в том что	2	7
2	по отношению к	6	7
3	так и не	1	5
4	с другой стороны	3	5
5	о том что	1	5
6	по крайней мере	1	4
7	в свою очередь	1	4
8	как и в	1	4
9	и того же	1	3
10	всех без исключения	1	3
11	в данном случае	1	3
12	то же время	10	3
13	не только не	1	3
14	той или иной	4	3
15	в то же	10	3
16	одного и того	1	3
17	к тому же	3	3
18	в этом отношении	1	3
19	дело в том	1	2
20	как нам кажется	1	2
21	подобно тому как	2	2
22	том что он	1	2
23	с точки зрения	2	2
24	в отличие от	2	2
25	в значительной степени	1	2
26	сама по себе	1	2
27	тем не менее	1	2
28	во всяком случае	4	2
29	в слове о	2	2
30	в свое время	1	2
31	и прежде всего	4	2
32	можно сказать что	1	2
33	если бы он	1	1
34	даже в пределах	2	1
35	а между тем	3	1
36	с ними в	1	1
37	в той или	4	1
38	не могла не	1	1
39	оно стремится к	2	1
40	к себе самому	13	1
41	к миру но	1	1
42	то есть не	1	1
43	никогда не является	1	1
44	как бы не	1	1
45	на самом деле	9	1
46	вмещает в себя	1	1
47	в самом деле	1	1
48	и в особенности	1	1
49	в этом смысле	3	1
50	в этом случае	1	1
51	как если бы	1	1
52	до сих пор	1	1
53	о своей любви	1	1
54	что он ничего	1	1
55	что он не	1	1
56	своей любви к	1	1
57	о себе самом	5	1
58	может и не	1	1
59	с самим собою	7	1
60	в эту минуту	3	1
61	со всех сторон	1	1
62	сам по себе	2	1
63	возвращает нас к	1	1
64	так и в	2	1
65	и как бы	1	1
66	всяком случае не	1	1
67	в одном слове	1	1
68	для него самого	1	1
69	но как бы	1	1
70	и ведет себя	1	1
71	как бы в	1	1
72	лицом к лицу	1	1
73	для того чтобы	1	1
74	уст в уста	1	1
75	в глубине души	1	1
76	по ту сторону	1	1
77	в слове рассказчика	1	1
78	не может быть	3	1
79	в его внутреннюю	2	1
80	мы оставляем в	1	1
81	на жизнь и	1	1
82	но вы как	1	1
83	как бы ни	1	1
84	вопрос о том	1	1
85	и в слове	2	1
86	именно потому что	2	1
87	самим собою в	1	1
88	из уст в	1	1
89	друг от друга	1	1
90	в большинстве случаев	2	1
91	в его глазах	1	1
92	в сущности не	2	1
93	то что они	1	1
94	но и внутренне	1	1
95	оставляем в стороне	1	1
96	все это было	2	1
97	он не видит	1	1
98	что и в	1	1
