N	3gram	Losev_Prob_1	TeoriaLi
1	в том что	5	6
2	в то же	4	6
3	в данном случае	8	5
4	того или иного	2	5
5	более или менее	3	4
6	с другой стороны	3	3
7	тем не менее	18	3
8	можно сказать что	3	3
9	той или иной	4	3
10	в этом смысле	6	3
11	и того же	2	2
12	в данный момент	1	2
13	мы имеем дело	1	2
14	с точки зрения	3	2
15	тот или иной	1	2
16	при этом что	1	2
17	во всех подобных	1	2
18	в самом начале	1	2
19	и то же	1	2
20	так или иначе	2	2
21	внутренней и внешней	1	2
22	одно и то	1	2
23	и тем самым	3	2
24	не только не	3	2
25	одного и того	2	2
26	тех или иных	2	2
27	сама по себе	4	2
28	не может быть	2	2
29	как и в	1	2
30	таким образом что	1	1
31	а между тем	1	1
32	если он не	1	1
33	и потому что	1	1
34	на себя внимание	1	1
35	нет в его	1	1
36	дело в том	3	1
37	чего нет в	1	1
38	между внутренней и	1	1
39	он стоит и	1	1
40	это было бы	1	1
41	подобно тому как	2	1
42	в настоящее время	3	1
43	имеют место в	1	1
44	никак не может	1	1
45	в этом случае	2	1
46	начала и конца	1	1
47	не было и	1	1
48	в таком случае	6	1
49	и в то	1	1
50	чем собственно говоря	1	1
51	в таких случаях	2	1
52	по своей структуре	1	1
53	в искусстве не	1	1
54	бы то ни	1	1
55	имеем дело не	1	1
56	в самом общем	1	1
57	только то что	4	1
58	с которыми он	1	1
59	перед нами не	1	1
60	точно так же	4	1
61	во всей его	1	1
62	в основе своей	1	1
63	во всей своей	1	1
64	по крайней мере	2	1
65	то или иное	1	1
66	именно в этом	2	1
67	может быть и	3	1
68	еще не есть	4	1
69	как раз в	1	1
70	до известной степени	1	1
71	содержит в себе	7	1
72	можно даже сказать	1	1
73	и не быть	1	1
74	в известном смысле	1	1
75	может и должен	1	1
76	не могут быть	1	1
77	и как бы	2	1
78	в связи с	4	1
79	несет в себе	1	1
80	еще и потому	1	1
81	в первую очередь	1	1
82	так же как	2	1
83	ни к каким	1	1
84	субъекта и объекта	1	1
85	в то время	1	1
86	в ее внутренней	1	1
87	даже сказать что	1	1
88	может быть это	1	1
89	предстают перед нами	1	1
90	что по своему	1	1
91	о том что	5	1
92	но в то	1	1
93	чтобы оно стало	1	1
94	точки зрения логики	1	1
95	в этих случаях	2	1
96	в том и	1	1
97	в сравнении с	1	1
98	в этом втором	1	1
99	для того чтобы	8	1
100	и не субъективно	1	1
101	к тому же	1	1
