N	2gram	Tiupa_Anal_2	Problemy
1	и в	16	34
2	и не	12	29
3	как бы	10	27
4	в его	2	22
5	к другому	1	20
6	в нем	1	19
7	может быть	6	19
8	не может	4	19
9	и все	3	19
10	как и	14	18
11	о себе	2	18
12	в этом	18	16
13	но в	6	16
14	и его	4	16
15	все это	4	16
16	он не	2	15
17	что я	1	15
18	прежде всего	3	15
19	то же	4	14
20	с самим	3	14
21	к нему	1	14
22	самом деле	1	13
23	для него	4	13
24	и к	5	12
25	в то	2	12
26	же время	2	12
27	потому что	1	12
28	но и	12	12
29	т е	2	12
30	в сущности	4	11
31	вовсе не	2	11
32	с другим	1	11
33	себя самого	1	11
34	то что	7	11
35	не только	16	10
36	слова и	1	10
37	самим собою	1	9
38	не в	4	9
39	в отношении	1	9
40	героя и	1	9
41	а не	10	9
42	и т	1	8
43	никогда не	3	8
44	с ним	2	8
45	в другом	1	8
46	в самом	6	8
47	себя и	1	8
48	так же	2	8
49	что же	1	8
50	и слово	2	8
51	и для	2	8
52	точки зрения	4	8
53	я не	1	7
54	на него	2	7
55	как будто	3	7
56	как мы	3	7
57	слова в	1	7
58	и даже	9	7
59	этого слова	3	7
60	отношении к	1	7
61	что в	2	7
62	мы уже	1	6
63	и на	6	6
64	с его	1	6
65	в пределах	9	6
66	самим собой	1	6
67	от себя	1	6
68	у меня	1	6
69	для себя	1	6
70	так и	15	6
71	в себе	7	6
72	только в	4	6
73	от него	1	6
74	с ними	3	6
75	не знает	3	6
76	отношению к	4	6
77	в чем	1	5
78	по отношению	4	5
79	и наконец	1	5
80	в целом	8	5
81	в диалоге	2	5
82	я вам	1	5
83	лишь в	9	5
84	на протяжении	2	5
85	он и	2	5
86	не мог	3	5
87	в конце	4	5
88	даже в	2	5
89	это слово	1	5
90	таким образом	2	5
91	к тому	7	5
92	и сам	3	5
93	в голосе	1	5
94	и что	1	5
95	что и	3	5
96	это не	1	5
97	того что	2	5
98	так что	3	5
99	из них	3	5
100	в одном	2	5
101	себе и	1	5
102	к своему	2	5
103	мы должны	1	5
104	хотя бы	1	5
105	а в	3	5
106	что ты	1	5
107	из его	2	4
108	еще не	2	4
109	но не	4	4
110	как в	4	4
111	бы и	1	4
112	другого как	1	4
113	он в	4	4
114	все эти	1	4
115	но на	1	4
116	на его	3	4
117	при этом	10	4
118	внутренней речи	4	4
119	на этом	4	4
120	что все	2	4
121	в мире	6	4
122	его в	2	4
123	этом смысле	2	4
124	ни в	1	4
125	все равно	1	4
126	с точки	2	4
127	но это	1	4
128	меня не	1	4
129	он с	1	4
130	ничего не	9	4
131	как раз	4	4
132	его внутренней	1	4
133	внутреннюю речь	1	4
134	если бы	3	4
135	на вопрос	1	4
136	диалога с	1	4
137	только на	3	4
138	в начале	1	4
139	не принимает	1	4
140	в общем	2	4
141	так как	1	4
142	не о	2	4
143	у него	4	4
144	на меня	1	4
145	с другой	6	4
146	тем что	3	4
147	вместе с	2	4
148	слова о	1	4
149	да и	1	4
150	к чужому	1	4
151	бы он	1	4
152	я в	3	4
